RecID;MStamp;MStation;IDDocument;IDThema;Commentaar
-1002161;2011-06-29;1;-1017380;-1000126;
-1002160;2011-06-29;1;-1017380;-1000141;
-1002159;2011-06-29;1;-1017380;-1000261;
-1002158;2011-06-29;1;-1017380;-1000262;
-1002157;2011-06-29;1;-1016900;-1000001;
-1002156;2011-06-29;1;-1016900;-1000126;
-1002155;2011-06-29;1;-1016900;-1000141;
-1002154;2011-06-29;1;-1016900;-1000261;
-1002153;2011-06-29;1;-1016900;-1000262;
-1002152;2011-06-29;1;-1000761;-1000001;
-1002151;2011-06-29;1;-1000761;-1000126;
-1002150;2011-06-29;1;-1000761;-1000141;
-1002149;2011-06-29;1;-1000761;-1000261;
-1002148;2011-06-29;1;-1000761;-1000262;
-1002147;2011-06-29;1;-1017472;-1000001;
-1002146;2011-06-29;1;-1017472;-1000126;
-1002145;2011-06-29;1;-1017472;-1000141;
-1002144;2011-06-29;1;-1017472;-1000258;
-1002143;2011-06-29;1;-1017472;-1000260;
-1002142;2011-06-29;1;-1020160;-1000001;
-1002141;2011-06-29;1;-1020160;-1000126;
-1002140;2011-06-29;1;-1020160;-1000141;
-1002139;2011-06-29;1;-1020160;-1000258;
-1002138;2011-06-29;1;-1020160;-1000259;
-1002137;2011-06-29;1;-1018717;-1000001;
-1002136;2011-06-29;1;-1018717;-1000126;
-1002135;2011-06-29;1;-1018717;-1000141;
-1002134;2011-06-29;1;-1018717;-1000258;
-1002133;2011-06-29;1;-1018717;-1000259;
-1002132;2011-06-29;1;-1017141;-1000001;
-1002131;2011-06-29;1;-1017141;-1000126;
-1002130;2011-06-29;1;-1017141;-1000141;
-1002129;2011-06-29;1;-1017141;-1000258;
-1002128;2011-06-29;1;-1017141;-1000259;
-1002127;2011-06-29;1;-1016010;-1000001;
-1002126;2011-06-29;1;-1016010;-1000126;
-1002125;2011-06-29;1;-1016010;-1000141;
-1002124;2011-06-29;1;-1016010;-1000258;
-1002123;2011-06-29;1;-1016010;-1000259;
-1002122;2011-06-29;1;-1014695;-1000001;
-1002121;2011-06-29;1;-1014695;-1000126;
-1002120;2011-06-29;1;-1014695;-1000141;
-1002119;2011-06-29;1;-1014695;-1000258;
-1002118;2011-06-29;1;-1014695;-1000259;
-1002117;2011-06-29;1;-1007813;-1000001;
-1002116;2011-06-29;1;-1007813;-1000126;
-1002115;2011-06-29;1;-1007813;-1000141;
-1002114;2011-06-29;1;-1007813;-1000258;
-1002113;2011-06-29;1;-1007813;-1000259;
-1002112;2011-06-29;1;-1001184;-1000001;
-1002111;2011-06-29;1;-1001184;-1000126;
-1002110;2011-06-29;1;-1001184;-1000141;
-1002109;2011-06-29;1;-1001184;-1000247;
-1002108;2011-06-29;1;-1001184;-1000257;
-1002107;2011-06-29;1;-1016475;-1000001;
-1002106;2011-06-29;1;-1016475;-1000126;
-1002105;2011-06-29;1;-1016475;-1000141;
-1002104;2011-06-29;1;-1016475;-1000247;
-1002103;2011-06-29;1;-1016475;-1000256;
-1002102;2011-06-29;1;-1009149;-1000001;
-1002101;2011-06-29;1;-1009149;-1000126;
-1002100;2011-06-29;1;-1009149;-1000141;
-1002099;2011-06-29;1;-1009149;-1000247;
-1002098;2011-06-29;1;-1009149;-1000256;
-1002097;2011-06-29;1;-1009190;-1000001;
-1002096;2011-06-29;1;-1009190;-1000126;
-1002095;2011-06-29;1;-1009190;-1000141;
-1002094;2011-06-29;1;-1009190;-1000247;
-1002093;2011-06-29;1;-1009190;-1000256;
-1002092;2011-06-29;1;-1008460;-1000001;
-1002091;2011-06-29;1;-1008460;-1000126;
-1002090;2011-06-29;1;-1008460;-1000141;
-1002089;2011-06-29;1;-1008460;-1000247;
-1002088;2011-06-29;1;-1008460;-1000256;
-1002087;2011-06-29;1;-1019892;-1000001;
-1002086;2011-06-29;1;-1019892;-1000126;
-1002085;2011-06-29;1;-1019892;-1000141;
-1002084;2011-06-29;1;-1019892;-1000247;
-1002083;2011-06-29;1;-1019892;-1000255;
-1002082;2011-06-29;1;-1016055;-1000001;
-1002081;2011-06-29;1;-1016055;-1000126;
-1002080;2011-06-29;1;-1016055;-1000141;
-1002079;2011-06-29;1;-1016055;-1000247;
-1002078;2011-06-29;1;-1016055;-1000255;
-1002077;2011-06-29;1;-1001701;-1000001;
-1002076;2011-06-29;1;-1001701;-1000126;
-1002075;2011-06-29;1;-1001701;-1000141;
-1002074;2011-06-29;1;-1001701;-1000247;
-1002073;2011-06-29;1;-1001701;-1000255;
-1002072;2011-06-29;1;-1002267;-1000001;
-1002071;2011-06-29;1;-1002267;-1000126;
-1002070;2011-06-29;1;-1002267;-1000141;
-1002069;2011-06-29;1;-1002267;-1000247;
-1002068;2011-06-29;1;-1002267;-1000255;
-1002067;2011-06-29;1;-1000183;-1000001;
-1002066;2011-06-29;1;-1000183;-1000126;
-1002065;2011-06-29;1;-1000183;-1000141;
-1002064;2011-06-29;1;-1000183;-1000247;
-1002063;2011-06-29;1;-1000183;-1000255;
-1002062;2011-06-29;1;-1017856;-1000001;
-1002061;2011-06-29;1;-1017856;-1000126;
-1002060;2011-06-29;1;-1017856;-1000141;
-1002059;2011-06-29;1;-1017856;-1000247;
-1002058;2011-06-29;1;-1017856;-1000254;
-1002057;2011-06-29;1;-1009535;-1000001;
-1002056;2011-06-29;1;-1009535;-1000126;
-1002055;2011-06-29;1;-1009535;-1000141;
-1002054;2011-06-29;1;-1009535;-1000247;
-1002053;2011-06-29;1;-1009535;-1000253;
-1002052;2011-06-29;1;-1019628;-1000141;
-1002051;2011-06-29;1;-1019628;-1000247;
-1002050;2011-06-29;1;-1019628;-1000252;
-1002049;2011-06-29;1;-1018089;-1000141;
-1002048;2011-06-29;1;-1018089;-1000247;
-1002047;2011-06-29;1;-1018089;-1000251;
-1002046;2011-06-29;1;-1007805;-1000001;
-1002045;2011-06-29;1;-1007805;-1000126;
-1002044;2011-06-29;1;-1007805;-1000141;
-1002043;2011-06-29;1;-1007805;-1000247;
-1002042;2011-06-29;1;-1007805;-1000250;
-1002041;2011-06-29;1;-1018424;-1000001;
-1002040;2011-06-29;1;-1018424;-1000126;
-1002039;2011-06-29;1;-1018424;-1000141;
-1002038;2011-06-29;1;-1018424;-1000247;
-1002037;2011-06-29;1;-1018424;-1000249;
-1002036;2011-06-29;1;-1018051;-1000001;
-1002035;2011-06-29;1;-1018051;-1000126;
-1002034;2011-06-29;1;-1018051;-1000141;
-1002033;2011-06-29;1;-1018051;-1000247;
-1002032;2011-06-29;1;-1018051;-1000249;
-1002031;2011-06-29;1;-1006684;-1000001;
-1002030;2011-06-29;1;-1006684;-1000126;
-1002029;2011-06-29;1;-1006684;-1000141;
-1002028;2011-06-29;1;-1006684;-1000247;
-1002027;2011-06-29;1;-1006684;-1000249;
-1002026;2011-06-29;1;-1006685;-1000001;
-1002025;2011-06-29;1;-1006685;-1000126;
-1002024;2011-06-29;1;-1006685;-1000141;
-1002023;2011-06-29;1;-1006685;-1000247;
-1002022;2011-06-29;1;-1006685;-1000249;
-1002021;2011-06-29;1;-1020168;-1000001;
-1002020;2011-06-29;1;-1020168;-1000126;
-1002019;2011-06-29;1;-1020168;-1000141;
-1002018;2011-06-29;1;-1020168;-1000247;
-1002017;2011-06-29;1;-1020168;-1000248;
-1002016;2011-06-29;1;-1014580;-1000001;
-1002015;2011-06-29;1;-1014580;-1000126;
-1002014;2011-06-29;1;-1014580;-1000141;
-1002013;2011-06-29;1;-1014580;-1000247;
-1002012;2011-06-29;1;-1014580;-1000248;
-1002011;2011-06-29;1;-1014303;-1000246;
-1002010;2011-06-29;1;-1013287;-1000126;
-1002009;2011-06-29;1;-1013287;-1000140;
-1002008;2011-06-29;1;-1013287;-1000246;
-1002007;2011-06-29;1;-1005535;-1000126;
-1002006;2011-06-29;1;-1005535;-1000140;
-1002005;2011-06-29;1;-1005535;-1000246;
-1002004;2011-06-29;1;-1005375;-1000126;
-1002003;2011-06-29;1;-1005375;-1000140;
-1002002;2011-06-29;1;-1005375;-1000246;
-1002001;2011-06-29;1;-1019310;-1000126;
-1002000;2011-06-29;1;-1019310;-1000140;
-1001999;2011-06-29;1;-1019310;-1000245;
-1001998;2011-06-29;1;-1019574;-1000126;
-1001997;2011-06-29;1;-1019574;-1000140;
-1001996;2011-06-29;1;-1019574;-1000245;
-1001995;2011-06-29;1;-1003929;-1000001;
-1001994;2011-06-29;1;-1003929;-1000126;
-1001993;2011-06-29;1;-1003929;-1000140;
-1001992;2011-06-29;1;-1003929;-1000242;
-1001991;2011-06-29;1;-1003929;-1000244;
-1001990;2011-06-29;1;-1015741;-1000001;
-1001989;2011-06-29;1;-1015741;-1000126;
-1001988;2011-06-29;1;-1015741;-1000140;
-1001987;2011-06-29;1;-1015741;-1000242;
-1001986;2011-06-29;1;-1015741;-1000243;
-1001985;2011-06-29;1;-1019852;-1000126;
-1001984;2011-06-29;1;-1019852;-1000140;
-1001983;2011-06-29;1;-1019852;-1000242;
-1001982;2011-06-29;1;-1019852;-1000243;
-1001981;2011-06-29;1;-1014411;-1000001;
-1001980;2011-06-29;1;-1014411;-1000126;
-1001979;2011-06-29;1;-1014411;-1000140;
-1001978;2011-06-29;1;-1014411;-1000241;
-1001977;2011-06-29;1;-1013126;-1000001;
-1001976;2011-06-29;1;-1013126;-1000126;
-1001975;2011-06-29;1;-1013126;-1000140;
-1001974;2011-06-29;1;-1013126;-1000241;
-1001973;2011-06-29;1;-1005418;-1000240;
-1001972;2011-06-29;1;-1016079;-1000240;
-1001971;2011-06-29;1;-1005416;-1000240;
-1001970;2011-06-29;1;-1008594;-1000240;
-1001969;2011-06-29;1;-1005418;-1000238;
-1001968;2011-06-29;1;-1016079;-1000001;
-1001967;2011-06-29;1;-1016079;-1000126;
-1001966;2011-06-29;1;-1016079;-1000140;
-1001965;2011-06-29;1;-1016079;-1000236;
-1001964;2011-06-29;1;-1016079;-1000237;
-1001963;2011-06-29;1;-1005420;-1000237;
-1001962;2011-06-29;1;-1005416;-1000001;
-1001961;2011-06-29;1;-1005416;-1000126;
-1001960;2011-06-29;1;-1005416;-1000140;
-1001959;2011-06-29;1;-1005416;-1000236;
-1001958;2011-06-29;1;-1005416;-1000237;
-1001957;2011-06-29;1;-1005420;-1000236;
-1001956;2011-06-29;1;-1005418;-1000236;
-1001955;2011-06-29;1;-1008594;-1000001;
-1001954;2011-06-29;1;-1008594;-1000126;
-1001953;2011-06-29;1;-1008594;-1000140;
-1001952;2011-06-29;1;-1008594;-1000236;
-1001951;2011-06-29;1;-1017767;-1000236;
-1001950;2011-06-29;1;-1005418;-1000235;
-1001949;2011-06-29;1;-1005420;-1000235;
-1001948;2011-06-29;1;-1005418;-1000234;
-1001947;2011-06-29;1;-1005420;-1000234;
-1001946;2011-06-29;1;-1017767;-1000234;
-1001945;2011-06-29;1;-1014303;-1000126;
-1001944;2011-06-29;1;-1014303;-1000140;
-1001943;2011-06-29;1;-1014303;-1000230;
-1001942;2011-06-29;1;-1014303;-1000232;
-1001941;2011-06-29;1;-1015253;-1000001;
-1001940;2011-06-29;1;-1015253;-1000126;
-1001939;2011-06-29;1;-1015253;-1000140;
-1001938;2011-06-29;1;-1015253;-1000230;
-1001937;2011-06-29;1;-1015253;-1000232;
-1001936;2011-06-29;1;-1008359;-1000001;
-1001935;2011-06-29;1;-1008359;-1000126;
-1001934;2011-06-29;1;-1008359;-1000140;
-1001933;2011-06-29;1;-1008359;-1000230;
-1001932;2011-06-29;1;-1008359;-1000232;
-1001931;2011-06-29;1;-1008358;-1000001;
-1001930;2011-06-29;1;-1008358;-1000126;
-1001929;2011-06-29;1;-1008358;-1000140;
-1001928;2011-06-29;1;-1008358;-1000230;
