RecID;MStamp;MStation;IDDocument;IDThema;Commentaar
-1001227;2011-06-29;1;-1016693;-1000191;
-1001226;2011-06-29;1;-1009449;-1000191;
-1001225;2011-06-29;1;-1015963;-1000001;
-1001224;2011-06-29;1;-1015963;-1000126;
-1001223;2011-06-29;1;-1015963;-1000136;
-1001222;2011-06-29;1;-1015963;-1000191;
-1001221;2011-06-29;1;-1015908;-1000001;
-1001220;2011-06-29;1;-1015908;-1000126;
-1001219;2011-06-29;1;-1015908;-1000136;
-1001218;2011-06-29;1;-1015908;-1000191;
-1001217;2011-06-29;1;-1015960;-1000001;
-1001216;2011-06-29;1;-1015960;-1000126;
-1001215;2011-06-29;1;-1015960;-1000136;
-1001214;2011-06-29;1;-1015960;-1000191;
-1001213;2011-06-29;1;-1015920;-1000001;
-1001212;2011-06-29;1;-1015920;-1000126;
-1001211;2011-06-29;1;-1015920;-1000136;
-1001210;2011-06-29;1;-1015920;-1000191;
-1001209;2011-06-29;1;-1015961;-1000001;
-1001208;2011-06-29;1;-1015961;-1000126;
-1001207;2011-06-29;1;-1015961;-1000136;
-1001206;2011-06-29;1;-1015961;-1000191;
-1001205;2011-06-29;1;-1015906;-1000001;
-1001204;2011-06-29;1;-1015906;-1000126;
-1001203;2011-06-29;1;-1015906;-1000136;
-1001202;2011-06-29;1;-1015906;-1000191;
-1001201;2011-06-29;1;-1015661;-1000001;
-1001200;2011-06-29;1;-1015661;-1000126;
-1001199;2011-06-29;1;-1015661;-1000136;
-1001198;2011-06-29;1;-1015661;-1000190;
-1001197;2011-06-29;1;-1009449;-1000001;
-1001196;2011-06-29;1;-1009449;-1000126;
-1001195;2011-06-29;1;-1009449;-1000136;
-1001194;2011-06-29;1;-1009449;-1000190;
-1001193;2011-06-29;1;-1013719;-1000126;
-1001192;2011-06-29;1;-1013719;-1000136;
-1001191;2011-06-29;1;-1013719;-1000185;
-1001190;2011-06-29;1;-1013719;-1000189;
-1001189;2011-06-29;1;-1008397;-1000001;
-1001188;2011-06-29;1;-1008397;-1000126;
-1001187;2011-06-29;1;-1008397;-1000136;
-1001186;2011-06-29;1;-1008397;-1000185;
-1001185;2011-06-29;1;-1008397;-1000189;
-1001184;2011-06-29;1;-1010807;-1000001;
-1001183;2011-06-29;1;-1010807;-1000126;
-1001182;2011-06-29;1;-1010807;-1000136;
-1001181;2011-06-29;1;-1010807;-1000185;
-1001180;2011-06-29;1;-1010807;-1000188;
-1001179;2011-06-29;1;-1017639;-1000185;
-1001178;2011-06-29;1;-1017639;-1000188;
-1001177;2011-06-29;1;-1016731;-1000185;
-1001176;2011-06-29;1;-1016731;-1000188;
-1001175;2011-06-29;1;-1002045;-1000001;
-1001174;2011-06-29;1;-1002045;-1000126;
-1001173;2011-06-29;1;-1002045;-1000136;
-1001172;2011-06-29;1;-1002045;-1000184;
-1001171;2011-06-29;1;-1002045;-1000187;
-1001170;2011-06-29;1;-1018484;-1000001;
-1001169;2011-06-29;1;-1018484;-1000126;
-1001168;2011-06-29;1;-1018484;-1000136;
-1001167;2011-06-29;1;-1018484;-1000184;
-1001166;2011-06-29;1;-1018484;-1000187;
-1001165;2011-06-29;1;-1000352;-1000001;
-1001164;2011-06-29;1;-1000352;-1000126;
-1001163;2011-06-29;1;-1000352;-1000136;
-1001162;2011-06-29;1;-1000352;-1000184;
-1001161;2011-06-29;1;-1000352;-1000187;
-1001160;2011-06-29;1;-1002397;-1000001;
-1001159;2011-06-29;1;-1002397;-1000126;
-1001158;2011-06-29;1;-1002397;-1000136;
-1001157;2011-06-29;1;-1002397;-1000184;
-1001156;2011-06-29;1;-1002397;-1000186;
-1001155;2011-06-29;1;-1020076;-1000001;
-1001154;2011-06-29;1;-1020076;-1000126;
-1001153;2011-06-29;1;-1020076;-1000136;
-1001152;2011-06-29;1;-1020076;-1000184;
-1001151;2011-06-29;1;-1020076;-1000186;
-1001150;2011-06-29;1;-1019916;-1000001;
-1001149;2011-06-29;1;-1019916;-1000126;
-1001148;2011-06-29;1;-1019916;-1000136;
-1001147;2011-06-29;1;-1019916;-1000184;
-1001146;2011-06-29;1;-1019916;-1000186;
-1001145;2011-06-29;1;-1015148;-1000001;
-1001144;2011-06-29;1;-1015148;-1000126;
-1001143;2011-06-29;1;-1015148;-1000136;
-1001142;2011-06-29;1;-1015148;-1000184;
-1001141;2011-06-29;1;-1015148;-1000186;
-1001140;2011-06-29;1;-1013702;-1000001;
-1001139;2011-06-29;1;-1013702;-1000126;
-1001138;2011-06-29;1;-1013702;-1000136;
-1001137;2011-06-29;1;-1013702;-1000184;
-1001136;2011-06-29;1;-1013702;-1000186;
-1001135;2011-06-29;1;-1020249;-1000001;
-1001134;2011-06-29;1;-1020249;-1000126;
-1001133;2011-06-29;1;-1020249;-1000136;
-1001132;2011-06-29;1;-1020249;-1000184;
-1001131;2011-06-29;1;-1020249;-1000186;
-1001130;2011-06-29;1;-1018483;-1000001;
-1001129;2011-06-29;1;-1018483;-1000126;
-1001128;2011-06-29;1;-1018483;-1000136;
-1001127;2011-06-29;1;-1018483;-1000184;
-1001126;2011-06-29;1;-1018483;-1000186;
-1001125;2011-06-29;1;-1001355;-1000126;
-1001124;2011-06-29;1;-1001355;-1000136;
-1001123;2011-06-29;1;-1001355;-1000184;
-1001122;2011-06-29;1;-1001355;-1000186;
-1001121;2011-06-29;1;-1016731;-1000184;
-1001120;2011-06-29;1;-1016731;-1000186;
-1001119;2011-06-29;1;-1004082;-1000001;
-1001118;2011-06-29;1;-1004082;-1000126;
-1001117;2011-06-29;1;-1004082;-1000136;
-1001116;2011-06-29;1;-1004082;-1000183;
-1001115;2011-06-29;1;-1000902;-1000001;
-1001114;2011-06-29;1;-1000902;-1000126;
-1001113;2011-06-29;1;-1000902;-1000136;
-1001112;2011-06-29;1;-1000902;-1000183;
-1001111;2011-06-29;1;-1018089;-1000001;
-1001110;2011-06-29;1;-1018089;-1000126;
-1001109;2011-06-29;1;-1018089;-1000136;
-1001108;2011-06-29;1;-1018089;-1000183;
-1001107;2011-06-29;1;-1017445;-1000001;
-1001106;2011-06-29;1;-1017445;-1000126;
-1001105;2011-06-29;1;-1017445;-1000136;
-1001104;2011-06-29;1;-1017445;-1000183;
-1001103;2011-06-29;1;-1017639;-1000126;
-1001102;2011-06-29;1;-1017639;-1000136;
-1001101;2011-06-29;1;-1017639;-1000183;
-1001100;2011-06-29;1;-1016731;-1000126;
-1001099;2011-06-29;1;-1016731;-1000136;
-1001098;2011-06-29;1;-1016731;-1000183;
-1001097;2011-06-29;1;-1009434;-1000126;
-1001096;2011-06-29;1;-1009434;-1000135;
-1001095;2011-06-29;1;-1009434;-1000179;
-1001094;2011-06-29;1;-1009433;-1000126;
-1001093;2011-06-29;1;-1009433;-1000135;
-1001092;2011-06-29;1;-1009433;-1000179;
-1001091;2011-06-29;1;-1009443;-1000126;
-1001090;2011-06-29;1;-1009443;-1000135;
-1001089;2011-06-29;1;-1009443;-1000179;
-1001088;2011-06-29;1;-1009442;-1000126;
-1001087;2011-06-29;1;-1009442;-1000135;
-1001086;2011-06-29;1;-1009442;-1000179;
-1001085;2011-06-29;1;-1009441;-1000126;
-1001084;2011-06-29;1;-1009441;-1000135;
-1001083;2011-06-29;1;-1009441;-1000179;
-1001082;2011-06-29;1;-1008248;-1000126;
-1001081;2011-06-29;1;-1008248;-1000135;
-1001080;2011-06-29;1;-1008248;-1000179;
-1001079;2011-06-29;1;-1008096;-1000126;
-1001078;2011-06-29;1;-1008096;-1000135;
-1001077;2011-06-29;1;-1008096;-1000179;
-1001076;2011-06-29;1;-1008246;-1000126;
-1001075;2011-06-29;1;-1008246;-1000135;
-1001074;2011-06-29;1;-1008246;-1000179;
-1001073;2011-06-29;1;-1009206;-1000179;
-1001072;2011-06-29;1;-1020190;-1000126;
-1001071;2011-06-29;1;-1020190;-1000135;
-1001070;2011-06-29;1;-1020190;-1000178;
-1001069;2011-06-29;1;-1010813;-1000001;
-1001068;2011-06-29;1;-1010813;-1000126;
-1001067;2011-06-29;1;-1010813;-1000135;
-1001066;2011-06-29;1;-1010813;-1000177;
-1001065;2011-06-29;1;-1010813;-1000181;
-1001064;2011-06-29;1;-1010824;-1000001;
-1001063;2011-06-29;1;-1010824;-1000126;
-1001062;2011-06-29;1;-1010824;-1000135;
-1001061;2011-06-29;1;-1010824;-1000177;
-1001060;2011-06-29;1;-1010824;-1000181;
-1001059;2011-06-29;1;-1010810;-1000001;
-1001058;2011-06-29;1;-1010810;-1000126;
-1001057;2011-06-29;1;-1010810;-1000135;
-1001056;2011-06-29;1;-1010810;-1000177;
-1001055;2011-06-29;1;-1010810;-1000181;
-1001054;2011-06-29;1;-1010812;-1000001;
-1001053;2011-06-29;1;-1010812;-1000126;
-1001052;2011-06-29;1;-1010812;-1000135;
-1001051;2011-06-29;1;-1010812;-1000177;
-1001050;2011-06-29;1;-1010812;-1000181;
-1001049;2011-06-29;1;-1010811;-1000001;
-1001048;2011-06-29;1;-1010811;-1000126;
-1001047;2011-06-29;1;-1010811;-1000135;
-1001046;2011-06-29;1;-1010811;-1000177;
-1001045;2011-06-29;1;-1010811;-1000181;
-1001044;2011-06-29;1;-1016023;-1000001;
-1001043;2011-06-29;1;-1016023;-1000126;
-1001042;2011-06-29;1;-1016023;-1000135;
-1001041;2011-06-29;1;-1016023;-1000177;
-1001040;2011-06-29;1;-1016023;-1000181;
-1001039;2011-06-29;1;-1014072;-1000001;
-1001038;2011-06-29;1;-1014072;-1000126;
-1001037;2011-06-29;1;-1014072;-1000135;
-1001036;2011-06-29;1;-1014072;-1000177;
-1001035;2011-06-29;1;-1014072;-1000181;
-1001034;2011-06-29;1;-1013972;-1000001;
-1001033;2011-06-29;1;-1013972;-1000126;
-1001032;2011-06-29;1;-1013972;-1000135;
-1001031;2011-06-29;1;-1013972;-1000177;
-1001030;2011-06-29;1;-1013972;-1000181;
-1001029;2011-06-29;1;-1009209;-1000126;
-1001028;2011-06-29;1;-1009209;-1000135;
-1001027;2011-06-29;1;-1009209;-1000177;
-1001026;2011-06-29;1;-1009209;-1000181;
-1001025;2011-06-29;1;-1009212;-1000001;
-1001024;2011-06-29;1;-1009212;-1000126;
-1001023;2011-06-29;1;-1009212;-1000135;
-1001022;2011-06-29;1;-1009212;-1000177;
-1001021;2011-06-29;1;-1009212;-1000180;
-1001020;2011-06-29;1;-1003696;-1000001;
-1001019;2011-06-29;1;-1003696;-1000126;
-1001018;2011-06-29;1;-1003696;-1000135;
-1001017;2011-06-29;1;-1003696;-1000177;
-1001016;2011-06-29;1;-1003696;-1000180;
-1001015;2011-06-29;1;-1014565;-1000001;
-1001014;2011-06-29;1;-1014565;-1000126;
-1001013;2011-06-29;1;-1014565;-1000135;
-1001012;2011-06-29;1;-1014565;-1000177;
-1001011;2011-06-29;1;-1014386;-1000001;
-1001010;2011-06-29;1;-1014386;-1000126;
-1001009;2011-06-29;1;-1014386;-1000135;
-1001008;2011-06-29;1;-1014386;-1000177;
-1001007;2011-06-29;1;-1009219;-1000001;
-1001006;2011-06-29;1;-1009219;-1000126;
-1001005;2011-06-29;1;-1009219;-1000135;
-1001004;2011-06-29;1;-1009219;-1000176;
-1001003;2011-06-29;1;-1006746;-1000001;
-1001002;2011-06-29;1;-1006746;-1000126;
-1001001;2011-06-29;1;-1006746;-1000135;
-1001000;2011-06-29;1;-1006746;-1000176;
-1000999;2011-06-29;1;-1006745;-1000001;
-1000998;2011-06-29;1;-1006745;-1000126;
-1000997;2011-06-29;1;-1006745;-1000135;
-1000996;2011-06-29;1;-1006745;-1000176;
-1000995;2011-06-29;1;-1017090;-1000175;
-1000994;2011-06-29;1;-1010870;-1000001;
-1000993;2011-06-29;1;-1010870;-1000126;
-1000992;2011-06-29;1;-1010870;-1000135;
-1000991;2011-06-29;1;-1010870;-1000166;
-1000990;2011-06-29;1;-1010870;-1000175;
-1000989;2011-06-29;1;-1010858;-1000001;
-1000988;2011-06-29;1;-1010858;-1000126;
-1000987;2011-06-29;1;-1010858;-1000135;
-1000986;2011-06-29;1;-1010858;-1000166;
-1000985;2011-06-29;1;-1010858;-1000175;
-1000984;2011-06-29;1;-1018583;-1000001;
-1000983;2011-06-29;1;-1018583;-1000126;
-1000982;2011-06-29;1;-1018583;-1000135;
-1000981;2011-06-29;1;-1018583;-1000166;
-1000980;2011-06-29;1;-1018583;-1000174;
-1000979;2011-06-29;1;-1018530;-1000001;
-1000978;2011-06-29;1;-1018530;-1000126;
-1000977;2011-06-29;1;-1018530;-1000135;
-1000976;2011-06-29;1;-1018530;-1000166;
-1000975;2011-06-29;1;-1018530;-1000174;
-1000974;2011-06-29;1;-1017090;-1000001;
-1000973;2011-06-29;1;-1017090;-1000126;
-1000972;2011-06-29;1;-1017090;-1000135;
-1000971;2011-06-29;1;-1017090;-1000166;
-1000970;2011-06-29;1;-1017090;-1000174;
-1000969;2011-06-29;1;-1008998;-1000001;
-1000968;2011-06-29;1;-1008998;-1000126;
-1000967;2011-06-29;1;-1008998;-1000135;
-1000966;2011-06-29;1;-1008998;-1000166;
-1000965;2011-06-29;1;-1008998;-1000174;
-1000964;2011-06-29;1;-1008636;-1000001;
-1000963;2011-06-29;1;-1008636;-1000126;
-1000962;2011-06-29;1;-1008636;-1000135;
-1000961;2011-06-29;1;-1008636;-1000166;
-1000960;2011-06-29;1;-1008636;-1000174;
-1000959;2011-06-29;1;-1008635;-1000001;
-1000958;2011-06-29;1;-1008635;-1000126;
-1000957;2011-06-29;1;-1008635;-1000135;
-1000956;2011-06-29;1;-1008635;-1000166;
-1000955;2011-06-29;1;-1008635;-1000174;
-1000954;2011-06-29;1;-1008408;-1000001;
-1000953;2011-06-29;1;-1008408;-1000126;
-1000952;2011-06-29;1;-1008408;-1000135;
-1000951;2011-06-29;1;-1008408;-1000166;
-1000950;2011-06-29;1;-1008408;-1000174;
-1000949;2011-06-29;1;-1015974;-1000174;
-1000948;2011-06-29;1;-1013334;-1000174;
-1000947;2011-06-29;1;-1016716;-1000001;
-1000946;2011-06-29;1;-1016716;-1000126;
-1000945;2011-06-29;1;-1016716;-1000135;
-1000944;2011-06-29;1;-1016716;-1000166;
-1000943;2011-06-29;1;-1016716;-1000173;
-1000942;2011-06-29;1;-1014577;-1000126;
-1000941;2011-06-29;1;-1014577;-1000135;
-1000940;2011-06-29;1;-1014577;-1000166;
-1000939;2011-06-29;1;-1014577;-1000173;
-1000938;2011-06-29;1;-1015974;-1000001;
-1000937;2011-06-29;1;-1015974;-1000126;
-1000936;2011-06-29;1;-1015974;-1000135;
-1000935;2011-06-29;1;-1015974;-1000166;
-1000934;2011-06-29;1;-1015974;-1000173;
-1000933;2011-06-29;1;-1013334;-1000001;
-1000932;2011-06-29;1;-1013334;-1000126;
-1000931;2011-06-29;1;-1013334;-1000135;
-1000930;2011-06-29;1;-1013334;-1000166;
-1000929;2011-06-29;1;-1013334;-1000173;
-1000928;2011-06-29;1;-1017917;-1000001;
-1000927;2011-06-29;1;-1017917;-1000126;
-1000926;2011-06-29;1;-1017917;-1000135;
-1000925;2011-06-29;1;-1017917;-1000166;
-1000924;2011-06-29;1;-1017917;-1000172;
-1000923;2011-06-29;1;-1017820;-1000001;
-1000922;2011-06-29;1;-1017820;-1000126;
-1000921;2011-06-29;1;-1017820;-1000135;
-1000920;2011-06-29;1;-1017820;-1000166;
-1000919;2011-06-29;1;-1017820;-1000172;
-1000918;2011-06-29;1;-1017761;-1000001;
-1000917;2011-06-29;1;-1017761;-1000126;
-1000916;2011-06-29;1;-1017761;-1000135;
-1000915;2011-06-29;1;-1017761;-1000166;
-1000914;2011-06-29;1;-1017761;-1000172;
-1000913;2011-06-29;1;-1015749;-1000001;
-1000912;2011-06-29;1;-1015749;-1000126;
-1000911;2011-06-29;1;-1015749;-1000135;
-1000910;2011-06-29;1;-1015749;-1000166;
-1000909;2011-06-29;1;-1015749;-1000171;
-1000908;2011-06-29;1;-1018130;-1000001;
-1000907;2011-06-29;1;-1018130;-1000126;
-1000906;2011-06-29;1;-1018130;-1000135;
-1000905;2011-06-29;1;-1018130;-1000166;
-1000904;2011-06-29;1;-1018130;-1000171;
-1000903;2011-06-29;1;-1018385;-1000126;
-1000902;2011-06-29;1;-1018385;-1000135;
-1000901;2011-06-29;1;-1018385;-1000166;
-1000900;2011-06-29;1;-1018385;-1000171;
-1000899;2011-06-29;1;-1017306;-1000001;
-1000898;2011-06-29;1;-1017306;-1000126;
-1000897;2011-06-29;1;-1017306;-1000135;
-1000896;2011-06-29;1;-1017306;-1000166;
-1000895;2011-06-29;1;-1017306;-1000171;
-1000894;2011-06-29;1;-1017692;-1000001;
-1000893;2011-06-29;1;-1017692;-1000126;
-1000892;2011-06-29;1;-1017692;-1000135;
-1000891;2011-06-29;1;-1017692;-1000166;
-1000890;2011-06-29;1;-1017692;-1000171;
-1000889;2011-06-29;1;-1017895;-1000001;
-1000888;2011-06-29;1;-1017895;-1000126;
-1000887;2011-06-29;1;-1017895;-1000135;
-1000886;2011-06-29;1;-1017895;-1000166;
-1000885;2011-06-29;1;-1017895;-1000170;
-1000884;2011-06-29;1;-1018248;-1000001;
-1000883;2011-06-29;1;-1018248;-1000126;
-1000882;2011-06-29;1;-1018248;-1000135;
-1000881;2011-06-29;1;-1018248;-1000166;
-1000880;2011-06-29;1;-1018248;-1000169;
-1000879;2011-06-29;1;-1016973;-1000001;
-1000878;2011-06-29;1;-1016973;-1000126;
-1000877;2011-06-29;1;-1016973;-1000135;
-1000876;2011-06-29;1;-1016973;-1000166;
-1000875;2011-06-29;1;-1016973;-1000169;
-1000874;2011-06-29;1;-1015020;-1000001;
-1000873;2011-06-29;1;-1015020;-1000126;
-1000872;2011-06-29;1;-1015020;-1000135;
-1000871;2011-06-29;1;-1015020;-1000166;
-1000870;2011-06-29;1;-1015020;-1000169;
-1000869;2011-06-29;1;-1015795;-1000001;
-1000868;2011-06-29;1;-1015795;-1000126;
-1000867;2011-06-29;1;-1015795;-1000135;
-1000866;2011-06-29;1;-1015795;-1000166;
-1000865;2011-06-29;1;-1015795;-1000169;
-1000864;2011-06-29;1;-1017964;-1000001;
-1000863;2011-06-29;1;-1017964;-1000126;
-1000862;2011-06-29;1;-1017964;-1000135;
-1000861;2011-06-29;1;-1017964;-1000166;
-1000860;2011-06-29;1;-1017964;-1000169;
-1000859;2011-06-29;1;-1017870;-1000001;
-1000858;2011-06-29;1;-1017870;-1000126;
-1000857;2011-06-29;1;-1017870;-1000135;
-1000856;2011-06-29;1;-1017870;-1000166;
-1000855;2011-06-29;1;-1017870;-1000169;
-1000854;2011-06-29;1;-1017840;-1000001;
-1000853;2011-06-29;1;-1017840;-1000126;
-1000852;2011-06-29;1;-1017840;-1000135;
-1000851;2011-06-29;1;-1017840;-1000166;
-1000850;2011-06-29;1;-1017840;-1000169;
-1000849;2011-06-29;1;-1017783;-1000001;
-1000848;2011-06-29;1;-1017783;-1000126;
-1000847;2011-06-29;1;-1017783;-1000135;
-1000846;2011-06-29;1;-1017783;-1000166;
-1000845;2011-06-29;1;-1017783;-1000169;
-1000844;2011-06-29;1;-1019221;-1000001;
-1000843;2011-06-29;1;-1019221;-1000126;
-1000842;2011-06-29;1;-1019221;-1000135;
-1000841;2011-06-29;1;-1019221;-1000166;
-1000840;2011-06-29;1;-1019221;-1000168;
-1000839;2011-06-29;1;-1008258;-1000001;
-1000838;2011-06-29;1;-1008258;-1000126;
-1000837;2011-06-29;1;-1008258;-1000135;
-1000836;2011-06-29;1;-1008258;-1000166;
-1000835;2011-06-29;1;-1008258;-1000168;
-1000834;2011-06-29;1;-1008349;-1000001;
-1000833;2011-06-29;1;-1008349;-1000126;
-1000832;2011-06-29;1;-1008349;-1000135;
-1000831;2011-06-29;1;-1008349;-1000166;
-1000830;2011-06-29;1;-1008349;-1000168;
-1000829;2011-06-29;1;-1008238;-1000001;
-1000828;2011-06-29;1;-1008238;-1000126;
-1000827;2011-06-29;1;-1008238;-1000135;
-1000826;2011-06-29;1;-1008238;-1000166;
-1000825;2011-06-29;1;-1008238;-1000168;
-1000824;2011-06-29;1;-1007945;-1000001;
-1000823;2011-06-29;1;-1007945;-1000126;
-1000822;2011-06-29;1;-1007945;-1000135;
-1000821;2011-06-29;1;-1007945;-1000166;
-1000820;2011-06-29;1;-1007945;-1000168;
-1000819;2011-06-29;1;-1016838;-1000001;
-1000818;2011-06-29;1;-1016838;-1000126;
-1000817;2011-06-29;1;-1016838;-1000135;
-1000816;2011-06-29;1;-1016838;-1000166;
-1000815;2011-06-29;1;-1016838;-1000167;
-1000814;2011-06-29;1;-1015822;-1000001;
-1000813;2011-06-29;1;-1015822;-1000126;
-1000812;2011-06-29;1;-1015822;-1000135;
-1000811;2011-06-29;1;-1015822;-1000166;
-1000810;2011-06-29;1;-1015822;-1000167;
-1000809;2011-06-29;1;-1015765;-1000001;
-1000808;2011-06-29;1;-1015765;-1000126;
-1000807;2011-06-29;1;-1015765;-1000135;
-1000806;2011-06-29;1;-1015765;-1000166;
-1000805;2011-06-29;1;-1015765;-1000167;
-1000804;2011-06-29;1;-1008095;-1000001;
-1000803;2011-06-29;1;-1008095;-1000126;
-1000802;2011-06-29;1;-1008095;-1000135;
-1000801;2011-06-29;1;-1008095;-1000166;
-1000800;2011-06-29;1;-1008095;-1000167;
-1000799;2011-06-29;1;-1007938;-1000001;
-1000798;2011-06-29;1;-1007938;-1000126;
-1000797;2011-06-29;1;-1007938;-1000135;
-1000796;2011-06-29;1;-1007938;-1000166;
-1000795;2011-06-29;1;-1007938;-1000167;
-1000794;2011-06-29;1;-1016051;-1000001;
-1000793;2011-06-29;1;-1016051;-1000126;
-1000792;2011-06-29;1;-1016051;-1000135;
-1000791;2011-06-29;1;-1016051;-1000166;
-1000790;2011-06-29;1;-1018899;-1000001;
-1000789;2011-06-29;1;-1018899;-1000126;
-1000788;2011-06-29;1;-1018899;-1000135;
-1000787;2011-06-29;1;-1018899;-1000166;
-1000786;2011-06-29;1;-1009206;-1000126;
-1000785;2011-06-29;1;-1009206;-1000135;
-1000784;2011-06-29;1;-1009206;-1000165;
-1000783;2011-06-29;1;-1009142;-1000126;
-1000782;2011-06-29;1;-1009142;-1000135;
-1000781;2011-06-29;1;-1009142;-1000165;
-1000780;2011-06-29;1;-1018875;-1000001;
-1000779;2011-06-29;1;-1018875;-1000125;
-1000778;2011-06-29;1;-1018875;-1000134;
-1000777;2011-06-29;1;-1018867;-1000001;
-1000776;2011-06-29;1;-1018867;-1000125;
-1000775;2011-06-29;1;-1018867;-1000134;
-1000774;2011-06-29;1;-1018360;-1000001;
-1000773;2011-06-29;1;-1018360;-1000125;
-1000772;2011-06-29;1;-1018360;-1000134;
-1000771;2011-06-29;1;-1017372;-1000001;
-1000770;2011-06-29;1;-1017372;-1000125;
-1000769;2011-06-29;1;-1017372;-1000133;
-1000768;2011-06-29;1;-1017372;-1000163;
-1000767;2011-06-29;1;-1017372;-1000164;
-1000766;2011-06-29;1;-1009846;-1000001;
-1000765;2011-06-29;1;-1009846;-1000125;
-1000764;2011-06-29;1;-1009846;-1000133;
-1000763;2011-06-29;1;-1009846;-1000163;
-1000762;2011-06-29;1;-1009846;-1000164;
-1000761;2011-06-29;1;-1014266;-1000001;
-1000760;2011-06-29;1;-1014266;-1000125;
-1000759;2011-06-29;1;-1014266;-1000133;
-1000758;2011-06-29;1;-1014266;-1000163;
-1000757;2011-06-29;1;-1014127;-1000001;
-1000756;2011-06-29;1;-1014127;-1000125;
-1000755;2011-06-29;1;-1014127;-1000133;
-1000754;2011-06-29;1;-1014127;-1000163;
-1000753;2011-06-29;1;-1017767;-1000133;
-1000752;2011-06-29;1;-1017767;-1000163;
-1000751;2011-06-29;1;-1014983;-1000001;
-1000750;2011-06-29;1;-1014983;-1000125;
-1000749;2011-06-29;1;-1014983;-1000133;
-1000748;2011-06-29;1;-1014983;-1000162;
-1000747;2011-06-29;1;-1014577;-1000001;
-1000746;2011-06-29;1;-1014577;-1000125;
-1000745;2011-06-29;1;-1014577;-1000133;
-1000744;2011-06-29;1;-1014577;-1000162;
-1000743;2011-06-29;1;-1015134;-1000001;
-1000742;2011-06-29;1;-1015134;-1000125;
-1000741;2011-06-29;1;-1015134;-1000133;
-1000740;2011-06-29;1;-1015134;-1000162;
-1000739;2011-06-29;1;-1015729;-1000001;
-1000738;2011-06-29;1;-1015729;-1000125;
-1000737;2011-06-29;1;-1015729;-1000133;
-1000736;2011-06-29;1;-1015729;-1000162;
-1000735;2011-06-29;1;-1015718;-1000001;
-1000734;2011-06-29;1;-1015718;-1000125;
-1000733;2011-06-29;1;-1015718;-1000133;
-1000732;2011-06-29;1;-1015718;-1000162;
-1000731;2011-06-29;1;-1014514;-1000001;
-1000730;2011-06-29;1;-1014514;-1000125;
-1000729;2011-06-29;1;-1014514;-1000133;
-1000728;2011-06-29;1;-1014514;-1000162;
-1000727;2011-06-29;1;-1017884;-1000001;
-1000726;2011-06-29;1;-1017884;-1000125;
-1000725;2011-06-29;1;-1017884;-1000132;
-1000724;2011-06-29;1;-1017020;-1000001;
-1000723;2011-06-29;1;-1017020;-1000125;
-1000722;2011-06-29;1;-1017020;-1000132;
-1000721;2011-06-29;1;-1008721;-1000131;
-1000720;2011-06-29;1;-1008721;-1000158;
-1000719;2011-06-29;1;-1008721;-1000161;
-1000718;2011-06-29;1;-1015004;-1000001;
-1000717;2011-06-29;1;-1015004;-1000125;
-1000716;2011-06-29;1;-1015004;-1000131;
-1000715;2011-06-29;1;-1015004;-1000158;
-1000714;2011-06-29;1;-1015004;-1000161;
-1000713;2011-06-29;1;-1007600;-1000001;
-1000712;2011-06-29;1;-1007600;-1000125;
-1000711;2011-06-29;1;-1007600;-1000131;
-1000710;2011-06-29;1;-1007600;-1000158;
-1000709;2011-06-29;1;-1007600;-1000161;
-1000708;2011-06-29;1;-1014467;-1000001;
-1000707;2011-06-29;1;-1014467;-1000125;
-1000706;2011-06-29;1;-1014467;-1000131;
-1000705;2011-06-29;1;-1014467;-1000158;
-1000704;2011-06-29;1;-1014467;-1000159;
-1000703;2011-06-29;1;-1011742;-1000001;
-1000702;2011-06-29;1;-1011742;-1000125;
-1000701;2011-06-29;1;-1011742;-1000131;
-1000700;2011-06-29;1;-1011742;-1000158;
-1000699;2011-06-29;1;-1011742;-1000159;
-1000698;2011-06-29;1;-1019544;-1000001;
-1000697;2011-06-29;1;-1019544;-1000125;
-1000696;2011-06-29;1;-1019544;-1000131;
-1000695;2011-06-29;1;-1019544;-1000158;
-1000694;2011-06-29;1;-1019544;-1000159;
-1000693;2011-06-29;1;-1018921;-1000001;
-1000692;2011-06-29;1;-1018921;-1000125;
-1000691;2011-06-29;1;-1018921;-1000131;
-1000690;2011-06-29;1;-1018921;-1000158;
-1000689;2011-06-29;1;-1018921;-1000159;
-1000688;2011-06-29;1;-1006659;-1000001;
-1000687;2011-06-29;1;-1006659;-1000125;
-1000686;2011-06-29;1;-1006659;-1000131;
-1000685;2011-06-29;1;-1006659;-1000158;
-1000684;2011-06-29;1;-1006659;-1000159;
-1000683;2011-06-29;1;-1020105;-1000001;
-1000682;2011-06-29;1;-1020105;-1000125;
-1000681;2011-06-29;1;-1020105;-1000131;
-1000680;2011-06-29;1;-1020105;-1000156;
-1000679;2011-06-29;1;-1014131;-1000001;
-1000678;2011-06-29;1;-1014131;-1000125;
-1000677;2011-06-29;1;-1014131;-1000131;
-1000676;2011-06-29;1;-1014131;-1000155;
-1000675;2011-06-29;1;-1014379;-1000001;
-1000674;2011-06-29;1;-1014379;-1000125;
-1000673;2011-06-29;1;-1014379;-1000131;
-1000672;2011-06-29;1;-1014379;-1000155;
-1000671;2011-06-29;1;-1005609;-1000001;
-1000670;2011-06-29;1;-1005609;-1000125;
