RecID;MStamp;MStation;IDDocumentActief;IDDocumentPassief;RelatieType
1012839;2006-10-03;1;1015002;1009532;2
1012840;2006-10-05;1;1015006;1004147;2
1012841;2006-10-05;1;1015006;1005321;2
1012842;2006-10-05;1;1015006;1005498;2
1012843;2006-10-05;1;1013106;1014525;1
1012844;2006-10-05;1;1015007;1014525;1
1012845;2006-10-05;1;1015007;1013277;2
1012846;2006-10-05;1;1013347;1014162;1
1012847;2006-10-05;1;1013347;1003384;2
1012848;2006-10-05;1;1013347;1003384;0
1012849;2006-10-06;1;1015010;1011701;2
1012850;2006-10-06;1;1015014;1014301;2
1012851;2006-10-06;1;1015010;1012062;2
1012852;2006-10-06;1;1015017;1014101;1
1012853;2006-10-06;1;1015016;1014101;1
1012854;2006-10-12;1;1015023;1011514;2
1012855;2006-10-12;1;1015023;1000465;2
1012856;2006-10-12;1;1015023;1006235;2
1012857;2006-10-12;1;1015023;1006836;2
1012858;2006-10-12;1;1015023;1013408;2
1012860;2006-10-12;1;1015023;1003510;0
1012861;2006-10-12;1;1015023;1013087;2
1012862;2006-10-12;1;1015023;1013468;2
1012863;2006-10-12;1;1015022;1008258;2
1012865;2006-10-12;1;1015024;1008349;2
1012866;2006-10-12;1;1015021;1012013;2
1012867;2006-10-13;1;1015028;1006084;1
1012868;2006-10-16;1;1014066;1015030;1
1012870;2006-10-16;1;1014066;1013290;0
1012871;2006-10-16;1;1015032;1008576;2
1012872;2006-10-16;1;1013290;1015030;1
1012874;2006-10-16;1;1015030;1004917;0
1012876;2006-10-16;1;1015030;1009308;0
1012878;2006-10-16;1;1015030;1013775;0
1012880;2006-10-16;1;1015030;1013738;0
1012881;2006-10-16;1;1015026;1006084;2
1012882;2006-10-16;1;1015035;1000696;1
1012883;2006-10-16;1;1015035;1006757;1
1012885;2006-10-16;1;1015035;1010120;0
1012886;2006-10-16;1;1015029;1014165;2
1012887;2006-10-16;1;1015034;1013042;1
1012888;2006-10-16;1;1015034;1013822;1
1012889;2006-10-16;1;1015036;1014976;1
1012891;2006-10-17;1;1015038;1005902;2
1012892;2006-10-17;1;1015037;1013760;2
1012893;2006-10-17;1;1015041;1008444;2
1012894;2006-10-17;1;1015040;1008930;2
1012895;2006-10-17;1;1015039;1004736;2
1012896;2006-10-17;1;1015039;1006986;2
1012898;2006-10-17;1;1015039;1002969;0
1012900;2006-10-17;1;1015039;1002968;0
1012902;2006-10-17;1;1015039;1004575;0
1012904;2006-10-17;1;1015039;1006279;0
1012906;2006-10-17;1;1015039;1008142;0
1012908;2006-10-17;1;1015039;1012128;0
1012909;2006-10-17;1;1015044;1013905;1
1012910;2006-10-17;1;1015045;1013905;1
1012911;2006-10-17;1;1015046;1013905;1
1012912;2006-10-19;1;1015048;1013359;2
1012913;2006-10-19;1;1015049;1014435;2
1012914;2006-10-20;1;1015053;1008581;2
1012916;2006-10-20;1;1015055;1014884;0
1012917;2006-10-20;1;1015053;1012056;2
1012918;2006-10-20;1;1015053;1013043;2
1012919;2006-10-20;1;1015053;1012990;2
1012920;2006-10-20;1;1015064;1009049;1
1012921;2006-10-20;1;1015053;1013833;2
1012923;2006-10-20;1;1015065;1014833;0
1012924;2006-10-20;1;1015053;1014259;2
1012925;2006-10-20;1;1015058;1009205;1
1012926;2006-10-20;1;1015062;1008351;2
1012927;2006-10-20;1;1015059;1015058;1
1012928;2006-10-23;1;1015069;1013905;1
1012929;2006-10-23;1;1014464;1015066;3
1012931;2006-10-23;1;1015064;1014017;0
1012932;2006-10-24;1;1015071;1000718;2
1012933;2006-10-24;1;1015073;1012013;2
1012934;2006-10-24;1;1015070;1000160;1
1012935;2006-10-24;1;1015072;1000160;1
1012936;2006-10-24;1;1015072;1013156;1
1012937;2006-10-24;1;1015074;1004147;1
1012938;2006-10-24;1;1015074;1004595;1
1012939;2006-10-24;1;1015076;1000034;1
1012940;2006-10-24;1;1015076;1000699;1
1012941;2006-10-25;1;1015072;1006867;1
1012942;2006-10-25;1;1015072;1006868;1
1012943;2006-10-25;1;1015072;1000425;1
1012944;2006-10-25;1;1015077;1006942;1
1012946;2006-10-25;1;1015077;1011667;0
1012947;2006-10-25;1;1015078;1013905;1
1012949;2006-10-25;1;1015079;1009672;0
1012950;2006-10-25;1;1015081;1000045;1
1012951;2006-10-25;1;1015080;1013064;1
1012952;2006-10-25;1;1015080;1014857;1
1012953;2006-10-25;1;1015080;1015019;1
1012955;2006-10-25;1;1015078;1012950;1
1012956;2006-10-26;1;1015082;1003968;2
1012957;2006-10-26;1;1015087;1015079;2
1012958;2006-10-26;1;1015082;1006592;2
1012959;2006-10-26;1;1015089;1015088;2
1012960;2006-10-26;1;1015090;1015088;2
1012961;2006-10-26;1;1015082;1015088;2
1012962;2006-10-26;1;1015083;1014314;2
1012963;2006-10-26;1;1015084;1014314;2
1012964;2006-10-26;1;1015086;1013717;1
1012966;2006-10-26;1;1015086;1008001;0
1012968;2006-10-26;1;1015086;1011482;0
1012969;2006-10-30;1;1013359;1011514;1
1012970;2006-10-30;1;1015092;1013182;1
1012971;2006-10-30;1;1015093;1014877;2
1012972;2006-10-30;1;1014496;1011514;1
1012973;2006-10-31;1;1015098;1007267;2
1012974;2006-10-31;1;1015099;1009669;2
1012975;2006-10-31;1;1015100;1005577;2
1012976;2006-10-31;1;1015101;1011715;1
1012977;2006-10-31;1;1015096;1013061;1
1012978;2006-11-03;1;1015102;1000439;1
1012979;2006-11-03;1;1015102;1002079;2
1012980;2006-11-03;1;1015103;1014239;2
1012981;2006-11-03;1;1015104;1014035;2
1012982;2006-11-06;1;1015108;1008353;2
1012983;2006-11-06;1;1015110;1013905;2
1012985;2006-11-06;1;1015110;1013727;0
1012987;2006-11-06;1;1015110;1014789;0
1012988;2006-11-06;1;1015111;1000716;2
1012989;2006-11-06;1;1015112;1005088;2
1012990;2006-11-08;1;1015117;1014957;3
1012991;2006-11-08;1;1015118;1006836;1
1012992;2006-11-08;1;1015118;1007140;2
1012993;2006-11-08;1;1015119;1006293;1
1012994;2006-11-08;1;1015120;1014226;2
1012995;2006-11-08;1;1015120;1014822;2
1012996;2006-11-09;1;1015122;1010876;2
1012997;2006-11-09;1;1015125;1014494;1
1012998;2006-11-09;1;1015126;1004465;2
1012999;2006-11-10;1;1015127;1010580;2
1013000;2006-11-10;1;1015129;1000159;1
1013001;2006-11-10;1;1015129;1003696;1
1013002;2006-11-10;1;1015129;1013058;1
1013003;2006-11-10;1;1015129;1013972;1
1013004;2006-11-10;1;1015129;1009212;2
1013005;2006-11-10;1;1015129;1014072;2
1013006;2006-11-10;1;1015134;1014514;1
1013007;2006-11-10;1;1015136;1011798;1
1013008;2006-11-13;1;1015137;1005498;1
1013011;2006-11-13;1;1015137;1007017;0
1013013;2006-11-13;1;1015137;1006870;0
1013014;2006-11-13;1;1015138;1013380;1
1013015;2006-11-14;1;1015141;1011607;2
1013016;2006-11-14;1;1015142;1002550;2
1013017;2006-11-14;1;1015145;1006342;1
1013018;2006-11-14;1;1015144;1000260;2
1013019;2006-11-14;1;1015145;1014389;2
1013020;2006-11-14;1;1015148;1001355;1
1013021;2006-11-14;1;1015146;1014514;1
1013022;2006-11-14;1;1015146;1014983;2
1013023;2006-11-16;1;1015149;1013064;1
1013024;2006-11-16;1;1015149;1014537;1
1013025;2006-11-16;1;1015149;1014535;2
1013026;2006-11-16;1;1014290;1015151;3
1013027;2006-11-17;1;1015153;1012178;1
1013028;2006-11-17;1;1015152;1003965;2
1013029;2006-11-17;1;1015152;1013297;2
1013030;2006-11-17;1;1015154;1014219;1
1013031;2006-11-17;1;1011798;1015152;1
1013032;2006-11-17;1;1011800;1015152;1
1013033;2006-11-17;1;1015155;1014264;2
1013034;2006-11-17;1;1015157;1008388;2
1013035;2006-11-17;1;1007789;1008388;3
1013036;2006-11-17;1;1015158;1008388;2
1013037;2006-11-17;1;1011109;1015157;3
1013038;2006-11-17;1;1013237;1015158;3
1013039;2006-11-20;1;1015161;1013975;2
1013040;2006-11-20;1;1015160;1000387;2
1013041;2006-11-20;1;1015160;1000393;2
1013042;2006-11-20;1;1015160;1000700;2
1013043;2006-11-20;1;1015160;1012588;2
1013044;2006-11-20;1;1015160;1012422;2
1013045;2006-11-20;1;1015160;1001310;2
1013046;2006-11-20;1;1015160;1012334;2
1013047;2006-11-20;1;1015160;1001935;2
1013048;2006-11-20;1;1015160;1000390;2
1013049;2006-11-20;1;1015160;1000735;2
1013050;2006-11-20;1;1015160;1000301;2
1013051;2006-11-20;1;1015160;1007217;2
1013052;2006-11-20;1;1015160;1000406;2
1013053;2006-11-20;1;1015160;1000160;2
1013054;2006-11-20;1;1015160;1000106;2
1013055;2006-11-20;1;1015160;1000210;2
1013056;2006-11-20;1;1015164;1000016;2
1013058;2006-11-20;1;1015164;1004557;2
1013059;2006-11-20;1;1015160;1000738;2
1013060;2006-11-20;1;1015160;1000465;2
1013061;2006-11-20;1;1015160;1003390;2
1013062;2006-11-20;1;1015160;1002341;2
1013063;2006-11-20;1;1015164;1012811;2
1013064;2006-11-20;1;1015160;1003229;2
1013065;2006-11-20;1;1015160;1002838;2
1013066;2006-11-20;1;1015160;1003582;2
1013067;2006-11-20;1;1015160;1002843;2
1013068;2006-11-20;1;1015160;1001610;2
1013069;2006-11-20;1;1015160;1000698;2
1013070;2006-11-20;1;1015160;1006105;2
1013071;2006-11-20;1;1015160;1009703;2
1013072;2006-11-20;1;1015160;1001876;2
1013073;2006-11-20;1;1015160;1013717;2
1013074;2006-11-20;1;1015160;1010848;2
1013075;2006-11-20;1;1015160;1011530;2
1013077;2006-11-20;1;1015165;1013576;0
1013078;2006-11-20;1;1015160;1011529;2
1013079;2006-11-20;1;1015160;1013034;2
1013080;2006-11-20;1;1015160;1013041;2
1013081;2006-11-20;1;1015160;1013051;2
1013082;2006-11-20;1;1015160;1013335;2
1013083;2006-11-21;1;1015166;1000252;2
1013084;2006-11-22;1;1015170;1006836;1
1013085;2006-11-22;1;1015171;1006836;1
1013086;2006-11-22;1;1015172;1006836;1
1013087;2006-11-22;1;1015172;1014318;2
1013088;2006-11-22;1;1015173;1014967;2
1013094;2006-11-23;1;1015179;1000262;2
1013095;2006-11-23;1;1015179;1000264;2
1013096;2006-11-23;1;1015185;1014311;2
1013097;2006-11-23;1;1015180;1001355;2
1013098;2006-11-23;1;1015181;1000352;2
1013099;2006-11-23;1;1015182;1009219;2
1013100;2006-11-23;1;1015183;1009141;2
1013101;2006-11-23;1;1015186;1009255;2
1013102;2006-11-24;1;1015188;1014325;2
1013103;2006-11-24;1;1015189;1005384;1
1013104;2006-11-24;1;1015190;1000846;2
1013105;2006-11-24;1;1015189;1005555;2
1013106;2006-11-24;1;1015189;1005513;2
1013107;2006-11-24;1;1015191;1006573;2
1013108;2006-11-24;1;1015190;1009903;2
1013109;2006-11-24;1;1015190;1010837;2
1013110;2006-11-24;1;1015190;1011404;2
1013111;2006-11-24;1;1015196;1003942;1
1013112;2006-11-24;1;1015196;1014895;1
1013114;2006-11-24;1;1015196;1006071;0
1013115;2006-11-24;1;1015200;1015197;2
1013116;2006-11-24;1;1015202;1015197;2
1013117;2006-11-24;1;1015193;1015197;2
1013118;2006-11-24;1;1015187;1007147;2
1013119;2006-11-24;1;1015201;1013949;1
1013120;2006-11-24;1;1015203;1014158;1
1013121;2006-11-27;1;1015205;1006573;2
1013122;2006-11-27;1;1015207;1014538;2
1013123;2006-11-28;1;1014555;1008989;2
1013124;2006-11-28;1;1014586;1009141;2
1013125;2006-11-28;1;1014606;1000160;2
1013126;2006-11-29;1;1015210;1013720;2
1013127;2006-11-29;1;1015210;1013832;2
1013128;2006-11-29;1;1015208;1000696;1
1013129;2006-11-29;1;1015208;1013051;1
1013130;2006-11-30;1;1015211;1008408;2
1013131;2006-11-30;1;1015212;1006528;2
1013132;2006-11-30;1;1015213;1005498;1
1013134;2006-11-30;1;1015213;1001769;0
1013135;2006-11-30;1;1015214;1014158;1
1013136;2006-11-30;1;1013949;1015215;1
1013137;2006-11-30;1;1015217;1009708;2
1013138;2006-11-30;1;1015216;1014239;2
1013139;2006-11-30;1;1015219;1013588;2
1013140;2006-12-01;1;1013949;1002570;2
1013141;2006-12-01;1;1013949;1002570;0
1013143;2006-12-01;1;1013949;1013950;2
1013144;2006-12-01;1;1013949;1013950;0
1013145;2006-12-01;1;1015220;1007552;1
1013147;2006-12-01;1;1014158;1015222;0
1013149;2006-12-01;1;1014158;1015223;0
1013151;2006-12-01;1;1014158;1015225;0
1013152;2006-12-01;1;1015214;1015226;2
1013153;2006-12-01;1;1015224;1009131;2
1013154;2006-12-01;1;1015227;1012950;2
1013155;2006-12-01;1;1015224;1012174;2
1013157;2006-12-01;1;1015224;1008475;0
1013159;2006-12-01;1;1015224;1012537;0
1013160;2006-12-04;1;1015228;1006876;1
1013161;2006-12-04;1;1015228;1011514;1
1013162;2006-12-04;1;1015228;1000392;1
1013163;2006-12-04;1;1015228;1007951;2
1013164;2006-12-04;1;1015228;1007951;0
1013166;2006-12-04;1;1015228;1013175;0
1013167;2006-12-04;1;1015229;1011798;1
1013168;2006-12-05;1;1015237;1008379;2
1013169;2006-12-05;1;1015238;1014428;2
1013170;2006-12-05;1;1015241;1015242;2
1013171;2006-12-05;1;1015243;1015242;2
1013172;2006-12-05;1;1015244;1013724;2
1013173;2006-12-05;1;1015244;1014130;2
1013174;2006-12-05;1;1015235;1006836;1
1013175;2006-12-05;1;1015236;1010837;2
1013176;2006-12-05;1;1015236;1013538;2
1013177;2006-12-05;1;1015236;1014150;2
1013178;2006-12-05;1;1015236;1000387;1
1013179;2006-12-05;1;1015236;1000388;1
1013180;2006-12-05;1;1015239;1013061;1
1013181;2006-12-05;1;1015240;1007932;2
1013182;2006-12-06;1;1015251;1004141;1
1013183;2006-12-06;1;1015248;1014028;1
1013184;2006-12-06;1;1015248;1014092;1
1013187;2006-12-06;1;1015236;1014121;2
1013188;2006-12-06;1;1015250;1014312;2
1013189;2006-12-07;1;1015253;1006760;1
1013190;2006-12-07;1;1015254;1008457;2
1013191;2006-12-07;1;1015256;1000188;1
1013192;2006-12-07;1;1015256;1005210;1
1013193;2006-12-07;1;1015255;1005786;2
1013194;2006-12-07;1;1015256;1006521;1
1013195;2006-12-07;1;1015256;1008629;1
1013196;2006-12-07;1;1015256;1002332;1
1013197;2006-12-07;1;1015256;1002334;1
1013198;2006-12-07;1;1015252;1000256;2
1013199;2006-12-07;1;1015256;1006347;2
1013200;2006-12-07;1;1015257;1007938;2
1013201;2006-12-07;1;1015256;1008356;2
1013202;2006-12-07;1;1015256;1009266;2
1013203;2006-12-07;1;1015259;1014513;1
1013204;2006-12-07;1;1015258;1013590;2
1013205;2006-12-07;1;1015002;1011701;1
1013206;2006-12-08;1;1015261;1007853;2
1013207;2006-12-08;1;1015263;1009292;1
1013210;2006-12-08;1;1015262;1001286;0
1013212;2006-12-08;1;1015263;1014394;0
1013213;2006-12-08;1;1015262;1000439;1
1013214;2006-12-08;1;1015265;1014976;1
1013216;2006-12-08;1;1015266;1008065;0
1013217;2006-12-08;1;1015264;1011704;2
1013218;2006-12-11;1;1015268;1005333;2
1013219;2006-12-12;1;1015269;1013881;2
1013221;2006-12-12;1;1015271;1001086;2
1013222;2006-12-12;1;1015273;1014053;2
1013223;2006-12-12;1;1015272;1013086;2
1013224;2006-12-13;1;1015160;1009659;2
1013225;2006-12-13;1;1014921;1009658;1
1013226;2006-12-13;1;1015274;1005384;2
1013227;2006-12-13;1;1015274;1000465;2
1013228;2006-12-13;1;1015274;1000392;2
1013229;2006-12-13;1;1015274;1001348;1
1013230;2006-12-13;1;1015274;1000037;1
1013231;2006-12-13;1;1015274;1000038;1
1013232;2006-12-13;1;1015274;1002348;1
1013233;2006-12-13;1;1015274;1006836;2
1013234;2006-12-13;1;1015274;1009036;1
1013235;2006-12-13;1;1015274;1009147;1
1013236;2006-12-13;1;1015274;1006461;1
1013237;2006-12-13;1;1015274;1002838;2
1013238;2006-12-13;1;1015274;1014166;2
1013239;2006-12-13;1;1015274;1008384;2
1013240;2006-12-13;1;1015274;1006420;2
1013241;2006-12-13;1;1015274;1013299;2
1013242;2006-12-13;1;1015274;1000699;2
1013243;2006-12-13;1;1015274;1013346;2
1013244;2006-12-13;1;1015274;1007552;2
1013245;2006-12-13;1;1015274;1000406;2
1013246;2006-12-13;1;1015274;1008390;2
1013247;2006-12-13;1;1015274;1013124;2
1013248;2006-12-13;1;1015274;1013937;2
1013249;2006-12-13;1;1015274;1000034;2
1013250;2006-12-13;1;1015275;1011798;1
1013251;2006-12-14;1;1015277;1000266;2
1013252;2006-12-14;1;1015278;1011536;2
1013253;2006-12-14;1;1015279;1008457;2
1013254;2006-12-15;1;1015285;1005384;1
1013255;2006-12-15;1;1015285;1008678;1
1013256;2006-12-15;1;1015286;1006669;1
1013257;2006-12-15;1;1015287;1014724;2
1013260;2006-12-15;1;1015285;1001869;0
1013262;2006-12-15;1;1015285;1005104;0
1013263;2006-12-15;1;1015288;1014219;1
1013265;2006-12-15;1;1015285;1005144;0
1013266;2006-12-15;1;1015289;1014219;1
1013267;2006-12-15;1;1015291;1006311;1
1013268;2006-12-15;1;1015290;1013273;2
1013269;2006-12-15;1;1015292;1000393;1
1013270;2006-12-15;1;1015292;1000045;1
1013271;2006-12-15;1;1015293;1006595;1
1013272;2006-12-15;1;1015293;1008468;1
1013273;2006-12-15;1;1015293;1011333;1
1013274;2006-12-15;1;1015293;1012056;2
1013275;2006-12-15;1;1015293;1013043;2
1013276;2006-12-19;1;1015304;1014260;2
1013277;2006-12-19;1;1015303;1013181;2
1013278;2006-12-19;1;1015302;1011927;2
1013279;2006-12-19;1;1015305;1000105;2
1013280;2006-12-21;1;1015306;1014526;2
1013281;2006-12-21;1;1015307;1014038;2
1013282;2006-12-22;1;1015308;1003118;1
1013283;2006-12-22;1;1015309;1009469;2
1013284;2006-12-22;1;1015310;1009706;2
1013285;2006-12-22;1;1011518;1015231;3
1013286;2006-12-22;1;1015231;1000105;1
1013287;2006-12-22;1;1015231;1004141;1
1013288;2006-12-22;1;1015231;1006083;1
1013289;2006-12-22;1;1015311;1014260;2
1013290;2006-12-22;1;1015231;1000105;2
1013291;2006-12-22;1;1011520;1015230;3
1013292;2006-12-22;1;1015230;1000697;1
1013293;2006-12-22;1;1015230;1002341;1
1013294;2006-12-22;1;1015230;1015299;0
1013295;2006-12-22;1;1015280;1001093;1
1013296;2006-12-22;1;1008994;1015282;3
1013298;2006-12-22;1;1011554;1015251;3
1013299;2006-12-22;1;1015251;1007566;0
1013300;2006-12-22;1;1012830;1015233;3
1013301;2007-01-03;1;1015321;1003942;2
1013302;2007-01-03;1;1015317;1005384;2
1013303;2007-01-03;1;1015317;1006293;2
1013304;2007-01-03;1;1015317;1000465;2
1013305;2007-01-04;1;1015321;1008446;2
1013306;2007-01-04;1;1015321;1013949;2
1013307;2007-01-04;1;1015321;1014158;2
1013308;2007-01-04;1;1015317;1000392;2
1013309;2007-01-04;1;1015315;1000016;2
1013310;2007-01-04;1;1015328;1001036;2
1013311;2007-01-04;1;1015317;1006863;2
1013312;2007-01-04;1;1015317;1014166;2
1013313;2007-01-04;1;1015317;1010125;2
1013314;2007-01-04;1;1015317;1009205;2
1013315;2007-01-04;1;1015328;1005424;2
1013316;2007-01-04;1;1015317;1015330;2
1013317;2007-01-04;1;1015317;1006783;2
1013318;2007-01-04;1;1015328;1005786;2
1013319;2007-01-04;1;1015317;1008406;2
1013320;2007-01-04;1;1015317;1004147;2
1013322;2007-01-04;1;1015331;1014331;1
1013323;2007-01-04;1;1015328;1006519;2
1013324;2007-01-04;1;1013945;1015331;2
1013325;2007-01-04;1;1015317;1001610;2
1013327;2007-01-04;1;1015328;1007780;2
1013328;2007-01-04;1;1015317;1000063;2
1013329;2007-01-04;1;1015317;1009284;2
1013330;2007-01-04;1;1015317;1003118;2
1013331;2007-01-05;1;1015317;1002838;2
1013332;2007-01-05;1;1015317;1000735;2
1013333;2007-01-05;1;1015315;1003794;2
1013334;2007-01-05;1;1015317;1000034;2
1013335;2007-01-05;1;1015317;1006669;2
1013336;2007-01-05;1;1015317;1012067;2
1013337;2007-01-05;1;1015317;1013937;2
1013338;2007-01-05;1;1015317;1013062;2
1013339;2007-01-05;1;1015317;1009259;2
1013340;2007-01-05;1;1015317;1013717;2
1013341;2007-01-05;1;1015317;1014620;2
1013342;2007-01-05;1;1015317;1005498;2
1013343;2007-01-05;1;1015317;1003756;2
1013344;2007-01-05;1;1015317;1010208;2
1013345;2007-01-05;1;1015317;1013087;2
1013346;2007-01-05;1;1015328;1008067;2
1013347;2007-01-05;1;1015328;1008457;2
1013348;2007-01-05;1;1015317;1013051;2
1013349;2007-01-05;1;1015328;1011728;2
1013350;2007-01-05;1;1015328;1013986;2
1013351;2007-01-05;1;1015317;1001607;2
1013352;2007-01-05;1;1015317;1009133;2
1013353;2007-01-05;1;1015317;1014591;2
1013354;2007-01-05;1;1015317;1000698;2
1013355;2007-01-05;1;1015317;1010586;2
1013356;2007-01-05;1;1015317;1014686;2
1013357;2007-01-05;1;1015317;1013672;2
1013358;2007-01-05;1;1015317;1013104;2
1013359;2007-01-05;1;1015317;1008404;2
1013360;2007-01-05;1;1015317;1013156;2
1013361;2007-01-05;1;1015317;1011951;2
1013362;2007-01-08;1;1015316;1014614;2
1013363;2007-01-08;1;1015319;1006659;1
1013364;2007-01-08;1;1014404;1015319;1
1013365;2007-01-08;1;1015318;1014618;2
1013366;2007-01-08;1;1015325;1000699;1
1013367;2007-01-08;1;1015327;1013081;1
1013368;2007-01-08;1;1015326;1010876;1
1013370;2007-01-08;1;1015326;1012682;0
1013372;2007-01-08;1;1015326;1013115;0
1013374;2007-01-08;1;1015326;1013183;0
1013376;2007-01-08;1;1015326;1013737;0
1013377;2007-01-08;1;1013019;1006783;2
1013378;2007-01-08;1;1011565;1006783;2
1013379;2007-01-08;1;1009189;1006783;2
1013380;2007-01-08;1;1005075;1006783;2
1013381;2007-01-08;1;1004147;1006783;2
1013382;2007-01-08;1;1014166;1015330;2
1013383;2007-01-08;1;1013611;1015330;2
1013384;2007-01-08;1;1011951;1015330;2
1013385;2007-01-08;1;1011565;1015330;2
1013386;2007-01-08;1;1010208;1015330;2
1013387;2007-01-08;1;1009664;1015330;2
1013388;2007-01-08;1;1008811;1015330;2
1013389;2007-01-08;1;1015335;1013717;2
1013390;2007-01-08;1;1015337;1014562;1
1013391;2007-01-08;1;1015336;1009266;2
1013392;2007-01-09;1;1015323;1014163;1
1013393;2007-01-09;1;1015323;1002802;1
1013394;2007-01-09;1;1015329;1000697;2
1013395;2007-01-09;1;1015329;1003117;2
1013396;2007-01-09;1;1015329;1000699;2
1013397;2007-01-09;1;1015339;1013414;2
1013398;2007-01-09;1;1015341;1010878;2
1013399;2007-01-09;1;1010878;1006420;1
1013401;2007-01-09;1;1015341;1013128;0
1013402;2007-01-09;1;1015343;1015253;2
1013403;2007-01-09;1;1015345;1013415;2
1013404;2007-01-09;1;1015344;1012151;10
1013405;2007-01-10;1;1015342;1015301;2
1013406;2007-01-10;1;1015342;1015128;2
1013407;2007-01-10;1;1015342;1015204;2
1013408;2007-01-10;1;1015342;1015265;2
1013409;2007-01-10;1;1015354;1011529;2
1013410;2007-01-10;1;1015342;1015060;2
1013411;2007-01-10;1;1015354;1002838;2
1013412;2007-01-10;1;1015354;1013317;2
1013413;2007-01-10;1;1015354;1014579;2
1013414;2007-01-10;1;1015354;1014541;2
1013415;2007-01-10;1;1015354;1005498;2
1013416;2007-01-10;1;1015354;1011530;2
1013418;2007-01-10;1;1015353;1007813;2
1013419;2007-01-10;1;1015356;1015215;1
1013421;2007-01-10;1;1015353;1000183;2
1013422;2007-01-10;1;1015357;1015214;1
1013423;2007-01-10;1;1015358;1010763;2
1013424;2007-01-12;1;1015361;1014591;1
1013425;2007-01-12;1;1015365;1013002;0
1013427;2007-01-15;1;1015367;1014945;1
1013428;2007-01-15;1;1015368;1013176;2
1013429;2007-01-15;1;1015368;1013837;2
1013430;2007-01-15;1;1015368;1014154;2
1013431;2007-01-15;1;1015369;1011514;1
1013432;2007-01-18;1;1015372;1013073;2
1013433;2007-01-18;1;1015372;1011575;2
1013434;2007-01-18;1;1015372;1008094;2
1013435;2007-01-18;1;1015372;1012091;2
1013436;2007-01-18;1;1015377;1005902;2
1013437;2007-01-18;1;1005902;1006786;1
1013438;2007-01-18;1;1015378;1008928;2
1013439;2007-01-18;1;1015379;1013760;2
1013440;2007-01-19;1;1015380;1010800;2
1013441;2007-01-19;1;1015382;1008460;2
1013442;2007-01-23;1;1015384;1000697;1
1013443;2007-01-23;1;1015384;1002341;0
1013445;2007-01-23;1;1015384;1007756;2
1013446;2007-01-23;1;1015383;1014720;1
1013447;2007-01-23;1;1015383;1014768;1
1013448;2007-01-23;1;1015386;1013949;1
1013449;2007-01-23;1;1015386;1014158;1
1013450;2007-01-23;1;1015387;1013653;2
1013451;2007-01-23;1;1015387;1013959;2
1013452;2007-01-24;1;1015389;1008510;1
1013453;2007-01-24;1;1015389;1008943;1
1013454;2007-01-24;1;1015388;1012020;2
1013455;2007-01-25;1;1015393;1013050;1
1013456;2007-01-25;1;1015393;1002479;2
1013457;2007-01-25;1;1015393;1001355;2
1013458;2007-01-25;1;1015393;1006571;2
1013459;2007-01-25;1;1015393;1010602;2
1013460;2007-01-25;1;1015393;1013046;2
1013461;2007-01-25;1;1015393;1001116;0
1013462;2007-01-25;1;1015391;1003269;2
1013463;2007-01-25;1;1015391;1003271;2
1013464;2007-01-25;1;1015391;1003270;2
1013465;2007-01-25;1;1015391;1000866;2
1013466;2007-01-25;1;1015391;1003277;2
1013467;2007-01-25;1;1015391;1001386;2
1013468;2007-01-25;1;1015391;1002860;2
1013469;2007-01-25;1;1015391;1002973;2
1013470;2007-01-25;1;1015391;1006513;2
1013471;2007-01-25;1;1015391;1008460;2
1013472;2007-01-25;1;1015390;1014976;2
1013473;2007-01-25;1;1015391;1001184;2
1013474;2007-01-25;1;1015391;1005446;2
1013475;2007-01-25;1;1015391;1006711;2
1013476;2007-01-25;1;1015392;1000016;2
1013477;2007-01-25;1;1015391;1006539;2
1013478;2007-01-25;1;1015392;1003794;2
1013479;2007-01-25;1;1015392;1012811;2
1013480;2007-01-25;1;1015392;1013055;2
1013481;2007-01-25;1;1015391;1005088;2
1013482;2007-01-25;1;1015391;1007476;2
1013483;2007-01-25;1;1015391;1007588;2
1013484;2007-01-25;1;1015391;1007984;2
1013485;2007-01-25;1;1015391;1008356;2
1013486;2007-01-25;1;1015391;1008409;2
1013487;2007-01-25;1;1015391;1000184;2
1013488;2007-01-26;1;1015401;1013588;1
1013489;2007-01-26;1;1015401;1013588;2
1013490;2007-01-26;1;1015399;1007871;1
1013491;2007-01-26;1;1015399;1013817;1
1013492;2007-01-29;1;1015402;1011798;1
1013493;2007-01-31;1;1013949;1009730;2
1013494;2007-01-31;1;1011575;1009730;2
1013495;2007-01-31;1;1009210;1009730;2
1013496;2007-01-31;1;1015403;1010798;2
1013497;2007-01-31;1;1015403;1011507;2
1013498;2007-01-31;1;1015404;1013588;2
1013499;2007-02-01;1;1015406;1014867;1
1013500;2007-02-01;1;1015407;1009730;2
1013501;2007-02-01;1;1015408;1009730;2
1013502;2007-02-01;1;1015409;1009730;2
1013503;2007-02-01;1;1015410;1009730;2
1013504;2007-02-01;1;1015411;1009730;2
1013505;2007-02-01;1;1010765;1009730;2
1013506;2007-02-01;1;1015412;1009730;2
1013507;2007-02-01;1;1015413;1009730;2
1013508;2007-02-01;1;1015414;1009730;2
1013509;2007-02-01;1;1015415;1009730;2
1013510;2007-02-01;1;1015416;1009730;2
1013511;2007-02-01;1;1015417;1009730;2
1013512;2007-02-01;1;1015418;1009730;2
