RecID;MStamp;MStation;IDDocumentActief;IDDocumentPassief;RelatieType
1002182;2006-06-24;1;1000465;1000455;0
1002183;2006-06-24;1;1000465;1000456;0
1002184;2006-06-24;1;1003724;1000456;2
1002185;2006-06-24;1;1000465;1000457;0
1002186;2006-06-24;1;1003607;1000457;2
1002187;2006-06-24;1;1010549;1000457;2
1002188;2006-06-24;1;1000465;1000458;0
1002189;2006-06-24;1;1003031;1000458;2
1002190;2006-06-24;1;1000465;1000459;0
1002191;2006-06-24;1;1000465;1000460;0
1002192;2006-06-24;1;1000460;1001309;2
1002193;2006-06-24;1;1000464;1000460;2
1002194;2006-06-24;1;1000465;1000461;0
1002195;2006-06-24;1;1000465;1000462;0
1002196;2006-06-24;1;1000463;1003135;0
1002197;2006-06-24;1;1000463;1003136;0
1002198;2006-06-24;1;1000465;1000463;0
1002199;2006-06-24;1;1000463;1003133;2
1002200;2006-06-24;1;1000463;1003134;2
1002201;2006-06-24;1;1000464;1001807;0
1002202;2006-06-24;1;1000465;1000464;0
1002203;2006-06-24;1;1000465;1000466;0
1002204;2006-06-24;1;1000465;1000467;0
1002205;2006-06-24;1;1000465;1000468;0
1002206;2006-06-24;1;1000465;1000469;0
1002207;2006-06-24;1;1000465;1000470;0
1002208;2006-06-24;1;1000465;1000471;0
1002209;2006-06-24;1;1000465;1000472;0
1002210;2006-06-24;1;1000465;1000473;0
1002211;2006-06-24;1;1000465;1000474;0
1002212;2006-06-24;1;1000465;1000475;0
1002213;2006-06-24;1;1000465;1000476;0
1002214;2006-06-24;1;1000465;1000477;0
1002215;2006-06-24;1;1000465;1000478;0
1002216;2006-06-24;1;1000465;1000479;0
1002217;2006-06-24;1;1000465;1000480;0
1002218;2006-06-24;1;1000465;1000481;0
1002219;2006-06-24;1;1000465;1000482;0
1002220;2006-06-24;1;1000465;1000483;0
1002221;2006-06-24;1;1000465;1000484;0
1002222;2006-06-24;1;1000465;1000485;0
1002223;2006-06-24;1;1000465;1000486;0
1002224;2006-06-24;1;1000465;1000487;0
1002225;2006-06-24;1;1000465;1000488;0
1002226;2006-06-24;1;1000465;1000489;0
1002227;2006-06-24;1;1000465;1000490;0
1002230;2006-06-24;1;1000465;1000493;0
1002231;2006-06-24;1;1000465;1000494;0
1002232;2006-06-24;1;1000465;1000495;0
1002235;2006-06-24;1;1000465;1000498;0
1002237;2006-06-24;1;1000465;1000500;0
1002239;2006-06-24;1;1000465;1000502;0
1002240;2006-06-24;1;1000465;1000503;0
1002241;2006-06-24;1;1000465;1000504;0
1002242;2006-06-24;1;1000465;1000505;0
1002243;2006-06-24;1;1000465;1000506;0
1002244;2006-06-24;1;1000465;1000508;0
1002245;2006-06-24;1;1000465;1000509;0
1002246;2006-06-24;1;1000465;1000510;0
1002247;2006-06-24;1;1000465;1000511;0
1002248;2006-06-24;1;1000465;1000512;0
1002249;2006-06-24;1;1000465;1000513;0
1002250;2006-06-24;1;1000465;1000514;0
1002251;2006-06-24;1;1000465;1000515;0
1002252;2006-06-24;1;1000465;1000516;0
1002253;2006-06-24;1;1000465;1001937;0
1002254;2006-06-24;1;1000465;1000518;0
1002255;2006-06-24;1;1000465;1003133;0
1002256;2006-06-24;1;1000465;1004704;0
1002257;2006-06-24;1;1000465;1006439;0
1002258;2006-06-24;1;1000465;1004705;0
1002259;2006-06-24;1;1000465;1002495;0
1002260;2006-06-24;1;1000465;1004701;0
1002261;2006-06-24;1;1000465;1000953;0
1002262;2006-06-24;1;1000465;1005630;1
1002263;2006-06-24;1;1000465;1005533;1
1002264;2006-06-24;1;1000465;1005538;1
1002265;2006-06-24;1;1000465;1005472;1
1002266;2006-06-24;1;1000465;1002496;1
1002267;2006-06-24;1;1000465;1001311;1
1002268;2006-06-24;1;1000465;1001899;1
1002269;2006-06-24;1;1000465;1001761;1
1002270;2006-06-24;1;1000465;1006697;1
1002271;2006-06-24;1;1000465;1002855;1
1002272;2006-06-24;1;1000465;1003952;1
1002273;2006-06-24;1;1000465;1003958;1
1002274;2006-06-24;1;1000465;1003978;1
1002275;2006-06-24;1;1000465;1003995;1
1002276;2006-06-24;1;1000465;1004066;1
1002277;2006-06-24;1;1000465;1004097;1
1002278;2006-06-24;1;1000465;1004100;1
1002279;2006-06-24;1;1000465;1004086;1
1002280;2006-06-24;1;1000465;1004526;1
1002281;2006-06-24;1;1000465;1004527;1
1002282;2006-06-24;1;1000465;1005130;1
1002283;2006-06-24;1;1000465;1005282;1
1002284;2006-06-24;1;1000465;1006174;1
1002285;2006-06-24;1;1000465;1005541;1
1002286;2006-06-24;1;1000465;1009198;1
1002287;2006-06-24;1;1000465;1009638;1
1002288;2006-06-24;1;1000465;1009652;1
1002289;2006-06-24;1;1000465;1005532;1
1002290;2006-06-24;1;1000465;1006485;1
1002291;2006-06-24;1;1000465;1000517;1
1002292;2006-06-24;1;1000465;1004070;1
1002293;2006-06-24;1;1000465;1000551;1
1002294;2006-06-24;1;1000465;1004697;1
1002295;2006-06-24;1;1000465;1000553;1
1002296;2006-06-24;1;1000465;1000554;1
1002297;2006-06-24;1;1000465;1000549;1
1002298;2006-06-24;1;1000465;1000548;1
1002299;2006-06-24;1;1000465;1000550;1
1002300;2006-06-24;1;1014433;1000465;1
1002301;2006-06-24;1;1000465;1000517;2
1002302;2006-06-24;1;1000465;1001931;2
1002303;2006-06-24;1;1000465;1001306;2
1002304;2006-06-24;1;1002023;1000465;2
1002305;2006-06-24;1;1003764;1000465;2
1002306;2006-06-24;1;1006777;1000465;2
1002307;2006-06-24;1;1004648;1000465;2
1002308;2006-06-24;1;1004771;1000465;2
1002309;2006-06-24;1;1005503;1000465;2
1002310;2006-06-24;1;1005899;1000465;2
1002311;2006-06-24;1;1006235;1000465;2
1002312;2006-06-24;1;1006282;1000465;2
1002313;2006-06-24;1;1006253;1000465;2
1002314;2006-06-24;1;1006291;1000465;2
1002315;2006-06-24;1;1006420;1000465;2
1002316;2006-06-24;1;1006761;1000465;2
1002317;2006-06-24;1;1007111;1000465;2
1002318;2006-06-24;1;1007518;1000465;2
1002320;2006-06-24;1;1007756;1000465;2
1002321;2006-06-24;1;1008072;1000465;2
1002322;2006-06-24;1;1008404;1000465;2
1002323;2006-06-24;1;1008510;1000465;2
1002324;2006-06-24;1;1008981;1000465;2
1002325;2006-06-24;1;1009663;1000465;2
1002326;2006-06-24;1;1009664;1000465;2
1002327;2006-06-24;1;1009665;1000465;2
1002328;2006-06-24;1;1010208;1000465;2
1002329;2006-06-24;1;1011333;1000465;2
1002330;2006-06-24;1;1011514;1000465;2
1002331;2006-06-24;1;1011565;1000465;2
1002332;2006-06-24;1;1011602;1000465;2
1002333;2006-06-24;1;1011950;1000465;2
1002334;2006-06-24;1;1011951;1000465;2
1002335;2006-06-24;1;1012007;1000465;2
1002336;2006-06-24;1;1013061;1000465;2
1002337;2006-06-24;1;1013087;1000465;2
1002338;2006-06-24;1;1013278;1000465;2
1002339;2006-06-24;1;1013358;1000465;2
1002340;2006-06-24;1;1013468;1000465;2
1002341;2006-06-24;1;1013611;1000465;2
1002342;2006-06-24;1;1013672;1000465;2
1002343;2006-06-24;1;1013937;1000465;2
1002344;2006-06-24;1;1013971;1000465;2
1002345;2006-06-24;1;1014166;1000465;2
1002346;2006-06-24;1;1006836;1000475;0
1002347;2006-06-24;1;1004274;1000477;2
1002348;2006-06-24;1;1012425;1000479;2
1002349;2006-06-24;1;1010971;1000482;2
1002350;2006-06-24;1;1000487;1000483;2
1002351;2006-06-24;1;1008832;1000483;2
1002352;2006-06-24;1;1004697;1000485;1
1002353;2006-06-24;1;1008128;1000485;2
1002354;2006-06-24;1;1008832;1000485;2
1002355;2006-06-24;1;1011071;1000486;2
1002356;2006-06-24;1;1000488;1005238;2
1002357;2006-06-24;1;1012237;1000489;2
1002358;2006-06-24;1;1005130;1000494;0
1002359;2006-06-24;1;1010241;1000494;2
1002360;2006-06-24;1;1010043;1000498;2
1002361;2006-06-24;1;1010038;1000500;2
1002362;2006-06-24;1;1009941;1000504;2
1002363;2006-06-24;1;1000505;1008746;0
1002364;2006-06-24;1;1001579;1000510;1
1002365;2006-06-24;1;1000510;1000722;2
1002366;2006-06-24;1;1000510;1000540;2
1002367;2006-06-24;1;1000510;1002406;2
1002368;2006-06-24;1;1000510;1001306;2
1002369;2006-06-24;1;1000517;1000510;2
1002370;2006-06-24;1;1000514;1002012;0
1002371;2006-06-24;1;1000514;1002013;0
1002372;2006-06-24;1;1000514;1002014;0
1002373;2006-06-24;1;1000514;1002015;0
1002374;2006-06-24;1;1000514;1002016;0
1002375;2006-06-24;1;1000514;1002017;0
1002376;2006-06-24;1;1000514;1002018;0
1002377;2006-06-24;1;1000514;1002019;0
1002378;2006-06-24;1;1000514;1002020;0
1002379;2006-06-24;1;1000514;1002011;2
1002380;2006-06-24;1;1000514;1000525;2
1002381;2006-06-24;1;1000514;1001849;2
1002382;2006-06-24;1;1000516;1003289;0
1002383;2006-06-24;1;1000516;1003290;0
1002384;2006-06-24;1;1000517;1000846;1
1002385;2006-06-24;1;1000517;1001150;1
1002386;2006-06-24;1;1000517;1004004;1
1002387;2006-06-24;1;1000517;1007785;1
1002388;2006-06-24;1;1000517;1001302;2
1002389;2006-06-24;1;1000517;1001301;2
1002390;2006-06-24;1;1000517;1000722;2
1002391;2006-06-24;1;1000517;1001308;2
1002392;2006-06-24;1;1000517;1001307;2
1002393;2006-06-24;1;1000517;1001931;2
1002394;2006-06-24;1;1000517;1001932;2
1002395;2006-06-24;1;1000517;1001933;2
1002396;2006-06-24;1;1000517;1001934;2
1002397;2006-06-24;1;1000517;1001935;2
1002398;2006-06-24;1;1002023;1000517;2
1002399;2006-06-24;1;1006291;1000517;2
1002400;2006-06-24;1;1006293;1000517;2
1002401;2006-06-24;1;1006761;1000517;2
1002402;2006-06-24;1;1006595;1000517;2
1002403;2006-06-24;1;1006864;1000517;2
1002404;2006-06-24;1;1007532;1000517;2
1002406;2006-06-24;1;1011333;1000517;2
1002407;2006-06-24;1;1000517;1012211;3
1002408;2006-06-24;1;1000517;1012214;3
1002409;2006-06-24;1;1000517;1012215;3
1002410;2006-06-24;1;1000517;1012216;3
1002411;2006-06-24;1;1000517;1012217;3
1002412;2006-06-24;1;1000517;1003155;3
1002413;2006-06-24;1;1000517;1003156;3
1002414;2006-06-24;1;1000517;1002905;3
1002415;2006-06-24;1;1004697;1000518;0
1002416;2006-06-24;1;1004697;1000519;0
1002417;2006-06-24;1;1004697;1000520;0
1002418;2006-06-24;1;1004697;1000521;0
1002419;2006-06-24;1;1004697;1000522;0
1002424;2006-06-24;1;1000669;1000524;2
1002425;2006-06-24;1;1000710;1000524;2
1002426;2006-06-24;1;1012930;1000524;2
1002428;2006-06-24;1;1001761;1000525;2
1002429;2006-06-24;1;1001072;1000525;2
1002431;2006-06-24;1;1013541;1000525;2
1002434;2006-06-24;1;1006836;1000529;0
1002435;2006-06-24;1;1002185;1000529;2
1002437;2006-06-24;1;1002074;1000531;2
1002439;2006-06-24;1;1010167;1000533;2
1002440;2006-06-24;1;1008833;1000533;2
1002442;2006-06-24;1;1006836;1000535;0
1002447;2006-06-24;1;1004762;1000539;0
1002449;2006-06-24;1;1000540;1001311;1
1002450;2006-06-24;1;1000540;1001761;1
1002451;2006-06-24;1;1000540;1010015;1
1002452;2006-06-24;1;1003764;1000540;2
1002453;2006-06-24;1;1001931;1000540;2
1002454;2006-06-24;1;1006836;1000540;2
1002455;2006-06-24;1;1008468;1000540;2
1002456;2006-06-24;1;1011333;1000540;2
1002457;2006-06-24;1;1000710;1000541;0
1002459;2006-06-24;1;1000542;1001431;1
1002460;2006-06-24;1;1000549;1000542;1
1002461;2006-06-24;1;1004697;1000543;0
1002462;2006-06-24;1;1000543;1000746;1
1002463;2006-06-24;1;1000543;1002079;1
1002464;2006-06-24;1;1000543;1001431;1
1002465;2006-06-24;1;1000543;1003220;1
1002466;2006-06-24;1;1012221;1000543;2
1002467;2006-06-24;1;1000544;1001615;1
1002468;2006-06-24;1;1002382;1000544;2
1002469;2006-06-24;1;1012939;1000544;2
1002470;2006-06-24;1;1004697;1000545;0
1002471;2006-06-24;1;1004697;1000546;0
1002472;2006-06-24;1;1004762;1000546;0
1002473;2006-06-24;1;1000893;1000546;2
1002475;2006-06-24;1;1000548;1004697;1
1002476;2006-06-24;1;1006836;1000550;0
1002477;2006-06-24;1;1000550;1004740;1
1002478;2006-06-24;1;1000550;1004697;1
1002479;2006-06-24;1;1003398;1000550;2
1002480;2006-06-24;1;1004237;1000550;2
1002481;2006-06-24;1;1009999;1000550;2
1002482;2006-06-24;1;1010887;1000550;2
1002483;2006-06-24;1;1004740;1000551;0
1002484;2006-06-24;1;1010476;1000551;2
1002485;2006-06-24;1;1004697;1000552;0
1002486;2006-06-24;1;1004013;1000555;2
1002487;2006-06-24;1;1004544;1000555;2
1002488;2006-06-24;1;1008949;1000555;2
1002489;2006-06-24;1;1012056;1000555;2
1002490;2006-06-24;1;1000562;1000563;2
1002491;2006-06-24;1;1002279;1000563;2
1002492;2006-06-24;1;1010890;1000563;2
1002493;2006-06-24;1;1010891;1000563;2
1002494;2006-06-24;1;1010892;1000563;2
1002495;2006-06-24;1;1000564;1000565;0
1002496;2006-06-24;1;1000857;1000565;2
1002497;2006-06-24;1;1000567;1004059;1
1002498;2006-06-24;1;1000568;1001262;1
1002499;2006-06-24;1;1001044;1000568;1
1002500;2006-06-24;1;1000571;1003211;0
1002501;2006-06-24;1;1001588;1000571;0
1002502;2006-06-24;1;1000571;1003205;2
1002503;2006-06-24;1;1000572;1000571;2
1002504;2006-06-24;1;1000952;1000571;2
1002505;2006-06-24;1;1002053;1000571;2
1002506;2006-06-24;1;1002123;1000571;2
1002507;2006-06-24;1;1002555;1000571;2
1002508;2006-06-24;1;1002594;1000571;2
1002509;2006-06-24;1;1000574;1000573;0
1002510;2006-06-24;1;1002818;1000576;1
1002511;2006-06-24;1;1000577;1000576;2
1002512;2006-06-24;1;1003149;1000579;1
1002513;2006-06-24;1;1009247;1000579;2
1002514;2006-06-24;1;1004736;1000582;1
1002515;2006-06-24;1;1000583;1002802;1
1002516;2006-06-24;1;1000950;1000583;1
1002517;2006-06-24;1;1006304;1000588;0
1002518;2006-06-24;1;1000589;1000588;2
1002519;2006-06-24;1;1007451;1000589;0
1002520;2006-06-24;1;1004697;1000591;0
1002521;2006-06-24;1;1000598;1000591;2
1002522;2006-06-24;1;1001748;1000591;2
1002523;2006-06-24;1;1001750;1000591;2
1002524;2006-06-24;1;1003058;1000591;2
1002525;2006-06-24;1;1010140;1000591;2
1002526;2006-06-24;1;1000598;1000592;0
1002527;2006-06-24;1;1000598;1000593;0
1002528;2006-06-24;1;1010031;1000593;2
1002529;2006-06-24;1;1000598;1000594;0
1002530;2006-06-24;1;1003658;1000594;2
1002531;2006-06-24;1;1011272;1000594;2
1002532;2006-06-24;1;1000598;1000595;0
1002533;2006-06-24;1;1000595;1011407;2
1002534;2006-06-24;1;1000846;1000595;2
1002535;2006-06-24;1;1000598;1000596;0
1002536;2006-06-24;1;1000598;1000597;0
1002537;2006-06-24;1;1000723;1000598;1
1002538;2006-06-24;1;1002131;1000598;2
1002539;2006-06-24;1;1004554;1000598;2
1002540;2006-06-24;1;1007220;1000598;2
1002541;2006-06-24;1;1008477;1000598;2
1002542;2006-06-24;1;1012056;1000598;2
1002543;2006-06-24;1;1013416;1000598;2
1002544;2006-06-24;1;1000602;1000601;0
1002545;2006-06-24;1;1001981;1000602;0
1002546;2006-06-24;1;1000608;1002332;2
1002547;2006-06-24;1;1000610;1000608;2
1002548;2006-06-24;1;1006554;1000608;2
1002549;2006-06-24;1;1000609;1008735;0
1002550;2006-06-24;1;1000610;1000609;2
1002551;2006-06-24;1;1006142;1000609;2
1002552;2006-06-24;1;1000610;1002334;2
1002553;2006-06-24;1;1000610;1002332;2
1002554;2006-06-24;1;1000722;1000611;1
1002555;2006-06-24;1;1002602;1000611;2
1002556;2006-06-24;1;1002602;1000611;3
1002557;2006-06-24;1;1000612;1002220;1
1002558;2006-06-24;1;1000612;1001144;1
1002559;2006-06-24;1;1000612;1003295;1
1002560;2006-06-24;1;1000612;1002900;1
1002561;2006-06-24;1;1000612;1001893;1
1002562;2006-06-24;1;1000612;1004024;1
1002563;2006-06-24;1;1005463;1000612;1
1002564;2006-06-24;1;1001345;1000612;1
1002565;2006-06-24;1;1000612;1002165;2
1002566;2006-06-24;1;1000612;1003440;2
1002567;2006-06-24;1;1000612;1000722;2
1002568;2006-06-24;1;1000612;1003435;2
1002569;2006-06-24;1;1000613;1000612;2
1002570;2006-06-24;1;1003878;1000612;2
1002571;2006-06-24;1;1006342;1000612;2
1002572;2006-06-24;1;1011333;1000612;2
1002573;2006-06-24;1;1011464;1000612;2
1002574;2006-06-24;1;1012812;1000612;2
1002576;2006-06-24;1;1003794;1000616;0
1002577;2006-06-24;1;1004791;1000617;0
1002578;2006-06-24;1;1004768;1000617;1
1002579;2006-06-24;1;1003970;1000617;2
1002580;2006-06-24;1;1000620;1000618;0
1002581;2006-06-24;1;1000618;1002792;1
1002582;2006-06-24;1;1000619;1003118;1
1002583;2006-06-24;1;1000620;1000619;2
1002584;2006-06-24;1;1000697;1000620;1
1002585;2006-06-24;1;1003118;1000620;1
1002586;2006-06-24;1;1004413;1000620;1
1002587;2006-06-24;1;1013301;1000620;2
1002588;2006-06-24;1;1008261;1000621;0
1002589;2006-06-24;1;1000621;1001310;1
1002590;2006-06-24;1;1005719;1000621;2
1002591;2006-06-24;1;1002716;1000622;1
1002592;2006-06-24;1;1000622;1002722;2
1002593;2006-06-24;1;1000623;1000622;2
1002594;2006-06-24;1;1008377;1000624;0
1002595;2006-06-24;1;1000624;1001056;1
1002596;2006-06-24;1;1005407;1000624;2
1002597;2006-06-24;1;1006074;1000624;2
1002598;2006-06-24;1;1007963;1000624;2
1002599;2006-06-24;1;1006175;1000625;0
1002600;2006-06-24;1;1003913;1000625;2
1002601;2006-06-24;1;1006175;1000625;2
1002602;2006-06-24;1;1000626;1000765;0
1002603;2006-06-24;1;1000626;1000766;0
1002604;2006-06-24;1;1000626;1000767;0
1002605;2006-06-24;1;1000626;1000768;0
1002606;2006-06-24;1;1000626;1000769;0
1002607;2006-06-24;1;1000626;1000770;0
1002608;2006-06-24;1;1000626;1000771;0
1002609;2006-06-24;1;1000626;1000772;0
1002610;2006-06-24;1;1000626;1000773;0
1002611;2006-06-24;1;1000626;1000774;0
1002612;2006-06-24;1;1000626;1000775;0
1002613;2006-06-24;1;1000626;1000776;0
1002614;2006-06-24;1;1000626;1000777;0
1002615;2006-06-24;1;1000626;1000778;0
1002616;2006-06-24;1;1000626;1000779;0
1002617;2006-06-24;1;1000626;1000780;0
1002618;2006-06-24;1;1000626;1000781;0
1002619;2006-06-24;1;1000626;1000782;0
1002620;2006-06-24;1;1000626;1000783;0
1002621;2006-06-24;1;1000626;1000784;0
1002622;2006-06-24;1;1000626;1000785;0
1002623;2006-06-24;1;1000626;1000786;0
1002624;2006-06-24;1;1000626;1000787;0
1002625;2006-06-24;1;1000626;1000788;0
1002626;2006-06-24;1;1000626;1000789;0
1002627;2006-06-24;1;1000626;1000790;0
1002628;2006-06-24;1;1000626;1000791;0
1002629;2006-06-24;1;1000626;1000792;0
1002630;2006-06-24;1;1000626;1000793;0
1002631;2006-06-24;1;1000626;1000794;0
1002632;2006-06-24;1;1000626;1000795;0
1002633;2006-06-24;1;1000626;1000796;0
1002634;2006-06-24;1;1000626;1000797;0
1002635;2006-06-24;1;1000626;1000798;0
1002636;2006-06-24;1;1000626;1000799;0
1002637;2006-06-24;1;1000626;1000800;0
1002638;2006-06-24;1;1000626;1000801;0
1002639;2006-06-24;1;1000626;1000804;0
1002640;2006-06-24;1;1000626;1000805;0
1002641;2006-06-24;1;1000626;1000806;0
1002642;2006-06-24;1;1000626;1000807;0
1002643;2006-06-24;1;1000626;1000808;0
1002644;2006-06-24;1;1000626;1000809;0
1002645;2006-06-24;1;1000626;1000810;0
1002646;2006-06-24;1;1000626;1000811;0
1002647;2006-06-24;1;1000626;1000812;0
1002648;2006-06-24;1;1000626;1000813;0
1002649;2006-06-24;1;1000626;1000814;0
1002650;2006-06-24;1;1000626;1000815;0
1002651;2006-06-24;1;1000626;1000816;0
1002652;2006-06-24;1;1000626;1000817;0
1002653;2006-06-24;1;1000626;1000818;0
1002654;2006-06-24;1;1000626;1000819;0
1002655;2006-06-24;1;1000626;1000820;0
1002656;2006-06-24;1;1000626;1000822;0
1002657;2006-06-24;1;1000626;1000823;0
1002658;2006-06-24;1;1000626;1000824;0
1002659;2006-06-24;1;1000626;1000825;0
1002660;2006-06-24;1;1000626;1000826;0
1002661;2006-06-24;1;1000626;1000827;0
1002662;2006-06-24;1;1000626;1000828;0
1002663;2006-06-24;1;1000626;1000831;0
1002664;2006-06-24;1;1000626;1000832;0
1002665;2006-06-24;1;1000626;1000833;0
1002666;2006-06-24;1;1000626;1000834;0
1002667;2006-06-24;1;1000626;1000628;0
1002668;2006-06-24;1;1000626;1000835;0
1002669;2006-06-24;1;1000626;1000836;0
1002670;2006-06-24;1;1000626;1000837;0
1002671;2006-06-24;1;1000626;1000838;0
1002672;2006-06-24;1;1000626;1000839;0
1002673;2006-06-24;1;1000626;1002483;0
1002674;2006-06-24;1;1000626;1004119;0
1002675;2006-06-24;1;1000626;1001856;0
1002676;2006-06-24;1;1000626;1000751;0
1002677;2006-06-24;1;1000626;1000752;0
1002678;2006-06-24;1;1000626;1000755;0
1002679;2006-06-24;1;1000626;1004120;0
1002680;2006-06-24;1;1000626;1004121;0
1002681;2006-06-24;1;1000626;1000754;0
1002682;2006-06-24;1;1000626;1005188;0
1002683;2006-06-24;1;1000626;1007344;0
1002684;2006-06-24;1;1000626;1007345;0
1002685;2006-06-24;1;1000626;1007346;0
1002686;2006-06-24;1;1000626;1007347;0
1002687;2006-06-24;1;1000626;1007348;0
1002688;2006-06-24;1;1000626;1007349;0
1002689;2006-06-24;1;1000626;1007350;0
1002690;2006-06-24;1;1000626;1007351;0
1002691;2006-06-24;1;1000626;1007352;0
1002692;2006-06-24;1;1000626;1007353;0
1002693;2006-06-24;1;1000626;1007354;0
1002694;2006-06-24;1;1000626;1007355;0
1002695;2006-06-24;1;1000626;1007356;0
1002696;2006-06-24;1;1000626;1007357;0
1002697;2006-06-24;1;1000626;1007358;0
1002698;2006-06-24;1;1000626;1006240;0
1002701;2006-06-24;1;1000626;1007361;0
1002703;2006-06-24;1;1000626;1007363;0
1002705;2006-06-24;1;1000626;1007365;0
1002706;2006-06-24;1;1000626;1007366;0
1002707;2006-06-24;1;1000626;1007367;0
1002708;2006-06-24;1;1000626;1007368;0
1002709;2006-06-24;1;1000626;1007369;0
1002710;2006-06-24;1;1000626;1007370;0
1002711;2006-06-24;1;1000626;1007371;0
1002712;2006-06-24;1;1000626;1007372;0
1002713;2006-06-24;1;1000626;1007373;0
1002714;2006-06-24;1;1000626;1007374;0
1002715;2006-06-24;1;1000626;1007375;0
1002716;2006-06-24;1;1000626;1007376;0
1002717;2006-06-24;1;1000626;1007377;0
1002718;2006-06-24;1;1000626;1007378;0
1002719;2006-06-24;1;1000626;1007379;0
1002720;2006-06-24;1;1000626;1007380;0
1002721;2006-06-24;1;1000626;1007381;0
1002722;2006-06-24;1;1000626;1007382;0
1002723;2006-06-24;1;1000626;1007383;0
1002724;2006-06-24;1;1000626;1007384;0
1002725;2006-06-24;1;1000626;1007385;0
1002726;2006-06-24;1;1000626;1007386;0
1002727;2006-06-24;1;1000626;1007387;0
1002728;2006-06-24;1;1000626;1007388;0
1002729;2006-06-24;1;1000626;1007389;0
1002730;2006-06-24;1;1000626;1007390;0
1002731;2006-06-24;1;1000626;1007391;0
1002732;2006-06-24;1;1000626;1007392;0
1002734;2006-06-24;1;1000626;1007394;0
1002736;2006-06-24;1;1000626;1007396;0
1002737;2006-06-24;1;1000626;1007397;0
1002739;2006-06-24;1;1000626;1007399;0
1002740;2006-06-24;1;1000626;1007400;0
1002741;2006-06-24;1;1000626;1007401;0
1002742;2006-06-24;1;1000626;1001975;0
1002744;2006-06-24;1;1000626;1007403;0
1002745;2006-06-24;1;1000626;1007404;0
1002748;2006-06-24;1;1000626;1007407;0
1002749;2006-06-24;1;1000626;1007408;0
1002750;2006-06-24;1;1000626;1007409;0
1002751;2006-06-24;1;1000626;1007410;0
1002752;2006-06-24;1;1000626;1007411;0
1002755;2006-06-24;1;1000626;1007414;0
1002756;2006-06-24;1;1000626;1007415;0
1002757;2006-06-24;1;1000626;1007416;0
1002758;2006-06-24;1;1000626;1007417;0
1002759;2006-06-24;1;1000626;1007418;0
1002760;2006-06-24;1;1000626;1007419;0
1002761;2006-06-24;1;1000626;1007420;0
1002762;2006-06-24;1;1000626;1007421;0
1002763;2006-06-24;1;1000626;1007422;0
1002764;2006-06-24;1;1000626;1007423;0
1002765;2006-06-24;1;1000626;1007424;0
1002766;2006-06-24;1;1000626;1007425;0
1002767;2006-06-24;1;1000626;1007426;0
1002768;2006-06-24;1;1000626;1007427;0
1002769;2006-06-24;1;1000626;1007428;0
1002770;2006-06-24;1;1000626;1007429;0
1002771;2006-06-24;1;1000626;1007430;0
1002772;2006-06-24;1;1000626;1007431;0
1002773;2006-06-24;1;1000626;1007432;0
1002774;2006-06-24;1;1000626;1007433;0
1002775;2006-06-24;1;1000626;1007434;0
1002776;2006-06-24;1;1000626;1007435;0
1002779;2006-06-24;1;1000626;1007438;0
1002780;2006-06-24;1;1000626;1007439;0
1002781;2006-06-24;1;1000626;1007440;0
1002782;2006-06-24;1;1000626;1007441;0
1002783;2006-06-24;1;1000626;1007442;0
1002784;2006-06-24;1;1000626;1007443;0
1002785;2006-06-24;1;1000626;1001583;0
1002786;2006-06-24;1;1000626;1009989;0
1002787;2006-06-24;1;1000626;1011317;0
1002788;2006-06-24;1;1000626;1012940;0
1002789;2006-06-24;1;1009839;1000626;0
1002790;2006-06-24;1;1000626;1003930;1
1002791;2006-06-24;1;1000626;1003974;1
1002792;2006-06-24;1;1000626;1004026;1
1002793;2006-06-24;1;1000626;1007787;1
1002795;2006-06-24;1;1000626;1000717;2
1002796;2006-06-24;1;1000626;1000830;2
1002797;2006-06-24;1;1000626;1000718;2
1002798;2006-06-24;1;1006768;1000626;2
1002799;2006-06-24;1;1000627;1000626;2
1002800;2006-06-24;1;1001411;1000626;2
1002801;2006-06-24;1;1001835;1000626;2
1002802;2006-06-24;1;1001972;1000626;2
1002803;2006-06-24;1;1001980;1000626;2
1002804;2006-06-24;1;1003999;1000626;2
1002805;2006-06-24;1;1005299;1000626;2
1002806;2006-06-24;1;1003787;1000626;2
1002807;2006-06-24;1;1003987;1000626;2
1002808;2006-06-24;1;1004182;1000626;2
1002809;2006-06-24;1;1004664;1000626;2
1002810;2006-06-24;1;1004665;1000626;2
1002811;2006-06-24;1;1004693;1000626;2
1002812;2006-06-24;1;1004751;1000626;2
1002813;2006-06-24;1;1006747;1000626;2
1002814;2006-06-24;1;1005263;1000626;2
1002815;2006-06-24;1;1005342;1000626;2
1002816;2006-06-24;1;1005366;1000626;2
1002817;2006-06-24;1;1005367;1000626;2
1002818;2006-06-24;1;1005447;1000626;2
1002819;2006-06-24;1;1005466;1000626;2
1002820;2006-06-24;1;1005702;1000626;2
1002821;2006-06-24;1;1005896;1000626;2
1002822;2006-06-24;1;1005903;1000626;2
1002823;2006-06-24;1;1005918;1000626;2
1002824;2006-06-24;1;1005933;1000626;2
1002825;2006-06-24;1;1005936;1000626;2
1002826;2006-06-24;1;1006879;1000626;2
1002827;2006-06-24;1;1006094;1000626;2
1002828;2006-06-24;1;1006111;1000626;2
1002829;2006-06-24;1;1006137;1000626;2
1002830;2006-06-24;1;1006216;1000626;2
