RecID;MStamp;MStation;IDArtHistActief;IdArtHistPassief;RelatieType
1007124;2007-02-27;1;1084805;1085192;2
1007125;2007-02-27;1;1084806;1085193;2
1007126;2007-02-27;1;1084807;1085194;2
1007127;2007-02-27;1;1050366;1085115;1
1007128;2007-02-27;1;1084808;1085195;2
1007129;2007-02-27;1;1084808;1085196;2
1007130;2007-02-27;1;1084808;1085197;2
1007131;2007-02-27;1;1084808;1085198;2
1007132;2007-02-27;1;1084809;1085199;2
1007133;2007-02-27;1;1084810;1085200;2
1007134;2007-02-27;1;1084810;1085201;2
1007135;2007-02-27;1;1084811;1085202;2
1007136;2007-02-27;1;1084812;1085203;2
1007137;2007-02-27;1;1084812;1085204;2
1007138;2007-02-27;1;1084814;1085205;2
1007139;2007-02-27;1;1084815;1085206;2
1007140;2007-02-27;1;1084815;1085207;2
1007141;2007-02-27;1;1084816;1085208;2
1007142;2007-02-27;1;1084817;1085209;2
1007143;2007-02-27;1;1084818;1085210;2
1007144;2007-02-27;1;1084818;1085211;2
1007145;2007-02-27;1;1084819;1085212;2
1007146;2007-02-27;1;1084820;1085213;2
1007147;2007-02-27;1;1084821;1085214;2
1007148;2007-02-27;1;1084822;1085215;2
1007149;2007-02-27;1;1084823;1085216;2
1007150;2007-02-27;1;1084824;1085217;2
1007151;2007-02-27;1;1085120;1085218;2
1007152;2007-02-27;1;1084825;1085219;2
1007153;2007-02-27;1;1050366;1085122;1
1007154;2007-02-27;1;1084825;1085220;2
1007155;2007-02-27;1;1085123;1085221;2
1007156;2007-02-27;1;1084825;1085222;2
1007157;2007-02-27;1;1084826;1085224;2
1007158;2007-02-27;1;1085124;1085223;2
1007159;2007-02-27;1;1085125;1085225;2
1007160;2007-02-27;1;1085127;1085226;2
1007161;2007-02-27;1;1085128;1085227;2
1007162;2007-02-27;1;1085129;1085228;2
1007163;2007-02-27;1;1084827;1085229;2
1007164;2007-02-27;1;1085131;1085230;2
1007165;2007-02-27;1;1084827;1085231;2
1007166;2007-02-27;1;1085132;1085226;2
1007167;2007-02-27;1;1084827;1085232;2
1007168;2007-02-27;1;1085132;1085227;2
1007169;2007-02-27;1;1084827;1085233;2
1007170;2007-02-27;1;1085132;1085228;2
1007171;2007-02-27;1;1085132;1085235;2
1007172;2007-02-27;1;1085132;1085236;2
1007173;2007-02-27;1;1084828;1085234;2
1007174;2007-02-27;1;1085132;1085237;2
1007175;2007-02-27;1;1085132;1085239;2
1007176;2007-02-27;1;1084829;1085238;2
1007177;2007-02-27;1;1085132;1085240;2
1007178;2007-02-27;1;1084830;1085241;2
1007179;2007-02-27;1;1085133;1085242;2
1007180;2007-02-27;1;1085134;1085242;2
1007181;2007-02-27;1;1085134;1085243;2
1007182;2007-02-27;1;1085136;1085244;2
1007183;2007-02-27;1;1084831;1085245;2
1007184;2007-02-27;1;1085137;1085244;2
1007185;2007-02-27;1;1085137;1085247;2
1007186;2007-02-27;1;1084832;1085248;2
1007187;2007-02-27;1;1085137;1085249;2
1007188;2007-02-27;1;1085137;1085250;2
1007189;2007-02-27;1;1085137;1085251;2
1007190;2007-02-27;1;1085137;1085252;2
1007191;2007-02-27;1;1085137;1085253;2
1007192;2007-02-27;1;1050366;1085139;1
1007193;2007-02-27;1;1085140;1085254;2
1007194;2007-02-27;1;1085142;1085255;2
1007195;2007-02-27;1;1085142;1085256;2
1007196;2007-02-27;1;1085143;1085257;2
1007197;2007-02-27;1;1085144;1085258;2
1007198;2007-02-27;1;1085144;1085259;2
1007199;2007-02-27;1;1085144;1085260;2
1007200;2007-02-27;1;1085144;1085261;2
1007201;2007-02-27;1;1085144;1085262;2
1007202;2007-02-27;1;1085144;1085263;2
1007203;2007-02-27;1;1085144;1085264;2
1007204;2007-02-27;1;1085145;1085265;2
1007205;2007-02-27;1;1085146;1085265;2
1007206;2007-02-27;1;1085146;1085266;2
1007208;2007-02-28;1;1085268;1085287;0
1007209;2007-02-28;1;1085272;1085288;2
1007210;2007-02-28;1;1085273;1085289;2
1007211;2007-02-28;1;1085273;1085290;2
1007212;2007-02-28;1;1085274;1085291;2
1007213;2007-02-28;1;1085275;1085292;2
1007215;2007-03-01;1;1085295;1083955;2
1007216;2007-03-01;1;1085407;1085411;2
1007217;2007-03-01;1;1085408;1080853;2
1007218;2007-03-01;1;1085378;1084302;0
1007219;2007-03-01;1;1085378;1084316;0
1007220;2007-03-01;1;1085378;1084315;0
1007221;2007-03-01;1;1085378;1084319;0
1007222;2007-03-01;1;1085378;1084317;0
1007223;2007-03-01;1;1085378;1084318;0
1007224;2007-03-01;1;1085379;1084324;0
1007225;2007-03-01;1;1085379;1084325;0
1007226;2007-03-01;1;1085379;1084337;0
1007227;2007-03-01;1;1085379;1084342;0
1007229;2007-03-01;1;1085379;1085440;0
1007230;2007-03-01;1;1085379;1085441;0
1007231;2007-03-01;1;1085379;1085442;0
1007232;2007-03-01;1;1085379;1085443;0
1007233;2007-03-01;1;1085379;1085444;0
1007234;2007-03-01;1;1085379;1085445;0
1007235;2007-03-01;1;1085379;1085446;0
1007236;2007-03-01;1;1085379;1085447;0
1007237;2007-03-01;1;1085379;1085448;0
1007238;2007-03-01;1;1085379;1085449;0
1007239;2007-03-01;1;1085379;1085450;0
1007241;2007-03-01;1;1085379;1085452;0
1007242;2007-03-01;1;1085379;1085453;0
1007243;2007-03-01;1;1085379;1085454;0
1007244;2007-03-01;1;1085379;1085455;0
1007246;2007-03-01;1;1085379;1085456;0
1007247;2007-03-01;1;1085379;1085457;0
1007248;2007-03-01;1;1085379;1085458;0
1007249;2007-03-01;1;1085379;1085459;0
1007250;2007-03-01;1;1085379;1085460;0
1007252;2007-03-01;1;1085423;1085462;2
1007254;2007-03-01;1;1062124;1085472;0
1007255;2007-03-01;1;1062124;1085473;0
1007256;2007-03-01;1;1062124;1085474;0
1007257;2007-03-01;1;1062124;1085475;0
1007258;2007-03-01;1;1062124;1085476;0
1007259;2007-03-01;1;1062124;1085477;0
1007260;2007-03-01;1;1062124;1085478;0
1007262;2007-03-01;1;1085424;1085479;2
1007263;2007-03-01;1;1085425;1085480;2
1007264;2007-03-01;1;1085426;1085481;8
1007265;2007-03-01;1;1085427;1085483;8
1007266;2007-03-01;1;1085428;1085490;2
1007267;2007-03-01;1;1085430;1085494;2
1007268;2007-03-01;1;1085432;1085499;2
1007269;2007-03-01;1;1085482;1085498;2
1007270;2007-03-01;1;1085434;1085500;2
1007271;2007-03-01;1;1085486;1085502;0
1007272;2007-03-01;1;1085436;1085503;2
1007273;2007-03-01;1;1085487;1085504;2
1007274;2007-03-01;1;1085437;1085505;2
1007275;2007-03-01;1;1085488;1085507;2
1007276;2007-03-01;1;1085438;1085506;2
1007277;2007-03-01;1;1085489;1085508;2
1007278;2007-03-01;1;1085489;1085509;2
1007279;2007-03-01;1;1085489;1085510;2
1007280;2007-03-01;1;1085489;1085511;2
1007281;2007-03-01;1;1085489;1085512;2
1007282;2007-03-01;1;1085489;1085513;0
1007283;2007-03-01;1;1085491;1085514;2
1007284;2007-03-01;1;1085492;1085515;2
1007285;2007-03-01;1;1085493;1085516;2
1007287;2007-03-01;1;1085495;1085517;0
1007288;2007-03-01;1;1085496;1085518;2
1007291;2007-03-01;1;1074311;1074628;10
1007292;2007-03-01;1;1074311;1074629;10
1007293;2007-03-01;1;1074311;1074630;10
1007294;2007-03-01;1;1074311;1074631;10
1007295;2007-03-01;1;1074311;1074632;10
1007296;2007-03-01;1;1074311;1074633;10
1007297;2007-03-01;1;1074311;1074634;10
1007298;2007-03-01;1;1074311;1074635;10
1007299;2007-03-01;1;1074311;1074636;10
1007300;2007-03-01;1;1074311;1074637;10
1007301;2007-03-01;1;1074311;1074638;10
1007302;2007-03-01;1;1074311;1074639;10
1007303;2007-03-01;1;1074311;1074640;10
1007304;2007-03-01;1;1074311;1074641;10
1007305;2007-03-01;1;1074311;1074642;10
1007306;2007-03-01;1;1074311;1074643;2
1007307;2007-03-01;1;1074311;1074644;10
1007308;2007-03-01;1;1074311;1074645;10
1007309;2007-03-01;1;1074311;1074646;10
1007310;2007-03-01;1;1074311;1074647;10
1007311;2007-03-01;1;1074311;1074648;10
1007312;2007-03-01;1;1074311;1074649;10
1007313;2007-03-01;1;1074311;1074650;10
1007314;2007-03-01;1;1074311;1074651;10
1007315;2007-03-01;1;1074311;1074652;10
1007316;2007-03-01;1;1074311;1074653;10
1007317;2007-03-01;1;1074311;1074654;10
1007318;2007-03-02;1;1085526;1085584;2
1007319;2007-03-02;1;1085529;1085585;2
1007320;2007-03-02;1;1085530;1085586;2
1007321;2007-03-02;1;1085534;1085252;1
1007322;2007-03-02;1;1085535;1059447;1
1007323;2007-03-02;1;1085534;1068463;2
1007324;2007-03-02;1;1085535;1068463;2
1007325;2007-03-02;1;1085540;1085588;2
1007326;2007-03-02;1;1085539;1085589;2
1007327;2007-03-02;1;1085539;1085590;2
1007328;2007-03-02;1;1085539;1085591;8
1007329;2007-03-02;1;1085539;1085592;8
1007330;2007-03-02;1;1085539;1085593;8
1007331;2007-03-02;1;1085539;1085594;8
1007332;2007-03-02;1;1085539;1085595;8
1007333;2007-03-02;1;1085539;1085597;8
1007334;2007-03-02;1;1085580;1085615;8
1007335;2007-03-02;1;1085542;1085616;8
1007336;2007-03-02;1;1085580;1085615;2
1007337;2007-03-02;1;1085542;1085617;8
1007338;2007-03-02;1;1085542;1085619;8
1007339;2007-03-02;1;1085542;1085620;8
1007340;2007-03-02;1;1085546;1085621;8
1007341;2007-03-02;1;1085546;1085622;8
1007342;2007-03-02;1;1085546;1085623;8
1007343;2007-03-02;1;1085546;1085624;8
1007344;2007-03-02;1;1085546;1085625;8
1007345;2007-03-02;1;1085546;1085626;8
1007346;2007-03-02;1;1085546;1085627;8
1007347;2007-03-02;1;1085551;1085628;8
1007348;2007-03-02;1;1085552;1085629;8
1007349;2007-03-06;1;1085692;1085716;2
1007350;2007-03-06;1;1085694;1085717;2
1007351;2007-03-06;1;1085695;1085718;2
1007352;2007-03-06;1;1085696;1085719;0
1007353;2007-03-06;1;1085708;1085720;2
1007354;2007-03-06;1;1085709;1085721;2
1007355;2007-03-06;1;1085710;1085722;8
1007356;2007-03-06;1;1085710;1085724;8
1007357;2007-03-06;1;1085710;1085725;8
1007358;2007-03-06;1;1085710;1085726;8
1007359;2007-03-08;1;1085728;1085799;2
1007360;2007-03-08;1;1085729;1085807;2
1007361;2007-03-08;1;1085730;1085812;2
1007362;2007-03-08;1;1085731;1085813;2
1007363;2007-03-08;1;1085732;1085814;2
1007364;2007-03-08;1;1085733;1085815;2
1007365;2007-03-08;1;1085734;1085816;2
1007366;2007-03-08;1;1085735;1085818;2
1007367;2007-03-08;1;1085736;1085822;2
1007368;2007-03-08;1;1085737;1085839;2
1007369;2007-03-08;1;1085738;1085842;2
1007370;2007-03-08;1;1085739;1085847;8
1007371;2007-03-08;1;1085740;1085851;2
1007372;2007-03-08;1;1085741;1085852;2
1007373;2007-03-08;1;1085742;1085853;2
1007374;2007-03-08;1;1085743;1085854;8
1007375;2007-03-08;1;1085744;1085855;8
1007376;2007-03-08;1;1085746;1085856;2
1007377;2007-03-08;1;1085747;1085857;2
1007378;2007-03-08;1;1085749;1085858;2
1007379;2007-03-08;1;1085749;1085859;8
1007380;2007-03-08;1;1085749;1085860;8
1007381;2007-03-08;1;1085789;1085861;2
1007382;2007-03-08;1;1085790;1085862;2
1007383;2007-03-08;1;1085751;1085863;2
1007384;2007-03-08;1;1085753;1085864;2
1007385;2007-03-08;1;1085756;1085865;8
1007386;2007-03-08;1;1085756;1085866;8
1007387;2007-03-08;1;1085758;1085867;2
1007388;2007-03-08;1;1085759;1085868;2
1007389;2007-03-08;1;1085762;1085869;2
1007390;2007-03-08;1;1085765;1085870;2
1007391;2007-03-08;1;1085765;1085871;8
1007392;2007-03-08;1;1085765;1085872;8
1007393;2007-03-08;1;1085765;1085873;8
1007394;2007-03-08;1;1085765;1085874;8
1007395;2007-03-08;1;1085765;1085875;8
1007396;2007-03-08;1;1085770;1085876;8
1007397;2007-03-09;1;1085878;1085905;2
1007398;2007-03-09;1;1085879;1085906;2
1007399;2007-03-09;1;1085880;1085907;8
1007400;2007-03-09;1;1085881;1085908;8
1007401;2007-03-09;1;1085882;1085909;8
1007403;2007-03-09;1;1085897;1085910;0
1007404;2007-03-09;1;1085897;1085911;0
1007405;2007-03-09;1;1085897;1085912;0
1007406;2007-03-09;1;1085897;1085913;0
1007407;2007-03-09;1;1085897;1085914;0
1007408;2007-03-09;1;1085897;1085915;0
1007409;2007-03-09;1;1085897;1085916;0
1007410;2007-03-09;1;1085897;1085917;0
1007411;2007-03-09;1;1085897;1085918;0
1007412;2007-03-09;1;1085897;1085919;0
1007413;2007-03-09;1;1085897;1085920;0
1007414;2007-03-09;1;1085897;1085921;0
1007415;2007-03-09;1;1085897;1085922;0
1007416;2007-03-09;1;1085897;1085923;0
1007417;2007-03-09;1;1085897;1085924;0
1007418;2007-03-09;1;1085897;1085925;0
1007419;2007-03-09;1;1085897;1085926;0
1007420;2007-03-09;1;1085897;1085927;0
1007422;2007-03-13;1;1085971;1085983;0
1007423;2007-03-13;1;1085971;1085984;0
1007424;2007-03-13;1;1085971;1085985;0
1007425;2007-03-13;1;1085971;1085986;0
1007426;2007-03-13;1;1085971;1085987;0
1007427;2007-03-13;1;1085971;1085988;0
1007428;2007-03-13;1;1085971;1085989;0
1007429;2007-03-13;1;1085960;1085975;2
1007430;2007-03-15;1;1085993;1086009;2
1007431;2007-03-15;1;1085996;1086010;2
1007432;2007-03-15;1;1085997;1086011;2
1007433;2007-03-15;1;1085998;1086012;2
1007434;2007-03-15;1;1085999;1086013;2
1007435;2007-03-15;1;1086000;1086014;2
1007436;2007-03-15;1;1086000;1086015;2
1007437;2007-03-15;1;1086000;1086016;2
1007438;2007-03-15;1;1086000;1086017;2
1007439;2007-03-15;1;1086001;1086018;2
1007440;2007-03-15;1;1086001;1086019;2
1007441;2007-03-15;1;1086002;1086020;8
1007442;2007-03-15;1;1086003;1086021;2
1007443;2007-03-15;1;1086004;1086022;2
1007444;2007-03-16;1;1086025;1086035;2
1007445;2007-03-16;1;1086026;1086036;8
1007446;2007-03-16;1;1086027;1086037;0
1007447;2007-03-21;1;1086113;1086201;2
1007448;2007-03-21;1;1086114;1086205;2
1007449;2007-03-21;1;1086115;1086206;2
1007451;2007-03-21;1;1086116;1086207;2
1007452;2007-03-21;1;1086117;1086208;2
1007453;2007-03-21;1;1086118;1086209;8
1007454;2007-03-21;1;1086119;1086210;2
1007455;2007-03-21;1;1086120;1086211;2
1007456;2007-03-21;1;1086121;1086212;2
1007457;2007-03-21;1;1086122;1086213;2
1007458;2007-03-21;1;1086123;1086214;0
1007459;2007-03-21;1;1086124;1086215;2
1007460;2007-03-21;1;1086125;1086216;8
1007461;2007-03-21;1;1086127;1086217;2
1007462;2007-03-21;1;1086128;1086218;2
1007463;2007-03-21;1;1086130;1086219;2
1007464;2007-03-21;1;1086129;1086219;2
1007465;2007-03-21;1;1086131;1086220;2
1007466;2007-03-21;1;1086132;1086221;2
1007467;2007-03-21;1;1086133;1086222;2
1007468;2007-03-21;1;1086134;1086223;2
1007469;2007-03-21;1;1086135;1086224;2
1007470;2007-03-21;1;1086135;1086225;2
1007471;2007-03-21;1;1086135;1086226;2
1007472;2007-03-21;1;1086136;1086227;2
1007473;2007-03-21;1;1086137;1086228;2
1007474;2007-03-21;1;1086138;1086229;2
1007475;2007-03-21;1;1086138;1086230;2
1007476;2007-03-21;1;1086138;1086231;2
1007477;2007-03-21;1;1086139;1086232;2
1007478;2007-03-21;1;1086140;1086233;2
1007479;2007-03-21;1;1086141;1086234;2
1007480;2007-03-21;1;1086142;1086235;2
1007481;2007-03-21;1;1086142;1086236;2
1007482;2007-03-21;1;1086142;1086237;2
1007483;2007-03-21;1;1086142;1086238;2
1007484;2007-03-21;1;1086142;1086239;2
1007486;2007-03-21;1;1086203;1086240;0
1007487;2007-03-21;1;1086203;1086241;0
1007488;2007-03-21;1;1086203;1086242;0
1007489;2007-03-21;1;1086203;1086243;0
1007490;2007-03-21;1;1086203;1086244;0
1007491;2007-03-21;1;1086203;1086245;0
1007492;2007-03-21;1;1086203;1086246;0
1007493;2007-03-21;1;1086203;1086247;0
1007494;2007-03-21;1;1086203;1086248;0
1007495;2007-03-21;1;1086203;1086249;0
1007496;2007-03-21;1;1086203;1086250;0
1007497;2007-03-21;1;1086203;1086251;0
1007498;2007-03-21;1;1086203;1086252;0
1007499;2007-03-21;1;1086203;1086253;0
1007500;2007-03-21;1;1086203;1086254;0
1007501;2007-03-21;1;1086203;1086255;0
1007502;2007-03-21;1;1086203;1086256;0
1007503;2007-03-21;1;1086203;1086257;0
1007504;2007-03-21;1;1086203;1086258;0
1007505;2007-03-21;1;1086203;1086259;0
1007506;2007-03-21;1;1086203;1086260;0
1007507;2007-03-21;1;1086203;1086261;0
1007508;2007-03-21;1;1086203;1086262;0
1007509;2007-03-21;1;1086203;1086263;0
1007510;2007-03-21;1;1086203;1086264;0
1007511;2007-03-21;1;1086157;1086265;2
1007512;2007-03-21;1;1086157;1086266;2
1007513;2007-03-21;1;1086158;1086267;2
1007514;2007-03-21;1;1086159;1086268;2
1007515;2007-03-21;1;1086160;1086269;2
1007516;2007-03-21;1;1086161;1086270;2
1007517;2007-03-21;1;1086162;1086271;2
1007519;2007-03-22;1;1086328;1086338;0
1007520;2007-03-22;1;1086328;1086339;0
1007521;2007-03-22;1;1086328;1086340;0
1007522;2007-03-22;1;1086328;1086341;0
1007523;2007-03-22;1;1086328;1086342;0
1007524;2007-03-22;1;1086328;1086343;0
1007525;2007-03-22;1;1086328;1086344;0
1007526;2007-03-22;1;1086328;1086345;0
1007527;2007-03-22;1;1086328;1086346;0
1007528;2007-03-22;1;1086328;1086347;0
1007529;2007-03-22;1;1086328;1086348;0
1007530;2007-03-22;1;1086328;1086349;0
1007531;2007-03-22;1;1086328;1086350;0
1007532;2007-03-22;1;1086328;1086351;0
1007533;2007-03-22;1;1086328;1086352;0
1007534;2007-03-22;1;1086328;1086353;0
1007535;2007-03-22;1;1086328;1086354;0
1007536;2007-03-22;1;1086328;1086355;0
1007537;2007-03-22;1;1086328;1086356;0
1007539;2007-03-22;1;1086328;1086357;0
1007540;2007-03-22;1;1086328;1086358;0
1007541;2007-03-22;1;1086328;1086359;0
1007542;2007-03-22;1;1086328;1086360;0
1007543;2007-03-22;1;1086328;1086361;0
1007544;2007-03-22;1;1086328;1086362;0
1007545;2007-03-22;1;1086328;1086363;0
1007546;2007-03-22;1;1086328;1086364;0
1007547;2007-03-22;1;1086328;1086365;0
1007548;2007-03-22;1;1086273;1086366;2
1007549;2007-03-22;1;1086274;1086366;2
1007550;2007-03-22;1;1086275;1086367;2
1007551;2007-03-22;1;1086276;1086367;2
1007552;2007-03-22;1;1086275;1086368;2
1007553;2007-03-22;1;1086277;1086368;2
1007554;2007-03-22;1;1086278;1086368;2
1007555;2007-03-22;1;1086279;1086369;2
1007556;2007-03-22;1;1086280;1086370;2
1007557;2007-03-22;1;1086281;1086371;2
1007558;2007-03-22;1;1086282;1086371;2
1007559;2007-03-22;1;1086283;1086372;0
1007560;2007-03-22;1;1086284;1086373;2
1007561;2007-03-22;1;1086285;1086374;2
1007562;2007-03-22;1;1086286;1086375;2
1007563;2007-03-22;1;1086287;1086375;2
1007564;2007-03-22;1;1086288;1086376;2
1007565;2007-03-22;1;1086289;1086377;2
1007566;2007-03-22;1;1086290;1086378;2
1007567;2007-03-22;1;1086291;1086378;2
1007568;2007-03-22;1;1086292;1086379;2
1007569;2007-03-22;1;1086293;1086380;2
1007570;2007-03-22;1;1086294;1086381;2
1007571;2007-03-22;1;1086295;1086381;2
1007572;2007-03-22;1;1086296;1086382;2
1007573;2007-03-22;1;1086294;1086382;2
1007574;2007-03-22;1;1086297;1086383;2
1007575;2007-03-22;1;1086298;1086384;2
1007576;2007-03-22;1;1086299;1086385;8
1007577;2007-03-22;1;1086299;1086386;8
1007578;2007-03-22;1;1086299;1086387;8
1007579;2007-03-22;1;1086299;1086388;8
1007580;2007-03-22;1;1086299;1086389;8
1007581;2007-03-22;1;1086300;1086390;2
1007582;2007-03-22;1;1086301;1086391;2
1007583;2007-03-22;1;1086302;1086392;2
1007584;2007-03-22;1;1086303;1086393;2
1007585;2007-03-22;1;1086304;1086394;2
1007586;2007-03-22;1;1086305;1086395;2
1007587;2007-03-22;1;1086306;1086396;2
1007588;2007-03-22;1;1086307;1086397;2
1007589;2007-03-22;1;1086308;1086398;2
1007590;2007-03-22;1;1086309;1086399;2
1007591;2007-03-22;1;1086309;1086398;2
1007592;2007-03-22;1;1086310;1086400;2
1007593;2007-03-22;1;1086311;1086400;2
1007594;2007-03-22;1;1086312;1086401;8
1007595;2007-03-22;1;1086313;1086402;2
1007596;2007-03-22;1;1086314;1086403;0
1007597;2007-03-22;1;1086315;1086404;2
1007598;2007-03-22;1;1086317;1086405;2
1007599;2007-03-22;1;1086318;1086406;2
1007600;2007-03-22;1;1086319;1086407;2
1007601;2007-03-22;1;1086320;1086407;2
1007602;2007-03-22;1;1086321;1086408;2
1007608;2007-03-23;1;1086418;1086419;0
1007609;2007-03-26;1;1086422;1086490;2
1007611;2007-03-26;1;1086423;1086491;0
1007612;2007-03-26;1;1086423;1086492;0
1007613;2007-03-26;1;1086423;1086493;0
1007614;2007-03-26;1;1086423;1086494;0
1007615;2007-03-26;1;1086423;1086495;0
1007616;2007-03-26;1;1086423;1086496;0
1007617;2007-03-26;1;1086423;1086497;0
1007618;2007-03-26;1;1086423;1086498;0
1007619;2007-03-26;1;1086423;1086499;0
1007620;2007-03-26;1;1086423;1086500;0
1007621;2007-03-26;1;1086423;1086501;0
1007622;2007-03-26;1;1086423;1086502;0
1007623;2007-03-26;1;1086423;1086503;0
1007624;2007-03-26;1;1086423;1086504;0
1007625;2007-03-26;1;1086423;1086505;0
1007626;2007-03-26;1;1086423;1086506;0
1007627;2007-03-26;1;1086423;1086507;0
1007628;2007-03-26;1;1086423;1086508;0
1007629;2007-03-26;1;1086423;1086509;0
1007630;2007-03-26;1;1086423;1086510;0
1007631;2007-03-26;1;1086423;1086511;0
1007632;2007-03-26;1;1086423;1086512;0
1007633;2007-03-26;1;1086423;1086513;0
1007634;2007-03-26;1;1086423;1086514;0
1007635;2007-03-26;1;1086423;1086515;0
1007636;2007-03-26;1;1086423;1086516;0
1007637;2007-03-26;1;1086423;1086517;0
1007638;2007-03-26;1;1086423;1086518;0
1007639;2007-03-26;1;1086423;1086519;0
1007640;2007-03-26;1;1086423;1086520;0
1007641;2007-03-26;1;1086423;1086521;0
1007642;2007-03-26;1;1086423;1086522;0
1007643;2007-03-26;1;1086423;1086523;0
1007644;2007-03-26;1;1086423;1086524;0
1007645;2007-03-26;1;1086423;1086525;0
1007646;2007-03-26;1;1086423;1086526;0
1007647;2007-03-26;1;1086423;1086527;0
1007649;2007-03-27;1;1086558;1086570;0
1007650;2007-03-27;1;1086558;1086571;0
1007651;2007-03-27;1;1086558;1086572;0
1007652;2007-03-27;1;1086558;1086573;0
1007653;2007-03-27;1;1086558;1086574;0
1007654;2007-03-27;1;1086558;1086575;0
1007655;2007-03-27;1;1086558;1086576;0
1007656;2007-03-27;1;1086558;1086577;0
1007657;2007-03-27;1;1086558;1086578;0
1007658;2007-03-27;1;1086558;1086579;0
1007659;2007-03-27;1;1086558;1086580;0
1007660;2007-03-27;1;1086558;1086581;0
1007661;2007-03-27;1;1086558;1086582;0
1007662;2007-03-27;1;1086558;1086583;0
1007663;2007-03-27;1;1086558;1086584;0
1007664;2007-03-27;1;1086558;1086585;0
1007665;2007-03-27;1;1086558;1086586;0
1007666;2007-03-27;1;1086558;1086587;0
1007667;2007-03-27;1;1086558;1086588;0
1007668;2007-03-27;1;1086558;1086589;0
1007669;2007-03-27;1;1086558;1086590;0
1007670;2007-03-27;1;1086558;1086591;0
1007671;2007-03-27;1;1086558;1086592;0
1007672;2007-03-27;1;1086558;1086593;0
1007673;2007-03-27;1;1086558;1086594;0
1007674;2007-03-27;1;1086558;1086595;0
1007675;2007-03-27;1;1086558;1086596;0
1007676;2007-03-27;1;1086558;1086597;0
1007677;2007-03-27;1;1086558;1086598;0
1007678;2007-03-27;1;1086557;1086599;2
1007679;2007-03-27;1;1086564;1086602;8
1007680;2007-03-28;1;1059242;1086603;0
1007681;2007-03-29;1;1086620;1086656;2
1007682;2007-03-29;1;1086621;1086657;2
1007683;2007-03-29;1;1086622;1086658;2
1007684;2007-03-29;1;1086615;1062154;2
1007685;2007-03-29;1;1086616;1086662;0
1007686;2007-03-30;1;1086718;1086724;2
1007687;2007-03-30;1;1086719;1081354;2
1007688;2007-03-30;1;1086720;1086725;2
1007689;2007-03-30;1;1086721;1086726;2
1007690;2007-03-30;1;1086722;1086727;2
1007691;2007-03-30;1;1086675;1086728;2
1007692;2007-03-30;1;1086676;1086728;2
1007693;2007-03-30;1;1086677;1086728;2
1007694;2007-03-30;1;1086678;1086728;2
1007695;2007-03-30;1;1086679;1086728;2
1007696;2007-03-30;1;1086680;1086728;2
1007697;2007-03-30;1;1086681;1086728;2
1007698;2007-04-03;1;1086733;1086800;2
1007699;2007-04-03;1;1086734;1086801;2
1007700;2007-04-03;1;1086735;1086802;8
1007701;2007-04-03;1;1086743;1027913;1
1007702;2007-04-03;1;1086749;1013195;1
1007703;2007-04-03;1;1013197;1086749;1
1007707;2007-04-03;1;1086751;1086807;0
1007708;2007-04-03;1;1086758;1081655;1
1007709;2007-04-03;1;1086759;1081654;1
1007710;2007-04-03;1;1086750;1086808;2
1007712;2007-04-03;1;1086752;1047967;10
1007714;2007-04-03;1;1086762;1086810;2
1007715;2007-04-03;1;1086762;1086811;2
1007716;2007-04-03;1;1086762;1086812;2
1007717;2007-04-03;1;1086762;1086813;2
1007718;2007-04-03;1;1086763;1086816;2
1007719;2007-04-04;1;1079754;1086824;2
1007720;2007-04-04;1;1086819;1069037;2
1007721;2007-04-04;1;1086820;1069037;2
1007722;2007-04-04;1;1086821;1069037;2
1007723;2007-04-04;1;1086822;1069037;2
1007724;2007-04-04;1;1086826;1069037;2
1007725;2007-04-04;1;1086828;1086844;2
1007726;2007-04-04;1;1086818;1086845;2
1007727;2007-04-04;1;1086823;1086845;2
1007728;2007-04-04;1;1086825;1086845;2
1007729;2007-04-04;1;1086827;1086845;2
1007730;2007-04-04;1;1086829;1086845;2
1007731;2007-04-04;1;1086830;1086845;2
1007732;2007-04-04;1;1086831;1086845;2
1007733;2007-04-04;1;1086832;1086845;2
1007734;2007-04-04;1;1086833;1086845;2
1007735;2007-04-04;1;1086834;1086845;2
1007736;2007-04-04;1;1086835;1086845;2
1007740;2007-04-06;1;1086870;1086937;2
1007741;2007-04-06;1;1086904;1086944;2
1007742;2007-04-06;1;1086905;1086945;2
1007743;2007-04-06;1;1086906;1086946;2
1007744;2007-04-06;1;1086907;1086947;2
1007745;2007-04-06;1;1086916;1086948;2
1007746;2007-04-06;1;1086908;1086949;2
1007747;2007-04-06;1;1086909;1086951;2
1007748;2007-04-06;1;1086917;1086950;2
1007749;2007-04-06;1;1086910;1086952;2
1007750;2007-04-06;1;1086918;1086953;2
1007751;2007-04-06;1;1086911;1056963;2
1007752;2007-04-06;1;1086922;1086955;2
1007753;2007-04-06;1;1086923;1086955;2
1007754;2007-04-06;1;1086923;1086956;2
1007755;2007-04-06;1;1086923;1086958;2
1007756;2007-04-06;1;1086923;1086960;2
1007757;2007-04-06;1;1086923;1086963;2
1007758;2007-04-06;1;1086871;1086977;2
1007759;2007-04-06;1;1086871;1086978;2
1007760;2007-04-06;1;1086871;1086979;2
1007761;2007-04-06;1;1086871;1086980;2
1007762;2007-04-06;1;1086871;1086981;2
