RecID;MStamp;MStation;IDDocument;IDTrefwoord
1003852;2006-06-24;1;1005786;1000469
1003853;2006-06-24;1;1005786;1000608
1003854;2006-06-24;1;1005787;1000657
1003855;2006-06-24;1;1005788;1000657
1003856;2006-06-24;1;1005789;1000657
1003857;2006-06-24;1;1005796;1000746
1003858;2006-06-24;1;1005796;1000747
1003859;2006-06-24;1;1005809;1000098
1003860;2006-06-24;1;1005809;1000110
1003861;2006-06-24;1;1005809;1000111
1003862;2006-06-24;1;1005809;1000112
1003863;2006-06-24;1;1005810;1000145
1003864;2006-06-24;1;1005824;1000362
1003865;2006-06-24;1;1005826;1000748
1003866;2006-06-24;1;1005835;1000749
1003867;2006-06-24;1;1005850;1000743
1003868;2006-06-24;1;1005852;1000687
1003869;2006-06-24;1;1005854;1000749
1003870;2006-06-24;1;1005859;1000750
1003871;2006-06-24;1;1005872;1000254
1003872;2006-06-24;1;1005872;1000252
1003873;2006-06-24;1;1005878;1000110
1003874;2006-06-24;1;1005878;1000111
1003875;2006-06-24;1;1005878;1000112
1003876;2006-06-24;1;1005880;1000110
1003877;2006-06-24;1;1005880;1000111
1003878;2006-06-24;1;1005880;1000112
1003879;2006-06-24;1;1005892;1000110
1003880;2006-06-24;1;1005892;1000111
1003881;2006-06-24;1;1005892;1000112
1003882;2006-06-24;1;1005895;1000077
1003883;2006-06-24;1;1005895;1000353
1003884;2006-06-24;1;1005899;1000220
1003885;2006-06-24;1;1005902;1000618
1003886;2006-06-24;1;1005904;1000744
1003887;2006-06-24;1;1005904;1000494
1003888;2006-06-24;1;1005904;1000179
1003889;2006-06-24;1;1005912;1000237
1003890;2006-06-24;1;1005912;1000380
1003891;2006-06-24;1;1005912;1000235
1003892;2006-06-24;1;1005912;1000236
1003893;2006-06-24;1;1005912;1000751
1003894;2006-06-24;1;1005913;1000237
1003895;2006-06-24;1;1005913;1000380
1003896;2006-06-24;1;1005913;1000235
1003897;2006-06-24;1;1005913;1000236
1003898;2006-06-24;1;1005913;1000752
1003899;2006-06-24;1;1005914;1000278
1003900;2006-06-24;1;1005914;1000279
1003901;2006-06-24;1;1005914;1000753
1003902;2006-06-24;1;1005914;1000754
1003903;2006-06-24;1;1005915;1000079
1003904;2006-06-24;1;1005915;1000366
1003905;2006-06-24;1;1005915;1000367
1003906;2006-06-24;1;1005915;1000127
1003907;2006-06-24;1;1005915;1000128
1003908;2006-06-24;1;1005915;1000684
1003909;2006-06-24;1;1005915;1000327
1003910;2006-06-24;1;1005931;1000179
1003911;2006-06-24;1;1005934;1000755
1003912;2006-06-24;1;1005938;1000756
1003913;2006-06-24;1;1005938;1000080
1003914;2006-06-24;1;1005938;1000088
1003915;2006-06-24;1;1005939;1000065
1003916;2006-06-24;1;1005939;1000066
1003917;2006-06-24;1;1005939;1000067
1003918;2006-06-24;1;1005939;1000068
1003919;2006-06-24;1;1005939;1000118
1003920;2006-06-24;1;1005939;1000119
1003921;2006-06-24;1;1005942;1000031
1003922;2006-06-24;1;1005942;1000032
1003923;2006-06-24;1;1005942;1000056
1003924;2006-06-24;1;1005942;1000057
1003925;2006-06-24;1;1005942;1000058
1003926;2006-06-24;1;1005942;1000059
1003927;2006-06-24;1;1005944;1000757
1003928;2006-06-24;1;1005945;1000691
1003929;2006-06-24;1;1005945;1000692
1003930;2006-06-24;1;1005945;1000693
1003931;2006-06-24;1;1005945;1000694
1003932;2006-06-24;1;1005945;1000695
1003933;2006-06-24;1;1005947;1000031
1003934;2006-06-24;1;1005947;1000032
1003935;2006-06-24;1;1005947;1000199
1003936;2006-06-24;1;1005947;1000200
1003937;2006-06-24;1;1005947;1000758
1003938;2006-06-24;1;1005962;1000759
1003939;2006-06-24;1;1005962;1000760
1003940;2006-06-24;1;1005971;1000761
1003941;2006-06-24;1;1005975;1000524
1003942;2006-06-24;1;1005975;1000080
1003943;2006-06-24;1;1005976;1000762
1003944;2006-06-24;1;1005976;1000763
1003945;2006-06-24;1;1005984;1000139
1003946;2006-06-24;1;1005985;1000199
1003947;2006-06-24;1;1005985;1000200
1003948;2006-06-24;1;1005986;1000041
1003949;2006-06-24;1;1005986;1000042
1003950;2006-06-24;1;1005986;1000043
1003951;2006-06-24;1;1005986;1000044
1003952;2006-06-24;1;1005986;1000045
1003953;2006-06-24;1;1005986;1000046
1003954;2006-06-24;1;1005986;1000047
1003955;2006-06-24;1;1005986;1000048
1003956;2006-06-24;1;1005996;1000409
1003957;2006-06-24;1;1005996;1000410
1003958;2006-06-24;1;1006001;1000140
1003959;2006-06-24;1;1006001;1000098
1003960;2006-06-24;1;1006003;1000764
1003961;2006-06-24;1;1006021;1000765
1003962;2006-06-24;1;1006021;1000660
1003963;2006-06-24;1;1006039;1000766
1003964;2006-06-24;1;1006046;1000767
1003965;2006-06-24;1;1006046;1000056
1003966;2006-06-24;1;1006046;1000057
1003967;2006-06-24;1;1006046;1000058
1003968;2006-06-24;1;1006046;1000059
1003969;2006-06-24;1;1006046;1000050
1003970;2006-06-24;1;1006046;1000051
1003971;2006-06-24;1;1006054;1000029
1003972;2006-06-24;1;1006057;1000088
1003973;2006-06-24;1;1006057;1000768
1003975;2006-06-24;1;1006071;1000278
1003976;2006-06-24;1;1006071;1000279
1003977;2006-06-24;1;1006073;1000038
1003978;2006-06-24;1;1006083;1000769
1003979;2006-06-24;1;1006083;1000360
1003980;2006-06-24;1;1006084;1000278
1003981;2006-06-24;1;1006084;1000279
1003982;2006-06-24;1;1006084;1000508
1003983;2006-06-24;1;1006084;1000647
1003984;2006-06-24;1;1006093;1000770
1003985;2006-06-24;1;1006093;1000771
1003986;2006-06-24;1;1006093;1000772
1003987;2006-06-24;1;1006093;1000507
1003988;2006-06-24;1;1006093;1000773
1003989;2006-06-24;1;1006095;1000278
1003990;2006-06-24;1;1006095;1000279
1003991;2006-06-24;1;1006095;1000080
1003992;2006-06-24;1;1006095;1000088
1003993;2006-06-24;1;1006102;1000739
1003994;2006-06-24;1;1006102;1000664
1003995;2006-06-24;1;1006102;1000774
1003996;2006-06-24;1;1006102;1000775
1003997;2006-06-24;1;1006102;1000665
1003998;2006-06-24;1;1006102;1000077
1003999;2006-06-24;1;1006105;1000776
1004000;2006-06-24;1;1006105;1000777
1004001;2006-06-24;1;1006112;1000736
1004002;2006-06-24;1;1006112;1000469
1004003;2006-06-24;1;1006114;1000701
1004004;2006-06-24;1;1006114;1000009
1004005;2006-06-24;1;1006117;1000391
1004006;2006-06-24;1;1006117;1000031
1004007;2006-06-24;1;1006117;1000032
1004008;2006-06-24;1;1006117;1000778
1004009;2006-06-24;1;1006117;1000056
1004010;2006-06-24;1;1006117;1000057
1004011;2006-06-24;1;1006117;1000058
1004012;2006-06-24;1;1006117;1000059
1004013;2006-06-24;1;1006124;1000655
1004014;2006-06-24;1;1006124;1000656
1004015;2006-06-24;1;1006124;1000018
1004016;2006-06-24;1;1006126;1000558
1004017;2006-06-24;1;1006126;1000149
1004018;2006-06-24;1;1006128;1000118
1004019;2006-06-24;1;1006128;1000119
1004020;2006-06-24;1;1006128;1000065
1004021;2006-06-24;1;1006128;1000066
1004022;2006-06-24;1;1006128;1000067
1004023;2006-06-24;1;1006128;1000068
1004024;2006-06-24;1;1006129;1000779
1004025;2006-06-24;1;1006140;1000038
1004026;2006-06-24;1;1006141;1000065
1004027;2006-06-24;1;1006141;1000066
1004028;2006-06-24;1;1006141;1000067
1004029;2006-06-24;1;1006141;1000068
1004030;2006-06-24;1;1006143;1000192
1004031;2006-06-24;1;1006143;1000193
1004032;2006-06-24;1;1006143;1000194
1004033;2006-06-24;1;1006145;1000110
1004034;2006-06-24;1;1006145;1000111
1004035;2006-06-24;1;1006145;1000112
1004036;2006-06-24;1;1006145;1000496
1004037;2006-06-24;1;1006145;1000497
1004038;2006-06-24;1;1006145;1000498
1004039;2006-06-24;1;1006149;1000278
1004040;2006-06-24;1;1006149;1000279
1004041;2006-06-24;1;1006149;1000324
1004042;2006-06-24;1;1006150;1000035
1004043;2006-06-24;1;1006150;1000036
1004044;2006-06-24;1;1006150;1000009
1004045;2006-06-24;1;1006150;1000678
1004046;2006-06-24;1;1006150;1000679
1004047;2006-06-24;1;1006154;1000041
1004048;2006-06-24;1;1006154;1000042
1004049;2006-06-24;1;1006154;1000043
1004050;2006-06-24;1;1006154;1000044
1004051;2006-06-24;1;1006154;1000045
1004052;2006-06-24;1;1006154;1000046
1004053;2006-06-24;1;1006154;1000047
1004054;2006-06-24;1;1006154;1000048
1004055;2006-06-24;1;1006156;1000780
1004056;2006-06-24;1;1006158;1000038
1004057;2006-06-24;1;1006166;1000101
1004058;2006-06-24;1;1006166;1000104
1004059;2006-06-24;1;1006166;1000105
1004060;2006-06-24;1;1006166;1000106
1004061;2006-06-24;1;1006166;1000107
1004062;2006-06-24;1;1006174;1000230
1004063;2006-06-24;1;1006176;1000781
1004064;2006-06-24;1;1006176;1000110
1004065;2006-06-24;1;1006176;1000111
1004066;2006-06-24;1;1006176;1000112
1004067;2006-06-24;1;1006181;1000782
1004068;2006-06-24;1;1006181;1000080
1004069;2006-06-24;1;1006181;1000088
1004070;2006-06-24;1;1006189;1000101
1004071;2006-06-24;1;1006189;1000105
1004072;2006-06-24;1;1006189;1000104
1004073;2006-06-24;1;1006189;1000106
1004074;2006-06-24;1;1006189;1000107
1004075;2006-06-24;1;1006191;1000771
1004076;2006-06-24;1;1006191;1000772
1004077;2006-06-24;1;1006191;1000773
1004078;2006-06-24;1;1006196;1000033
1004079;2006-06-24;1;1006202;1000715
1004080;2006-06-24;1;1006202;1000714
1004081;2006-06-24;1;1006214;1000778
1004082;2006-06-24;1;1006222;1000783
1004083;2006-06-24;1;1006222;1000267
1004084;2006-06-24;1;1006223;1000278
1004085;2006-06-24;1;1006223;1000279
1004086;2006-06-24;1;1006223;1000080
1004087;2006-06-24;1;1006223;1000088
1004088;2006-06-24;1;1006223;1000087
1004089;2006-06-24;1;1006230;1000471
1004090;2006-06-24;1;1006230;1000472
1004091;2006-06-24;1;1006230;1000473
1004092;2006-06-24;1;1006230;1000474
1004093;2006-06-24;1;1006231;1000784
1004094;2006-06-24;1;1006231;1000785
1004095;2006-06-24;1;1006232;1000750
1004096;2006-06-24;1;1006235;1000224
1004097;2006-06-24;1;1006243;1000053
1004098;2006-06-24;1;1006243;1000054
1004099;2006-06-24;1;1006243;1000224
1004100;2006-06-24;1;1006244;1000053
1004101;2006-06-24;1;1006244;1000054
1004102;2006-06-24;1;1006244;1000671
1004103;2006-06-24;1;1006245;1000524
1004104;2006-06-24;1;1006249;1000041
1004105;2006-06-24;1;1006249;1000042
1004106;2006-06-24;1;1006249;1000043
1004107;2006-06-24;1;1006249;1000044
1004108;2006-06-24;1;1006249;1000045
1004109;2006-06-24;1;1006249;1000046
1004110;2006-06-24;1;1006249;1000047
1004111;2006-06-24;1;1006249;1000048
1004112;2006-06-24;1;1006249;1000206
1004113;2006-06-24;1;1006249;1000207
1004114;2006-06-24;1;1006254;1000038
1004115;2006-06-24;1;1006264;1000496
1004116;2006-06-24;1;1006264;1000497
1004117;2006-06-24;1;1006264;1000498
1004118;2006-06-24;1;1006264;1000786
1004119;2006-06-24;1;1006269;1000787
1004120;2006-06-24;1;1006269;1000788
1004121;2006-06-24;1;1006269;1000235
1004122;2006-06-24;1;1006269;1000236
1004123;2006-06-24;1;1006273;1000179
1004124;2006-06-24;1;1006276;1000363
1004125;2006-06-24;1;1006276;1000789
1004126;2006-06-24;1;1006279;1000551
1004127;2006-06-24;1;1006279;1000552
1004128;2006-06-24;1;1006279;1000553
1004129;2006-06-24;1;1006279;1000790
1004130;2006-06-24;1;1006281;1000791
1004131;2006-06-24;1;1006281;1000220
1004132;2006-06-24;1;1006282;1000792
1004133;2006-06-24;1;1006282;1000230
1004134;2006-06-24;1;1006291;1000131
1004135;2006-06-24;1;1006291;1000041
1004136;2006-06-24;1;1006291;1000042
1004137;2006-06-24;1;1006291;1000043
1004138;2006-06-24;1;1006291;1000044
1004139;2006-06-24;1;1006291;1000045
1004140;2006-06-24;1;1006291;1000046
1004141;2006-06-24;1;1006291;1000047
1004142;2006-06-24;1;1006291;1000048
1004143;2006-06-24;1;1006291;1000205
1004144;2006-06-24;1;1006292;1000246
1004145;2006-06-24;1;1006293;1000143
1004146;2006-06-24;1;1006293;1000144
1004147;2006-06-24;1;1006293;1000041
1004148;2006-06-24;1;1006293;1000042
1004149;2006-06-24;1;1006293;1000043
1004150;2006-06-24;1;1006293;1000044
1004151;2006-06-24;1;1006293;1000045
1004152;2006-06-24;1;1006293;1000046
1004153;2006-06-24;1;1006293;1000047
1004154;2006-06-24;1;1006293;1000048
1004155;2006-06-24;1;1006293;1000131
1004156;2006-06-24;1;1006294;1000195
1004157;2006-06-24;1;1006297;1000669
1004158;2006-06-24;1;1006297;1000018
1004159;2006-06-24;1;1006298;1000793
1004160;2006-06-24;1;1006298;1000056
1004161;2006-06-24;1;1006298;1000057
1004162;2006-06-24;1;1006298;1000058
1004163;2006-06-24;1;1006298;1000059
1004164;2006-06-24;1;1006301;1000448
1004165;2006-06-24;1;1006301;1000449
1004166;2006-06-24;1;1006304;1000156
1004167;2006-06-24;1;1006305;1000349
1004168;2006-06-24;1;1006305;1000009
1004169;2006-06-24;1;1006306;1000129
1004170;2006-06-24;1;1006307;1000106
1004171;2006-06-24;1;1006307;1000107
1004172;2006-06-24;1;1006311;1000729
1004173;2006-06-24;1;1006311;1000327
1004174;2006-06-24;1;1006319;1000195
1004175;2006-06-24;1;1006334;1000071
1004176;2006-06-24;1;1006334;1000794
1004177;2006-06-24;1;1006342;1000795
1004178;2006-06-24;1;1006347;1000796
1004179;2006-06-24;1;1006348;1000797
1004180;2006-06-24;1;1006348;1000278
1004181;2006-06-24;1;1006348;1000279
1004182;2006-06-24;1;1006348;1000088
1004183;2006-06-24;1;1006348;1000798
1004184;2006-06-24;1;1006349;1000086
1004185;2006-06-24;1;1006349;1000085
1004186;2006-06-24;1;1006350;1000086
1004187;2006-06-24;1;1006350;1000085
1004188;2006-06-24;1;1006351;1000226
1004189;2006-06-24;1;1006351;1000227
1004190;2006-06-24;1;1006351;1000228
1004191;2006-06-24;1;1006351;1000206
1004192;2006-06-24;1;1006351;1000207
1004193;2006-06-24;1;1006354;1000545
1004194;2006-06-24;1;1006357;1000798
1004195;2006-06-24;1;1006357;1000753
1004196;2006-06-24;1;1006357;1000754
1004197;2006-06-24;1;1006357;1000088
1004198;2006-06-24;1;1006358;1000564
1004199;2006-06-24;1;1006358;1000565
1004200;2006-06-24;1;1006358;1000098
1004201;2006-06-24;1;1006359;1000139
1004202;2006-06-24;1;1006360;1000140
1004203;2006-06-24;1;1006361;1000179
1004204;2006-06-24;1;1006365;1000121
1004205;2006-06-24;1;1006365;1000065
1004206;2006-06-24;1;1006365;1000066
1004207;2006-06-24;1;1006365;1000067
1004208;2006-06-24;1;1006365;1000068
1004209;2006-06-24;1;1006368;1000009
1004210;2006-06-24;1;1006368;1000248
1004211;2006-06-24;1;1006368;1000615
1004212;2006-06-24;1;1006368;1000616
1004213;2006-06-24;1;1006368;1000729
1004214;2006-06-24;1;1006380;1000278
1004215;2006-06-24;1;1006380;1000279
1004216;2006-06-24;1;1006382;1000324
1004217;2006-06-24;1;1006382;1000088
1004218;2006-06-24;1;1006384;1000018
1004219;2006-06-24;1;1006386;1000414
1004220;2006-06-24;1;1006386;1000415
1004221;2006-06-24;1;1006387;1000324
1004222;2006-06-24;1;1006387;1000088
1004223;2006-06-24;1;1006389;1000786
1004224;2006-06-24;1;1006393;1000011
1004225;2006-06-24;1;1006393;1000674
1004226;2006-06-24;1;1006393;1000028
1004227;2006-06-24;1;1006403;1000086
1004228;2006-06-24;1;1006403;1000085
1004229;2006-06-24;1;1006409;1000025
1004230;2006-06-24;1;1006409;1000026
1004231;2006-06-24;1;1006411;1000799
1004232;2006-06-24;1;1006411;1000800
1004233;2006-06-24;1;1006412;1000056
1004234;2006-06-24;1;1006412;1000057
1004235;2006-06-24;1;1006412;1000058
1004236;2006-06-24;1;1006412;1000059
1004237;2006-06-24;1;1006412;1000087
1004238;2006-06-24;1;1006415;1000798
1004239;2006-06-24;1;1006415;1000278
1004240;2006-06-24;1;1006415;1000279
1004241;2006-06-24;1;1006420;1000146
1004242;2006-06-24;1;1006420;1000801
1004243;2006-06-24;1;1006420;1000802
1004244;2006-06-24;1;1006420;1000480
1004245;2006-06-24;1;1006420;1000481
1004246;2006-06-24;1;1006420;1000803
1004247;2006-06-24;1;1006420;1000804
1004248;2006-06-24;1;1006420;1000388
1004249;2006-06-24;1;1006420;1000389
1004250;2006-06-24;1;1006426;1000038
1004251;2006-06-24;1;1006426;1000039
1004252;2006-06-24;1;1006428;1000770
1004253;2006-06-24;1;1006428;1000507
1004254;2006-06-24;1;1006430;1000035
1004255;2006-06-24;1;1006430;1000036
1004256;2006-06-24;1;1006445;1000195
1004257;2006-06-24;1;1006450;1000118
1004258;2006-06-24;1;1006450;1000119
1004259;2006-06-24;1;1006450;1000065
1004260;2006-06-24;1;1006450;1000066
1004261;2006-06-24;1;1006450;1000067
1004262;2006-06-24;1;1006450;1000068
1004263;2006-06-24;1;1006451;1000009
1004264;2006-06-24;1;1006451;1000805
1004265;2006-06-24;1;1006460;1000806
1004266;2006-06-24;1;1006460;1000807
1004267;2006-06-24;1;1006460;1000808
1004268;2006-06-24;1;1006461;1000750
1004269;2006-06-24;1;1006463;1000116
1004270;2006-06-24;1;1006463;1000117
1004271;2006-06-24;1;1006464;1000809
1004272;2006-06-24;1;1006464;1000810
1004273;2006-06-24;1;1006464;1000774
1004274;2006-06-24;1;1006464;1000775
1004275;2006-06-24;1;1006464;1000811
1004276;2006-06-24;1;1006464;1000152
1004277;2006-06-24;1;1006464;1000153
1004278;2006-06-24;1;1006464;1000194
1004279;2006-06-24;1;1006464;1000215
1004280;2006-06-24;1;1006472;1000302
1004281;2006-06-24;1;1006472;1000113
1004282;2006-06-24;1;1006472;1000114
1004283;2006-06-24;1;1006472;1000041
1004284;2006-06-24;1;1006472;1000042
1004285;2006-06-24;1;1006472;1000043
1004286;2006-06-24;1;1006472;1000044
1004287;2006-06-24;1;1006472;1000045
1004288;2006-06-24;1;1006472;1000046
1004289;2006-06-24;1;1006472;1000047
1004290;2006-06-24;1;1006472;1000048
1004291;2006-06-24;1;1006472;1000072
1004292;2006-06-24;1;1006472;1000099
1004293;2006-06-24;1;1006472;1000100
1004294;2006-06-24;1;1006472;1000056
1004295;2006-06-24;1;1006472;1000057
1004296;2006-06-24;1;1006472;1000058
1004297;2006-06-24;1;1006472;1000059
1004298;2006-06-24;1;1006472;1000589
1004299;2006-06-24;1;1006477;1000041
1004300;2006-06-24;1;1006477;1000042
1004301;2006-06-24;1;1006477;1000043
1004302;2006-06-24;1;1006477;1000044
1004303;2006-06-24;1;1006477;1000045
1004304;2006-06-24;1;1006477;1000046
1004305;2006-06-24;1;1006477;1000047
1004306;2006-06-24;1;1006477;1000048
1004307;2006-06-24;1;1006477;1000160
1004308;2006-06-24;1;1006477;1000161
1004309;2006-06-24;1;1006477;1000162
1004310;2006-06-24;1;1006487;1000812
1004311;2006-06-24;1;1006487;1000133
1004312;2006-06-24;1;1006487;1000278
1004313;2006-06-24;1;1006487;1000279
1004314;2006-06-24;1;1006487;1000088
1004315;2006-06-24;1;1006487;1000080
1004316;2006-06-24;1;1006488;1000160
1004317;2006-06-24;1;1006488;1000161
1004318;2006-06-24;1;1006488;1000162
1004319;2006-06-24;1;1006488;1000179
1004320;2006-06-24;1;1006496;1000324
1004321;2006-06-24;1;1006496;1000278
1004322;2006-06-24;1;1006496;1000279
1004323;2006-06-24;1;1006503;1000344
1004324;2006-06-24;1;1006503;1000345
1004325;2006-06-24;1;1006504;1000813
1004326;2006-06-24;1;1006504;1000327
1004327;2006-06-24;1;1006505;1000118
1004328;2006-06-24;1;1006505;1000119
1004329;2006-06-24;1;1006505;1000065
1004330;2006-06-24;1;1006505;1000066
1004331;2006-06-24;1;1006505;1000067
1004332;2006-06-24;1;1006505;1000068
1004333;2006-06-24;1;1006506;1000041
1004334;2006-06-24;1;1006506;1000042
1004335;2006-06-24;1;1006506;1000043
1004336;2006-06-24;1;1006506;1000044
1004337;2006-06-24;1;1006506;1000045
1004338;2006-06-24;1;1006506;1000046
1004339;2006-06-24;1;1006506;1000047
1004340;2006-06-24;1;1006506;1000048
1004341;2006-06-24;1;1006507;1000814
1004343;2006-06-24;1;1006513;1000118
1004344;2006-06-24;1;1006513;1000119
1004345;2006-06-24;1;1006513;1000065
1004346;2006-06-24;1;1006513;1000066
1004347;2006-06-24;1;1006513;1000067
1004348;2006-06-24;1;1006513;1000068
1004349;2006-06-24;1;1006515;1000327
1004350;2006-06-24;1;1006516;1000080
1004351;2006-06-24;1;1006516;1000088
1004352;2006-06-24;1;1006516;1000363
1004353;2006-06-24;1;1006519;1000736
1004354;2006-06-24;1;1006519;1000469
1004355;2006-06-24;1;1006520;1000338
1004356;2006-06-24;1;1006520;1000185
1004357;2006-06-24;1;1006520;1000186
1004358;2006-06-24;1;1006520;1000336
1004359;2006-06-24;1;1006521;1000716
1004360;2006-06-24;1;1006521;1000118
1004361;2006-06-24;1;1006521;1000119
1004362;2006-06-24;1;1006521;1000065
1004363;2006-06-24;1;1006521;1000066
1004364;2006-06-24;1;1006521;1000067
1004365;2006-06-24;1;1006521;1000068
1004366;2006-06-24;1;1006522;1000179
1004367;2006-06-24;1;1006523;1000009
1004368;2006-06-24;1;1006527;1000297
1004369;2006-06-24;1;1006528;1000056
1004370;2006-06-24;1;1006528;1000057
1004371;2006-06-24;1;1006528;1000058
1004372;2006-06-24;1;1006528;1000059
1004373;2006-06-24;1;1006528;1000793
1004374;2006-06-24;1;1006532;1000224
1004375;2006-06-24;1;1006538;1000448
1004376;2006-06-24;1;1006538;1000449
1004377;2006-06-24;1;1006539;1000118
1004378;2006-06-24;1;1006539;1000119
1004379;2006-06-24;1;1006539;1000065
1004380;2006-06-24;1;1006539;1000066
1004381;2006-06-24;1;1006539;1000067
1004382;2006-06-24;1;1006539;1000068
1004383;2006-06-24;1;1006540;1000253
1004384;2006-06-24;1;1006540;1000252
1004385;2006-06-24;1;1006540;1000254
1004386;2006-06-24;1;1006543;1000816
1004387;2006-06-24;1;1006543;1000179
1004388;2006-06-24;1;1006555;1000801
1004389;2006-06-24;1;1006561;1000092
1004390;2006-06-24;1;1006561;1000720
1004391;2006-06-24;1;1006562;1000817
1004392;2006-06-24;1;1006563;1000163
1004393;2006-06-24;1;1006563;1000131
1004394;2006-06-24;1;1006564;1000131
1004395;2006-06-24;1;1006564;1000163
1004396;2006-06-24;1;1006571;1000290
1004397;2006-06-24;1;1006571;1000291
1004398;2006-06-24;1;1006571;1000289
1004399;2006-06-24;1;1006572;1000465
1004400;2006-06-24;1;1006572;1000293
1004401;2006-06-24;1;1006573;1000102
1004402;2006-06-24;1;1006573;1000103
1004403;2006-06-24;1;1006573;1000105
1004404;2006-06-24;1;1006573;1000448
1004405;2006-06-24;1;1006573;1000449
1004406;2006-06-24;1;1006575;1000305
1004407;2006-06-24;1;1006582;1000476
1004408;2006-06-24;1;1006588;1000080
1004409;2006-06-24;1;1006588;1000088
1004410;2006-06-24;1;1006588;1000011
1004411;2006-06-24;1;1006592;1000312
1004412;2006-06-24;1;1006592;1000313
1004413;2006-06-24;1;1006592;1000314
1004414;2006-06-24;1;1006593;1000312
1004415;2006-06-24;1;1006593;1000313
1004416;2006-06-24;1;1006593;1000314
1004417;2006-06-24;1;1006593;1000802
1004418;2006-06-24;1;1006595;1000336
1004419;2006-06-24;1;1006595;1000338
1004420;2006-06-24;1;1006595;1000185
1004421;2006-06-24;1;1006595;1000186
1004422;2006-06-24;1;1006596;1000818
1004423;2006-06-24;1;1006596;1000819
1004424;2006-06-24;1;1006596;1000809
1004425;2006-06-24;1;1006597;1000090
1004426;2006-06-24;1;1006597;1000091
1004427;2006-06-24;1;1006597;1000089
1004428;2006-06-24;1;1006597;1000092
1004429;2006-06-24;1;1006597;1000031
1004430;2006-06-24;1;1006597;1000032
1004431;2006-06-24;1;1006597;1000298
1004432;2006-06-24;1;1006597;1000199
1004433;2006-06-24;1;1006597;1000200
1004434;2006-06-24;1;1006597;1000352
1004435;2006-06-24;1;1006598;1000674
1004436;2006-06-24;1;1006599;1000031
1004437;2006-06-24;1;1006599;1000032
1004438;2006-06-24;1;1006599;1000056
1004439;2006-06-24;1;1006599;1000057
1004440;2006-06-24;1;1006599;1000058
1004441;2006-06-24;1;1006599;1000059
1004442;2006-06-24;1;1006599;1000778
1004443;2006-06-24;1;1006602;1000087
1004444;2006-06-24;1;1006602;1000278
1004445;2006-06-24;1;1006602;1000279
1004446;2006-06-24;1;1006602;1000080
1004447;2006-06-24;1;1006602;1000088
1004448;2006-06-24;1;1006603;1000028
1004449;2006-06-24;1;1006606;1000150
1004450;2006-06-24;1;1006606;1000151
1004451;2006-06-24;1;1006606;1000034
1004452;2006-06-24;1;1006606;1000358
1004453;2006-06-24;1;1006606;1000359
1004454;2006-06-24;1;1006617;1000791
1004455;2006-06-24;1;1006619;1000309
1004456;2006-06-24;1;1006619;1000310
1004457;2006-06-24;1;1006619;1000311
1004458;2006-06-24;1;1006619;1000088
1004459;2006-06-24;1;1006619;1000674
1004460;2006-06-24;1;1006620;1000278
1004461;2006-06-24;1;1006620;1000279
1004462;2006-06-24;1;1006620;1000820
1004463;2006-06-24;1;1006620;1000080
1004464;2006-06-24;1;1006620;1000088
1004465;2006-06-24;1;1006621;1000678
1004466;2006-06-24;1;1006621;1000679
1004467;2006-06-24;1;1006621;1000009
1004468;2006-06-24;1;1006624;1000289
1004469;2006-06-24;1;1006624;1000290
1004470;2006-06-24;1;1006624;1000291
1004471;2006-06-24;1;1006630;1000031
1004472;2006-06-24;1;1006630;1000032
1004473;2006-06-24;1;1006630;1000298
1004474;2006-06-24;1;1006630;1000199
1004475;2006-06-24;1;1006630;1000200
1004476;2006-06-24;1;1006630;1000089
1004477;2006-06-24;1;1006632;1000041
1004478;2006-06-24;1;1006632;1000042
1004479;2006-06-24;1;1006632;1000043
1004480;2006-06-24;1;1006632;1000044
1004481;2006-06-24;1;1006632;1000045
1004482;2006-06-24;1;1006632;1000046
1004483;2006-06-24;1;1006632;1000047
1004484;2006-06-24;1;1006632;1000048
1004485;2006-06-24;1;1006633;1000821
1004486;2006-06-24;1;1006633;1000508
1004487;2006-06-24;1;1006633;1000647
1004488;2006-06-24;1;1006633;1000073
1004489;2006-06-24;1;1006635;1000041
1004490;2006-06-24;1;1006635;1000042
1004491;2006-06-24;1;1006635;1000043
1004492;2006-06-24;1;1006635;1000044
1004493;2006-06-24;1;1006635;1000045
1004494;2006-06-24;1;1006635;1000046
1004495;2006-06-24;1;1006635;1000047
1004496;2006-06-24;1;1006635;1000048
1004497;2006-06-24;1;1006637;1000254
1004498;2006-06-24;1;1006642;1000188
1004499;2006-06-24;1;1006642;1000189
1004500;2006-06-24;1;1006644;1000787
1004501;2006-06-24;1;1006644;1000235
1004502;2006-06-24;1;1006644;1000236
1004503;2006-06-24;1;1006644;1000788
1004504;2006-06-24;1;1006645;1000782
1004505;2006-06-24;1;1006646;1000782
1004506;2006-06-24;1;1006648;1000822
1004507;2006-06-24;1;1006650;1000239
1004508;2006-06-24;1;1006650;1000163
1004509;2006-06-24;1;1006650;1000179
1004510;2006-06-24;1;1006651;1000677
1004511;2006-06-24;1;1006655;1000239
1004512;2006-06-24;1;1006655;1000163
1004513;2006-06-24;1;1006655;1000179
1004514;2006-06-24;1;1006658;1000035
1004515;2006-06-24;1;1006658;1000036
1004516;2006-06-24;1;1006658;1000327
1004517;2006-06-24;1;1006659;1000823
1004518;2006-06-24;1;1006659;1000824
