RecID;MStamp;MStation;IDDocument;IDDeelCD
1013354;2006-06-24;1;1013354;1000001
1013355;2006-06-24;1;1013355;1000001
1013356;2006-06-24;1;1013356;1000001
1013357;2006-06-24;1;1013357;1000001
1013358;2006-06-24;1;1013358;1000001
1013359;2006-06-24;1;1013359;1000001
1013360;2006-06-24;1;1013360;1000001
1013361;2006-06-24;1;1013361;1000001
1013362;2006-06-24;1;1013362;1000001
1013363;2006-06-24;1;1013363;1000001
1013364;2006-06-24;1;1013364;1000001
1013365;2006-06-24;1;1013365;1000001
1013366;2006-06-24;1;1013366;1000001
1013367;2006-06-24;1;1013367;1000001
1013368;2006-06-24;1;1013368;1000001
1013369;2006-06-24;1;1013369;1000001
1013370;2006-06-24;1;1013370;1000001
1013371;2006-06-24;1;1013371;1000001
1013372;2006-06-24;1;1013372;1000001
1013373;2006-06-24;1;1013373;1000001
1013374;2006-06-24;1;1013374;1000001
1013375;2006-06-24;1;1013375;1000001
1013376;2006-06-24;1;1013376;1000001
1013377;2006-06-24;1;1013377;1000001
1013378;2006-06-24;1;1013378;1000001
1013379;2006-06-24;1;1013379;1000001
1013380;2006-06-24;1;1013380;1000001
1013381;2006-06-24;1;1013381;1000001
1013382;2006-06-24;1;1013382;1000001
1013383;2006-06-24;1;1013383;1000001
1013384;2006-06-24;1;1013384;1000001
1013385;2006-06-24;1;1013385;1000001
1013386;2006-06-24;1;1013386;1000001
1013387;2006-06-24;1;1013387;1000001
1013388;2006-06-24;1;1013388;1000001
1013389;2006-06-24;1;1013389;1000001
1013390;2006-06-24;1;1013390;1000001
1013391;2006-06-24;1;1013391;1000001
1013392;2006-06-24;1;1013392;1000001
1013393;2006-06-24;1;1013393;1000001
1013394;2006-06-24;1;1013394;1000001
1013395;2006-06-24;1;1013395;1000001
1013396;2006-06-24;1;1013396;1000001
1013397;2006-06-24;1;1013397;1000001
1013398;2006-06-24;1;1013398;1000001
1013399;2006-06-24;1;1013399;1000001
1013400;2006-06-24;1;1013400;1000001
1013401;2006-06-24;1;1013401;1000001
1013402;2006-06-24;1;1013402;1000001
1013403;2006-06-24;1;1013403;1000001
1013404;2006-06-24;1;1013404;1000001
1013405;2006-06-24;1;1013405;1000001
1013406;2006-06-24;1;1013406;1000001
1013407;2006-06-24;1;1013407;1000001
1013408;2006-06-24;1;1013408;1000001
1013409;2006-06-24;1;1013409;1000001
1013410;2006-06-24;1;1013410;1000001
1013411;2006-06-24;1;1013411;1000001
1013412;2006-06-24;1;1013412;1000001
1013413;2006-06-24;1;1013413;1000001
1013414;2006-06-24;1;1013414;1000001
1013415;2006-06-24;1;1013415;1000001
1013416;2006-06-24;1;1013416;1000001
1013417;2006-06-24;1;1013417;1000001
1013418;2006-06-24;1;1013418;1000001
1013419;2006-06-24;1;1013419;1000001
1013420;2006-06-24;1;1013420;1000001
1013421;2006-06-24;1;1013421;1000001
1013422;2006-06-24;1;1013422;1000001
1013423;2006-06-24;1;1013423;1000001
1013424;2006-06-24;1;1013424;1000001
1013425;2006-06-24;1;1013425;1000001
1013426;2006-06-24;1;1013426;1000001
1013427;2006-06-24;1;1013427;1000001
1013428;2006-06-24;1;1013428;1000001
1013429;2006-06-24;1;1013429;1000001
1013431;2006-06-24;1;1013431;1000001
1013432;2006-06-24;1;1013432;1000001
1013433;2006-06-24;1;1013433;1000001
1013434;2006-06-24;1;1013434;1000001
1013435;2006-06-24;1;1013435;1000001
1013436;2006-06-24;1;1013436;1000001
1013437;2006-06-24;1;1013437;1000001
1013438;2006-06-24;1;1013438;1000001
1013439;2006-06-24;1;1013439;1000001
1013440;2006-06-24;1;1013440;1000001
1013441;2006-06-24;1;1013441;1000001
1013442;2006-06-24;1;1013442;1000001
1013443;2006-06-24;1;1013443;1000001
1013444;2006-06-24;1;1013444;1000001
1013445;2006-06-24;1;1013445;1000001
1013446;2006-06-24;1;1013446;1000001
1013447;2006-06-24;1;1013447;1000001
1013448;2006-06-24;1;1013448;1000001
1013449;2006-06-24;1;1013449;1000001
1013450;2006-06-24;1;1013450;1000001
1013451;2006-06-24;1;1013451;1000001
1013452;2006-06-24;1;1013452;1000001
1013453;2006-06-24;1;1013453;1000001
1013454;2006-06-24;1;1013454;1000001
1013455;2006-06-24;1;1013455;1000001
1013456;2006-06-24;1;1013456;1000001
1013457;2006-06-24;1;1013457;1000001
1013458;2006-06-24;1;1013458;1000001
1013459;2006-06-24;1;1013459;1000001
1013460;2006-06-24;1;1013460;1000001
1013461;2006-06-24;1;1013461;1000001
1013462;2006-06-24;1;1013462;1000001
1013463;2006-06-24;1;1013463;1000001
1013464;2006-06-24;1;1013464;1000001
1013465;2006-06-24;1;1013465;1000001
1013466;2006-06-24;1;1013466;1000001
1013467;2006-06-24;1;1013467;1000001
1013468;2006-06-24;1;1013468;1000001
1013469;2006-06-24;1;1013469;1000001
1013470;2006-06-24;1;1013470;1000001
1013471;2006-06-24;1;1013471;1000001
1013472;2006-06-24;1;1013472;1000001
1013473;2006-06-24;1;1013473;1000001
1013474;2006-06-24;1;1013474;1000001
1013475;2006-06-24;1;1013475;1000001
1013476;2006-06-24;1;1013476;1000001
1013477;2006-06-24;1;1013477;1000001
1013478;2006-06-24;1;1013478;1000001
1013479;2006-06-24;1;1013479;1000001
1013480;2006-06-24;1;1013480;1000001
1013481;2006-06-24;1;1013481;1000001
1013482;2006-06-24;1;1013482;1000001
1013483;2006-06-24;1;1013483;1000001
1013484;2006-06-24;1;1013484;1000001
1013485;2006-06-24;1;1013485;1000001
1013486;2006-06-24;1;1013486;1000001
1013487;2006-06-24;1;1013487;1000001
1013488;2006-06-24;1;1013488;1000001
1013489;2006-06-24;1;1013489;1000001
1013490;2006-06-24;1;1013490;1000001
1013491;2006-06-24;1;1013491;1000001
1013492;2006-06-24;1;1013492;1000001
1013493;2006-06-24;1;1013493;1000001
1013494;2006-06-24;1;1013494;1000001
1013495;2006-06-24;1;1013495;1000001
1013496;2006-06-24;1;1013496;1000001
1013497;2006-06-24;1;1013497;1000001
1013498;2006-06-24;1;1013498;1000001
1013499;2006-06-24;1;1013499;1000001
1013500;2006-06-24;1;1013500;1000001
1013501;2006-06-24;1;1013501;1000001
1013502;2006-06-24;1;1013502;1000001
1013503;2006-06-24;1;1013503;1000001
1013504;2006-06-24;1;1013504;1000001
1013505;2006-06-24;1;1013505;1000001
1013506;2006-06-24;1;1013506;1000001
1013507;2006-06-24;1;1013507;1000001
1013508;2006-06-24;1;1013508;1000001
1013509;2006-06-24;1;1013509;1000001
1013510;2006-06-24;1;1013510;1000001
1013511;2006-06-24;1;1013511;1000001
1013512;2006-06-24;1;1013512;1000001
1013513;2006-06-24;1;1013513;1000001
1013514;2006-06-24;1;1013514;1000001
1013515;2006-06-24;1;1013515;1000001
1013516;2006-06-24;1;1013516;1000001
1013517;2006-06-24;1;1013517;1000001
1013518;2006-06-24;1;1013518;1000001
1013519;2006-06-24;1;1013519;1000001
1013520;2006-06-24;1;1013520;1000001
1013521;2006-06-24;1;1013521;1000001
1013522;2006-06-24;1;1013522;1000001
1013523;2006-06-24;1;1013523;1000001
1013524;2006-06-24;1;1013524;1000001
1013525;2006-06-24;1;1013525;1000001
1013526;2006-06-24;1;1013526;1000001
1013527;2006-06-24;1;1013527;1000001
1013528;2006-06-24;1;1013528;1000001
1013529;2006-06-24;1;1013529;1000001
1013530;2006-06-24;1;1013530;1000001
1013531;2006-06-24;1;1013531;1000001
1013532;2006-06-24;1;1013532;1000001
1013533;2006-06-24;1;1013533;1000001
1013534;2006-06-24;1;1013534;1000001
1013535;2006-06-24;1;1013535;1000001
1013536;2006-06-24;1;1013536;1000001
1013537;2006-06-24;1;1013537;1000001
1013538;2006-06-24;1;1013538;1000001
1013539;2006-06-24;1;1013539;1000001
1013540;2006-06-24;1;1013540;1000001
1013541;2006-06-24;1;1013541;1000001
1013542;2006-06-24;1;1013542;1000001
1013543;2006-06-24;1;1013543;1000001
1013544;2006-06-24;1;1013544;1000001
1013545;2006-06-24;1;1013545;1000001
1013546;2006-06-24;1;1013546;1000001
1013547;2006-06-24;1;1013547;1000001
1013548;2006-06-24;1;1013548;1000001
1013549;2006-06-24;1;1013549;1000001
1013550;2006-06-24;1;1013550;1000001
1013551;2006-06-24;1;1013551;1000001
1013552;2006-06-24;1;1013552;1000001
1013553;2006-06-24;1;1013553;1000001
1013554;2006-06-24;1;1013554;1000001
1013555;2006-06-24;1;1013555;1000001
1013556;2006-06-24;1;1013556;1000001
1013557;2006-06-24;1;1013557;1000001
1013558;2006-06-24;1;1013558;1000001
1013559;2006-06-24;1;1013559;1000001
1013560;2006-06-24;1;1013560;1000001
1013561;2006-06-24;1;1013561;1000001
1013562;2006-06-24;1;1013562;1000001
1013563;2006-06-24;1;1013563;1000001
1013564;2006-06-24;1;1013564;1000001
1013565;2006-06-24;1;1013565;1000001
1013566;2006-06-24;1;1013566;1000001
1013567;2006-06-24;1;1013567;1000001
1013568;2006-06-24;1;1013568;1000001
1013569;2006-06-24;1;1013569;1000001
1013570;2006-06-24;1;1013570;1000001
1013571;2006-06-24;1;1013571;1000001
1013572;2006-06-24;1;1013572;1000001
1013573;2006-06-24;1;1013573;1000001
1013574;2006-06-24;1;1013574;1000001
1013575;2006-06-24;1;1013575;1000001
1013576;2006-06-24;1;1013576;1000001
1013577;2006-06-24;1;1013577;1000001
1013578;2006-06-24;1;1013578;1000001
1013579;2006-06-24;1;1013579;1000001
1013580;2006-06-24;1;1013580;1000001
1013581;2006-06-24;1;1013581;1000001
1013582;2006-06-24;1;1013582;1000001
1013583;2006-06-24;1;1013583;1000001
1013584;2006-06-24;1;1013584;1000001
1013585;2006-06-24;1;1013585;1000001
1013586;2006-06-24;1;1013586;1000001
1013587;2006-06-24;1;1013587;1000001
1013588;2006-06-24;1;1013588;1000001
1013589;2006-06-24;1;1013589;1000001
1013590;2006-06-24;1;1013590;1000001
1013591;2006-06-24;1;1013591;1000001
1013592;2006-06-24;1;1013592;1000001
1013593;2006-06-24;1;1013593;1000001
1013594;2006-06-24;1;1013594;1000001
1013595;2006-06-24;1;1013595;1000001
1013596;2006-06-24;1;1013596;1000001
1013597;2006-06-24;1;1013597;1000001
1013598;2006-06-24;1;1013598;1000001
1013599;2006-06-24;1;1013599;1000001
1013600;2006-06-24;1;1013600;1000001
1013601;2006-06-24;1;1013601;1000001
1013602;2006-06-24;1;1013602;1000001
1013603;2006-06-24;1;1013603;1000001
1013604;2006-06-24;1;1013604;1000001
1013605;2006-06-24;1;1013605;1000001
1013606;2006-06-24;1;1013606;1000001
1013607;2006-06-24;1;1013607;1000001
1013608;2006-06-24;1;1013608;1000001
1013609;2006-06-24;1;1013609;1000001
1013610;2006-06-24;1;1013610;1000001
1013611;2006-06-24;1;1013611;1000001
1013612;2006-06-24;1;1013612;1000001
1013613;2006-06-24;1;1013613;1000001
1013614;2006-06-24;1;1013614;1000001
1013615;2006-06-24;1;1013615;1000001
1013616;2006-06-24;1;1013616;1000001
1013617;2006-06-24;1;1013617;1000001
1013618;2006-06-24;1;1013618;1000001
1013619;2006-06-24;1;1013619;1000001
1013620;2006-06-24;1;1013620;1000001
1013621;2006-06-24;1;1013621;1000001
1013622;2006-06-24;1;1013622;1000001
1013623;2006-06-24;1;1013623;1000001
1013624;2006-06-24;1;1013624;1000001
1013625;2006-06-24;1;1013625;1000001
1013626;2006-06-24;1;1013626;1000001
1013627;2006-06-24;1;1013627;1000001
1013628;2006-06-24;1;1013628;1000001
1013629;2006-06-24;1;1013629;1000001
1013630;2006-06-24;1;1013630;1000001
1013631;2006-06-24;1;1013631;1000001
1013632;2006-06-24;1;1013632;1000001
1013633;2006-06-24;1;1013633;1000001
1013634;2006-06-24;1;1013634;1000001
1013635;2006-06-24;1;1013635;1000001
1013636;2006-06-24;1;1013636;1000001
1013637;2006-06-24;1;1013637;1000001
1013638;2006-06-24;1;1013638;1000001
1013639;2006-06-24;1;1013639;1000001
1013640;2006-06-24;1;1013640;1000001
1013641;2006-06-24;1;1013641;1000001
1013642;2006-06-24;1;1013642;1000001
1013643;2006-06-24;1;1013643;1000001
1013644;2006-06-24;1;1013644;1000001
1013645;2006-06-24;1;1013645;1000001
1013646;2006-06-24;1;1013646;1000001
1013647;2006-06-24;1;1013647;1000001
1013648;2006-06-24;1;1013648;1000001
1013649;2006-06-24;1;1013649;1000001
1013650;2006-06-24;1;1013650;1000001
1013651;2006-06-24;1;1013651;1000001
1013652;2006-06-24;1;1013652;1000001
1013653;2006-06-24;1;1013653;1000001
1013654;2006-06-24;1;1013654;1000001
1013655;2006-06-24;1;1013655;1000001
1013656;2006-06-24;1;1013656;1000001
1013657;2006-06-24;1;1013657;1000001
1013658;2006-06-24;1;1013658;1000001
1013659;2006-06-24;1;1013659;1000001
1013660;2006-06-24;1;1013660;1000001
1013661;2006-06-24;1;1013661;1000001
1013662;2006-06-24;1;1013662;1000001
1013663;2006-06-24;1;1013663;1000001
1013664;2006-06-24;1;1013664;1000001
1013665;2006-06-24;1;1013665;1000001
1013666;2006-06-24;1;1013666;1000001
1013667;2006-06-24;1;1013667;1000001
1013668;2006-06-24;1;1013668;1000001
1013669;2006-06-24;1;1013669;1000001
1013670;2006-06-24;1;1013670;1000001
1013671;2006-06-24;1;1013671;1000001
1013672;2006-06-24;1;1013672;1000001
1013673;2006-06-24;1;1013673;1000001
1013674;2006-06-24;1;1013674;1000001
1013675;2006-06-24;1;1013675;1000001
1013676;2006-06-24;1;1013676;1000001
1013677;2006-06-24;1;1013677;1000001
1013678;2006-06-24;1;1013678;1000001
1013679;2006-06-24;1;1013679;1000001
1013680;2006-06-24;1;1013680;1000001
1013681;2006-06-24;1;1013681;1000001
1013682;2006-06-24;1;1013682;1000001
1013683;2006-06-24;1;1013683;1000001
1013684;2006-06-24;1;1013684;1000001
1013685;2006-06-24;1;1013685;1000001
1013686;2006-06-24;1;1013686;1000001
1013687;2006-06-24;1;1013687;1000001
1013688;2006-06-24;1;1013688;1000001
1013689;2006-06-24;1;1013689;1000001
1013690;2006-06-24;1;1013690;1000001
1013691;2006-06-24;1;1013691;1000001
1013692;2006-06-24;1;1013692;1000001
1013693;2006-06-24;1;1013693;1000001
1013694;2006-06-24;1;1013694;1000001
1013695;2006-06-24;1;1013695;1000001
1013696;2006-06-24;1;1013696;1000001
1013697;2006-06-24;1;1013697;1000001
1013698;2006-06-24;1;1013698;1000001
1013699;2006-06-24;1;1013699;1000001
1013700;2006-06-24;1;1013700;1000001
1013701;2006-06-24;1;1013701;1000001
1013702;2006-06-24;1;1013702;1000001
1013703;2006-06-24;1;1013703;1000001
1013704;2006-06-24;1;1013704;1000001
1013705;2006-06-24;1;1013705;1000001
1013706;2006-06-24;1;1013706;1000001
1013707;2006-06-24;1;1013707;1000001
1013708;2006-06-24;1;1013708;1000001
1013709;2006-06-24;1;1013709;1000001
1013710;2006-06-24;1;1013710;1000001
1013711;2006-06-24;1;1013711;1000001
1013712;2006-06-24;1;1013712;1000001
1013713;2006-06-24;1;1013713;1000001
1013714;2006-06-24;1;1013714;1000001
1013715;2006-06-24;1;1013715;1000001
1013716;2006-06-24;1;1013716;1000001
1013717;2006-06-24;1;1013717;1000001
1013718;2006-06-24;1;1013718;1000001
1013719;2006-06-24;1;1013719;1000001
1013720;2006-06-24;1;1013720;1000001
1013721;2006-06-24;1;1013721;1000001
1013722;2006-06-24;1;1013722;1000001
1013723;2006-06-24;1;1013723;1000001
1013724;2006-06-24;1;1013724;1000001
1013725;2006-06-24;1;1013725;1000001
1013726;2006-06-24;1;1013726;1000001
1013727;2006-06-24;1;1013727;1000001
1013728;2006-06-24;1;1013728;1000001
1013729;2006-06-24;1;1013729;1000001
1013730;2006-06-24;1;1013730;1000001
1013731;2006-06-24;1;1013731;1000001
1013732;2006-06-24;1;1013732;1000001
1013733;2006-06-24;1;1013733;1000001
1013735;2006-06-24;1;1013735;1000001
1013736;2006-06-24;1;1013736;1000001
1013737;2006-06-24;1;1013737;1000001
1013738;2006-06-24;1;1013738;1000001
1013739;2006-06-24;1;1013739;1000001
1013740;2006-06-24;1;1013740;1000001
1013741;2006-06-24;1;1013741;1000001
1013742;2006-06-24;1;1013742;1000001
1013743;2006-06-24;1;1013743;1000001
1013744;2006-06-24;1;1013744;1000001
1013745;2006-06-24;1;1013745;1000001
1013746;2006-06-24;1;1013746;1000001
1013747;2006-06-24;1;1013747;1000001
1013748;2006-06-24;1;1013748;1000001
1013749;2006-06-24;1;1013749;1000001
1013750;2006-06-24;1;1013750;1000001
1013751;2006-06-24;1;1013751;1000001
1013752;2006-06-24;1;1013752;1000001
1013753;2006-06-24;1;1013753;1000001
1013754;2006-06-24;1;1013754;1000001
1013755;2006-06-24;1;1013755;1000001
1013756;2006-06-24;1;1013756;1000001
1013757;2006-06-24;1;1013757;1000001
1013758;2006-06-24;1;1013758;1000001
1013759;2006-06-24;1;1013759;1000001
1013760;2006-06-24;1;1013760;1000001
1013761;2006-06-24;1;1013761;1000001
1013762;2006-06-24;1;1013762;1000001
1013763;2006-06-24;1;1013763;1000001
1013764;2006-06-24;1;1013764;1000001
1013765;2006-06-24;1;1013765;1000001
1013766;2006-06-24;1;1013766;1000001
1013767;2006-06-24;1;1013767;1000001
1013768;2006-06-24;1;1013768;1000001
1013769;2006-06-24;1;1013769;1000001
1013770;2006-06-24;1;1013770;1000001
1013771;2006-06-24;1;1013771;1000001
1013772;2006-06-24;1;1013772;1000001
1013773;2006-06-24;1;1013773;1000001
1013774;2006-06-24;1;1013774;1000001
1013775;2006-06-24;1;1013775;1000001
1013776;2006-06-24;1;1013776;1000001
1013777;2006-06-24;1;1013777;1000001
1013778;2006-06-24;1;1013778;1000001
1013779;2006-06-24;1;1013779;1000001
1013780;2006-06-24;1;1013780;1000001
1013781;2006-06-24;1;1013781;1000001
1013782;2006-06-24;1;1013782;1000001
1013783;2006-06-24;1;1013783;1000001
1013784;2006-06-24;1;1013784;1000001
1013785;2006-06-24;1;1013785;1000001
1013786;2006-06-24;1;1013786;1000001
1013787;2006-06-24;1;1013787;1000001
1013788;2006-06-24;1;1013788;1000001
1013789;2006-06-24;1;1013789;1000001
1013790;2006-06-24;1;1013790;1000001
1013791;2006-06-24;1;1013791;1000001
1013792;2006-06-24;1;1013792;1000001
1013793;2006-06-24;1;1013793;1000001
1013794;2006-06-24;1;1013794;1000001
1013795;2006-06-24;1;1013795;1000001
1013796;2006-06-24;1;1013796;1000001
1013797;2006-06-24;1;1013797;1000001
1013798;2006-06-24;1;1013798;1000001
1013799;2006-06-24;1;1013799;1000001
1013800;2006-06-24;1;1013800;1000001
1013801;2006-06-24;1;1013801;1000001
1013802;2006-06-24;1;1013802;1000001
1013803;2006-06-24;1;1013803;1000001
1013804;2006-06-24;1;1013804;1000001
1013805;2006-06-24;1;1013805;1000001
1013806;2006-06-24;1;1013806;1000001
1013807;2006-06-24;1;1013807;1000001
1013808;2006-06-24;1;1013808;1000001
1013809;2006-06-24;1;1013809;1000001
1013810;2006-06-24;1;1013810;1000001
1013811;2006-06-24;1;1013811;1000001
1013812;2006-06-24;1;1013812;1000001
1013813;2006-06-24;1;1013813;1000001
1013815;2006-06-24;1;1013815;1000001
1013816;2006-06-24;1;1013816;1000001
1013817;2006-06-24;1;1013817;1000001
1013818;2006-06-24;1;1013818;1000001
1013819;2006-06-24;1;1013819;1000001
1013820;2006-06-24;1;1013820;1000001
1013821;2006-06-24;1;1013821;1000001
1013822;2006-06-24;1;1013822;1000001
1013823;2006-06-24;1;1013823;1000001
1013824;2006-06-24;1;1013824;1000001
1013825;2006-06-24;1;1013825;1000001
1013826;2006-06-24;1;1013826;1000001
1013827;2006-06-24;1;1013827;1000001
1013828;2006-06-24;1;1013828;1000001
1013829;2006-06-24;1;1013829;1000001
1013830;2006-06-24;1;1013830;1000001
1013831;2006-06-24;1;1013831;1000001
1013832;2006-06-24;1;1013832;1000001
1013833;2006-06-24;1;1013833;1000001
1013834;2006-06-24;1;1013834;1000001
1013835;2006-06-24;1;1013835;1000001
1013836;2006-06-24;1;1013836;1000001
1013837;2006-06-24;1;1013837;1000001
1013838;2006-06-24;1;1013838;1000001
1013839;2006-06-24;1;1013839;1000001
1013840;2006-06-24;1;1013840;1000001
1013841;2006-06-24;1;1013841;1000001
1013842;2006-06-24;1;1013842;1000001
1013843;2006-06-24;1;1013843;1000001
1013844;2006-06-24;1;1013844;1000001
1013845;2006-06-24;1;1013845;1000001
1013846;2006-06-24;1;1013846;1000001
1013847;2006-06-24;1;1013847;1000001
1013848;2006-06-24;1;1013848;1000001
1013849;2006-06-24;1;1013849;1000001
1013850;2006-06-24;1;1013850;1000001
1013851;2006-06-24;1;1013851;1000001
1013852;2006-06-24;1;1013852;1000001
1013853;2006-06-24;1;1013853;1000001
1013854;2006-06-24;1;1013854;1000001
1013855;2006-06-24;1;1013855;1000001
1013856;2006-06-24;1;1013856;1000001
1013857;2006-06-24;1;1013857;1000001
1013858;2006-06-24;1;1013858;1000001
1013859;2006-06-24;1;1013859;1000001
1013860;2006-06-24;1;1013860;1000001
1013861;2006-06-24;1;1013861;1000001
1013862;2006-06-24;1;1013862;1000001
1013863;2006-06-24;1;1013863;1000001
1013864;2006-06-24;1;1013864;1000001
1013865;2006-06-24;1;1013865;1000001
1013866;2006-06-24;1;1013866;1000001
1013867;2006-06-24;1;1013867;1000001
1013868;2006-06-24;1;1013868;1000001
1013869;2006-06-24;1;1013869;1000001
1013870;2006-06-24;1;1013870;1000001
1013871;2006-06-24;1;1013871;1000001
1013872;2006-06-24;1;1013872;1000001
1013873;2006-06-24;1;1013873;1000001
1013874;2006-06-24;1;1013874;1000001
1013875;2006-06-24;1;1013875;1000001
1013876;2006-06-24;1;1013876;1000001
1013877;2006-06-24;1;1013877;1000001
1013878;2006-06-24;1;1013878;1000001
1013879;2006-06-24;1;1013879;1000001
1013880;2006-06-24;1;1013880;1000001
1013881;2006-06-24;1;1013881;1000001
1013882;2006-06-24;1;1013882;1000001
1013883;2006-06-24;1;1013883;1000001
1013884;2006-06-24;1;1013884;1000001
1013885;2006-06-24;1;1013885;1000001
1013886;2006-06-24;1;1013886;1000001
1013887;2006-06-24;1;1013887;1000001
1013888;2006-06-24;1;1013888;1000001
1013889;2006-06-24;1;1013889;1000001
1013890;2006-06-24;1;1013890;1000001
1013891;2006-06-24;1;1013891;1000001
1013892;2006-06-24;1;1013892;1000001
1013893;2006-06-24;1;1013893;1000001
1013894;2006-06-24;1;1013894;1000001
1013895;2006-06-24;1;1013895;1000001
1013896;2006-06-24;1;1013896;1000001
1013897;2006-06-24;1;1013897;1000001
1013898;2006-06-24;1;1013898;1000001
1013899;2006-06-24;1;1013899;1000001
1013900;2006-06-24;1;1013900;1000001
1013901;2006-06-24;1;1013901;1000001
1013902;2006-06-24;1;1013902;1000001
1013903;2006-06-24;1;1013903;1000001
1013904;2006-06-24;1;1013904;1000001
1013905;2006-06-24;1;1013905;1000001
1013906;2006-06-24;1;1013906;1000001
1013907;2006-06-24;1;1013907;1000001
1013908;2006-06-24;1;1013908;1000001
1013909;2006-06-24;1;1013909;1000001
1013910;2006-06-24;1;1013910;1000001
1013911;2006-06-24;1;1013911;1000001
1013912;2006-06-24;1;1013912;1000001
1013913;2006-06-24;1;1013913;1000001
1013914;2006-06-24;1;1013914;1000001
1013915;2006-06-24;1;1013915;1000001
1013916;2006-06-24;1;1013916;1000001
1013917;2006-06-24;1;1013917;1000001
1013918;2006-06-24;1;1013918;1000001
1013919;2006-06-24;1;1013919;1000001
1013920;2006-06-24;1;1013920;1000001
1013921;2006-06-24;1;1013921;1000001
1013922;2006-06-24;1;1013922;1000001
1013923;2006-06-24;1;1013923;1000001
1013924;2006-06-24;1;1013924;1000001
1013925;2006-06-24;1;1013925;1000001
1013926;2006-06-24;1;1013926;1000001
1013927;2006-06-24;1;1013927;1000001
1013928;2006-06-24;1;1013928;1000001
1013929;2006-06-24;1;1013929;1000001
1013930;2006-06-24;1;1013930;1000001
1013931;2006-06-24;1;1013931;1000001
1013932;2006-06-24;1;1013932;1000001
1013933;2006-06-24;1;1013933;1000001
1013934;2006-06-24;1;1013934;1000001
1013935;2006-06-24;1;1013935;1000001
1013936;2006-06-24;1;1013936;1000001
1013937;2006-06-24;1;1013937;1000001
1013938;2006-06-24;1;1013938;1000001
1013939;2006-06-24;1;1013939;1000001
1013940;2006-06-24;1;1013940;1000001
1013941;2006-06-24;1;1013941;1000001
1013942;2006-06-24;1;1013942;1000001
1013943;2006-06-24;1;1013943;1000001
1013944;2006-06-24;1;1013944;1000001
1013945;2006-06-24;1;1013945;1000001
1013946;2006-06-24;1;1013946;1000001
1013947;2006-06-24;1;1013947;1000001
1013948;2006-06-24;1;1013948;1000001
1013949;2006-06-24;1;1013949;1000001
1013950;2006-06-24;1;1013950;1000001
1013951;2006-06-24;1;1013951;1000001
1013952;2006-06-24;1;1013952;1000001
1013953;2006-06-24;1;1013953;1000001
1013954;2006-06-24;1;1013954;1000001
1013955;2006-06-24;1;1013955;1000001
1013956;2006-06-24;1;1013956;1000001
1013957;2006-06-24;1;1013957;1000001
1013958;2006-06-24;1;1013958;1000001
1013959;2006-06-24;1;1013959;1000001
1013960;2006-06-24;1;1013960;1000001
1013961;2006-06-24;1;1013961;1000001
1013962;2006-06-24;1;1013962;1000001
1013963;2006-06-24;1;1013963;1000001
1013964;2006-06-24;1;1013964;1000001
1013965;2006-06-24;1;1013965;1000001
1013966;2006-06-24;1;1013966;1000001
1013967;2006-06-24;1;1013967;1000001
1013968;2006-06-24;1;1013968;1000001
1013969;2006-06-24;1;1013969;1000001
1013970;2006-06-24;1;1013970;1000001
1013971;2006-06-24;1;1013971;1000001
1013972;2006-06-24;1;1013972;1000001
1013973;2006-06-24;1;1013973;1000001
1013974;2006-06-24;1;1013974;1000001
1013975;2006-06-24;1;1013975;1000001
1013976;2006-06-24;1;1013976;1000001
1013977;2006-06-24;1;1013977;1000001
1013978;2006-06-24;1;1013978;1000001
1013979;2006-06-24;1;1013979;1000001
1013980;2006-06-24;1;1013980;1000001
1013981;2006-06-24;1;1013981;1000001
1013982;2006-06-24;1;1013982;1000001
1013983;2006-06-24;1;1013983;1000001
1013984;2006-06-24;1;1013984;1000001
1013985;2006-06-24;1;1013985;1000001
1013986;2006-06-24;1;1013986;1000001
1013987;2006-06-24;1;1013987;1000001
1013988;2006-06-24;1;1013988;1000001
1013989;2006-06-24;1;1013989;1000001
1013990;2006-06-24;1;1013990;1000001
1013991;2006-06-24;1;1013991;1000001
1013992;2006-06-24;1;1013992;1000001
1013993;2006-06-24;1;1013993;1000001
1013994;2006-06-24;1;1013994;1000001
1013995;2006-06-24;1;1013995;1000001
1013996;2006-06-24;1;1013996;1000001
1013997;2006-06-24;1;1013997;1000001
1013998;2006-06-24;1;1013998;1000001
1013999;2006-06-24;1;1013999;1000001
1014000;2006-06-24;1;1014000;1000001
1014001;2006-06-24;1;1014001;1000001
1014002;2006-06-24;1;1014002;1000001
1014003;2006-06-24;1;1014003;1000001
1014004;2006-06-24;1;1014004;1000001
1014005;2006-06-24;1;1014005;1000001
1014006;2006-06-24;1;1014006;1000001
1014007;2006-06-24;1;1014007;1000001
1014008;2006-06-24;1;1014008;1000001
1014009;2006-06-24;1;1014009;1000001
1014010;2006-06-24;1;1014010;1000001
1014011;2006-06-24;1;1014011;1000001
1014012;2006-06-24;1;1014012;1000001
1014013;2006-06-24;1;1014013;1000001
1014014;2006-06-24;1;1014014;1000001
1014015;2006-06-24;1;1014015;1000001
1014016;2006-06-24;1;1014016;1000001
1014017;2006-06-24;1;1014017;1000001
1014018;2006-06-24;1;1014018;1000001
1014019;2006-06-24;1;1014019;1000001
1014020;2006-06-24;1;1014020;1000001
1014021;2006-06-24;1;1014021;1000001
