RecID;MStamp;MStation;IDDocument;IDDeelCD
1006001;2006-06-24;1;1006001;1000001
1006002;2006-06-24;1;1006002;1000001
1006003;2006-06-24;1;1006003;1000001
1006004;2006-06-24;1;1006004;1000001
1006005;2006-06-24;1;1006005;1000001
1006006;2006-06-24;1;1006006;1000001
1006007;2006-06-24;1;1006007;1000001
1006008;2006-06-24;1;1006008;1000001
1006009;2006-06-24;1;1006009;1000001
1006010;2006-06-24;1;1006010;1000001
1006011;2006-06-24;1;1006011;1000001
1006012;2006-06-24;1;1006012;1000001
1006013;2006-06-24;1;1006013;1000001
1006014;2006-06-24;1;1006014;1000001
1006015;2006-06-24;1;1006015;1000001
1006016;2006-06-24;1;1006016;1000001
1006017;2006-06-24;1;1006017;1000001
1006018;2006-06-24;1;1006018;1000001
1006019;2006-06-24;1;1006019;1000001
1006020;2006-06-24;1;1006020;1000001
1006021;2006-06-24;1;1006021;1000001
1006022;2006-06-24;1;1006022;1000001
1006023;2006-06-24;1;1006023;1000001
1006024;2006-06-24;1;1006024;1000001
1006025;2006-06-24;1;1006025;1000001
1006026;2006-06-24;1;1006026;1000001
1006027;2006-06-24;1;1006027;1000001
1006028;2006-06-24;1;1006028;1000001
1006029;2006-06-24;1;1006029;1000001
1006030;2006-06-24;1;1006030;1000001
1006031;2006-06-24;1;1006031;1000001
1006032;2006-06-24;1;1006032;1000001
1006033;2006-06-24;1;1006033;1000001
1006034;2006-06-24;1;1006034;1000001
1006035;2006-06-24;1;1006035;1000001
1006036;2006-06-24;1;1006036;1000001
1006037;2006-06-24;1;1006037;1000001
1006038;2006-06-24;1;1006038;1000001
1006039;2006-06-24;1;1006039;1000001
1006040;2006-06-24;1;1006040;1000001
1006041;2006-06-24;1;1006041;1000001
1006042;2006-06-24;1;1006042;1000001
1006043;2006-06-24;1;1006043;1000001
1006044;2006-06-24;1;1006044;1000001
1006045;2006-06-24;1;1006045;1000001
1006046;2006-06-24;1;1006046;1000001
1006047;2006-06-24;1;1006047;1000001
1006048;2006-06-24;1;1006048;1000001
1006049;2006-06-24;1;1006049;1000001
1006050;2006-06-24;1;1006050;1000001
1006051;2006-06-24;1;1006051;1000001
1006052;2006-06-24;1;1006052;1000001
1006053;2006-06-24;1;1006053;1000001
1006054;2006-06-24;1;1006054;1000001
1006055;2006-06-24;1;1006055;1000001
1006056;2006-06-24;1;1006056;1000001
1006057;2006-06-24;1;1006057;1000001
1006058;2006-06-24;1;1006058;1000001
1006059;2006-06-24;1;1006059;1000001
1006060;2006-06-24;1;1006060;1000001
1006061;2006-06-24;1;1006061;1000001
1006062;2006-06-24;1;1006062;1000001
1006063;2006-06-24;1;1006063;1000001
1006064;2006-06-24;1;1006064;1000001
1006065;2006-06-24;1;1006065;1000001
1006066;2006-06-24;1;1006066;1000001
1006067;2006-06-24;1;1006067;1000001
1006068;2006-06-24;1;1006068;1000001
1006069;2006-06-24;1;1006069;1000001
1006070;2006-06-24;1;1006070;1000001
1006071;2006-06-24;1;1006071;1000001
1006072;2006-06-24;1;1006072;1000001
1006073;2006-06-24;1;1006073;1000001
1006074;2006-06-24;1;1006074;1000001
1006075;2006-06-24;1;1006075;1000001
1006076;2006-06-24;1;1006076;1000001
1006077;2006-06-24;1;1006077;1000001
1006078;2006-06-24;1;1006078;1000001
1006079;2006-06-24;1;1006079;1000001
1006080;2006-06-24;1;1006080;1000001
1006081;2006-06-24;1;1006081;1000001
1006082;2006-06-24;1;1006082;1000001
1006083;2006-06-24;1;1006083;1000001
1006084;2006-06-24;1;1006084;1000001
1006085;2006-06-24;1;1006085;1000001
1006086;2006-06-24;1;1006086;1000001
1006087;2006-06-24;1;1006087;1000001
1006088;2006-06-24;1;1006088;1000001
1006089;2006-06-24;1;1006089;1000001
1006090;2006-06-24;1;1006090;1000001
1006091;2006-06-24;1;1006091;1000001
1006092;2006-06-24;1;1006092;1000001
1006093;2006-06-24;1;1006093;1000001
1006094;2006-06-24;1;1006094;1000001
1006095;2006-06-24;1;1006095;1000001
1006096;2006-06-24;1;1006096;1000001
1006097;2006-06-24;1;1006097;1000001
1006098;2006-06-24;1;1006098;1000001
1006099;2006-06-24;1;1006099;1000001
1006100;2006-06-24;1;1006100;1000001
1006101;2006-06-24;1;1006101;1000001
1006102;2006-06-24;1;1006102;1000001
1006103;2006-06-24;1;1006103;1000001
1006104;2006-06-24;1;1006104;1000001
1006105;2006-06-24;1;1006105;1000001
1006106;2006-06-24;1;1006106;1000001
1006107;2006-06-24;1;1006107;1000001
1006108;2006-06-24;1;1006108;1000001
1006109;2006-06-24;1;1006109;1000001
1006110;2006-06-24;1;1006110;1000001
1006111;2006-06-24;1;1006111;1000001
1006112;2006-06-24;1;1006112;1000001
1006113;2006-06-24;1;1006113;1000001
1006114;2006-06-24;1;1006114;1000001
1006115;2006-06-24;1;1006115;1000001
1006116;2006-06-24;1;1006116;1000001
1006117;2006-06-24;1;1006117;1000001
1006118;2006-06-24;1;1006118;1000001
1006119;2006-06-24;1;1006119;1000001
1006120;2006-06-24;1;1006120;1000001
1006121;2006-06-24;1;1006121;1000001
1006122;2006-06-24;1;1006122;1000001
1006123;2006-06-24;1;1006123;1000001
1006124;2006-06-24;1;1006124;1000001
1006125;2006-06-24;1;1006125;1000001
1006126;2006-06-24;1;1006126;1000001
1006127;2006-06-24;1;1006127;1000001
1006128;2006-06-24;1;1006128;1000001
1006129;2006-06-24;1;1006129;1000001
1006130;2006-06-24;1;1006130;1000001
1006131;2006-06-24;1;1006131;1000001
1006132;2006-06-24;1;1006132;1000001
1006133;2006-06-24;1;1006133;1000001
1006134;2006-06-24;1;1006134;1000001
1006135;2006-06-24;1;1006135;1000001
1006136;2006-06-24;1;1006136;1000001
1006137;2006-06-24;1;1006137;1000001
1006138;2006-06-24;1;1006138;1000001
1006139;2006-06-24;1;1006139;1000001
1006140;2006-06-24;1;1006140;1000001
1006141;2006-06-24;1;1006141;1000001
1006142;2006-06-24;1;1006142;1000001
1006143;2006-06-24;1;1006143;1000001
1006144;2006-06-24;1;1006144;1000001
1006145;2006-06-24;1;1006145;1000001
1006146;2006-06-24;1;1006146;1000001
1006147;2006-06-24;1;1006147;1000001
1006148;2006-06-24;1;1006148;1000001
1006149;2006-06-24;1;1006149;1000001
1006150;2006-06-24;1;1006150;1000001
1006151;2006-06-24;1;1006151;1000001
1006152;2006-06-24;1;1006152;1000001
1006153;2006-06-24;1;1006153;1000001
1006154;2006-06-24;1;1006154;1000001
1006155;2006-06-24;1;1006155;1000001
1006156;2006-06-24;1;1006156;1000001
1006157;2006-06-24;1;1006157;1000001
1006158;2006-06-24;1;1006158;1000001
1006159;2006-06-24;1;1006159;1000001
1006160;2006-06-24;1;1006160;1000001
1006161;2006-06-24;1;1006161;1000001
1006162;2006-06-24;1;1006162;1000001
1006163;2006-06-24;1;1006163;1000001
1006164;2006-06-24;1;1006164;1000001
1006165;2006-06-24;1;1006165;1000001
1006166;2006-06-24;1;1006166;1000001
1006167;2006-06-24;1;1006167;1000001
1006168;2006-06-24;1;1006168;1000001
1006169;2006-06-24;1;1006169;1000001
1006170;2006-06-24;1;1006170;1000001
1006171;2006-06-24;1;1006171;1000001
1006172;2006-06-24;1;1006172;1000001
1006173;2006-06-24;1;1006173;1000001
1006174;2006-06-24;1;1006174;1000001
1006175;2006-06-24;1;1006175;1000001
1006176;2006-06-24;1;1006176;1000001
1006177;2006-06-24;1;1006177;1000001
1006178;2006-06-24;1;1006178;1000001
1006179;2006-06-24;1;1006179;1000001
1006180;2006-06-24;1;1006180;1000001
1006181;2006-06-24;1;1006181;1000001
1006182;2006-06-24;1;1006182;1000001
1006183;2006-06-24;1;1006183;1000001
1006184;2006-06-24;1;1006184;1000001
1006185;2006-06-24;1;1006185;1000001
1006186;2006-06-24;1;1006186;1000001
1006187;2006-06-24;1;1006187;1000001
1006188;2006-06-24;1;1006188;1000001
1006189;2006-06-24;1;1006189;1000001
1006190;2006-06-24;1;1006190;1000001
1006191;2006-06-24;1;1006191;1000001
1006192;2006-06-24;1;1006192;1000001
1006193;2006-06-24;1;1006193;1000001
1006194;2006-06-24;1;1006194;1000001
1006195;2006-06-24;1;1006195;1000001
1006196;2006-06-24;1;1006196;1000001
1006197;2006-06-24;1;1006197;1000001
1006198;2006-06-24;1;1006198;1000001
1006199;2006-06-24;1;1006199;1000001
1006200;2006-06-24;1;1006200;1000001
1006201;2006-06-24;1;1006201;1000001
1006202;2006-06-24;1;1006202;1000001
1006203;2006-06-24;1;1006203;1000001
1006204;2006-06-24;1;1006204;1000001
1006205;2006-06-24;1;1006205;1000001
1006206;2006-06-24;1;1006206;1000001
1006207;2006-06-24;1;1006207;1000001
1006208;2006-06-24;1;1006208;1000001
1006209;2006-06-24;1;1006209;1000001
1006210;2006-06-24;1;1006210;1000001
1006211;2006-06-24;1;1006211;1000001
1006212;2006-06-24;1;1006212;1000001
1006213;2006-06-24;1;1006213;1000001
1006214;2006-06-24;1;1006214;1000001
1006215;2006-06-24;1;1006215;1000001
1006216;2006-06-24;1;1006216;1000001
1006217;2006-06-24;1;1006217;1000001
1006218;2006-06-24;1;1006218;1000001
1006219;2006-06-24;1;1006219;1000001
1006220;2006-06-24;1;1006220;1000001
1006221;2006-06-24;1;1006221;1000001
1006222;2006-06-24;1;1006222;1000001
1006223;2006-06-24;1;1006223;1000001
1006224;2006-06-24;1;1006224;1000001
1006225;2006-06-24;1;1006225;1000001
1006226;2006-06-24;1;1006226;1000001
1006227;2006-06-24;1;1006227;1000001
1006228;2006-06-24;1;1006228;1000001
1006229;2006-06-24;1;1006229;1000001
1006230;2006-06-24;1;1006230;1000001
1006231;2006-06-24;1;1006231;1000001
1006232;2006-06-24;1;1006232;1000001
1006233;2006-06-24;1;1006233;1000001
1006234;2006-06-24;1;1006234;1000001
1006235;2006-06-24;1;1006235;1000001
1006236;2006-06-24;1;1006236;1000001
1006237;2006-06-24;1;1006237;1000001
1006238;2006-06-24;1;1006238;1000001
1006239;2006-06-24;1;1006239;1000001
1006240;2006-06-24;1;1006240;1000001
1006241;2006-06-24;1;1006241;1000001
1006242;2006-06-24;1;1006242;1000001
1006243;2006-06-24;1;1006243;1000001
1006244;2006-06-24;1;1006244;1000001
1006245;2006-06-24;1;1006245;1000001
1006246;2006-06-24;1;1006246;1000001
1006247;2006-06-24;1;1006247;1000001
1006248;2006-06-24;1;1006248;1000001
1006249;2006-06-24;1;1006249;1000001
1006250;2006-06-24;1;1006250;1000001
1006251;2006-06-24;1;1006251;1000001
1006252;2006-06-24;1;1006252;1000001
1006253;2006-06-24;1;1006253;1000001
1006254;2006-06-24;1;1006254;1000001
1006255;2006-06-24;1;1006255;1000001
1006256;2006-06-24;1;1006256;1000001
1006257;2006-06-24;1;1006257;1000001
1006258;2006-06-24;1;1006258;1000001
1006259;2006-06-24;1;1006259;1000001
1006260;2006-06-24;1;1006260;1000001
1006261;2006-06-24;1;1006261;1000001
1006262;2006-06-24;1;1006262;1000001
1006263;2006-06-24;1;1006263;1000001
1006264;2006-06-24;1;1006264;1000001
1006265;2006-06-24;1;1006265;1000001
1006266;2006-06-24;1;1006266;1000001
1006267;2006-06-24;1;1006267;1000001
1006268;2006-06-24;1;1006268;1000001
1006269;2006-06-24;1;1006269;1000001
1006270;2006-06-24;1;1006270;1000001
1006271;2006-06-24;1;1006271;1000001
1006272;2006-06-24;1;1006272;1000001
1006273;2006-06-24;1;1006273;1000001
1006274;2006-06-24;1;1006274;1000001
1006275;2006-06-24;1;1006275;1000001
1006276;2006-06-24;1;1006276;1000001
1006277;2006-06-24;1;1006277;1000001
1006278;2006-06-24;1;1006278;1000001
1006279;2006-06-24;1;1006279;1000001
1006280;2006-06-24;1;1006280;1000001
1006281;2006-06-24;1;1006281;1000001
1006282;2006-06-24;1;1006282;1000001
1006283;2006-06-24;1;1006283;1000001
1006284;2006-06-24;1;1006284;1000001
1006285;2006-06-24;1;1006285;1000001
1006286;2006-06-24;1;1006286;1000001
1006287;2006-06-24;1;1006287;1000001
1006288;2006-06-24;1;1006288;1000001
1006289;2006-06-24;1;1006289;1000001
1006290;2006-06-24;1;1006290;1000001
1006291;2006-06-24;1;1006291;1000001
1006292;2006-06-24;1;1006292;1000001
1006293;2006-06-24;1;1006293;1000001
1006294;2006-06-24;1;1006294;1000001
1006295;2006-06-24;1;1006295;1000001
1006296;2006-06-24;1;1006296;1000001
1006297;2006-06-24;1;1006297;1000001
1006298;2006-06-24;1;1006298;1000001
1006299;2006-06-24;1;1006299;1000001
1006300;2006-06-24;1;1006300;1000001
1006301;2006-06-24;1;1006301;1000001
1006302;2006-06-24;1;1006302;1000001
1006303;2006-06-24;1;1006303;1000001
1006304;2006-06-24;1;1006304;1000001
1006305;2006-06-24;1;1006305;1000001
1006306;2006-06-24;1;1006306;1000001
1006307;2006-06-24;1;1006307;1000001
1006308;2006-06-24;1;1006308;1000001
1006309;2006-06-24;1;1006309;1000001
1006310;2006-06-24;1;1006310;1000001
1006311;2006-06-24;1;1006311;1000001
1006312;2006-06-24;1;1006312;1000001
1006313;2006-06-24;1;1006313;1000001
1006314;2006-06-24;1;1006314;1000001
1006315;2006-06-24;1;1006315;1000001
1006316;2006-06-24;1;1006316;1000001
1006317;2006-06-24;1;1006317;1000001
1006318;2006-06-24;1;1006318;1000001
1006319;2006-06-24;1;1006319;1000001
1006320;2006-06-24;1;1006320;1000001
1006321;2006-06-24;1;1006321;1000001
1006322;2006-06-24;1;1006322;1000001
1006323;2006-06-24;1;1006323;1000001
1006324;2006-06-24;1;1006324;1000001
1006325;2006-06-24;1;1006325;1000001
1006326;2006-06-24;1;1006326;1000001
1006327;2006-06-24;1;1006327;1000001
1006328;2006-06-24;1;1006328;1000001
1006329;2006-06-24;1;1006329;1000001
1006330;2006-06-24;1;1006330;1000001
1006331;2006-06-24;1;1006331;1000001
1006332;2006-06-24;1;1006332;1000001
1006333;2006-06-24;1;1006333;1000001
1006334;2006-06-24;1;1006334;1000001
1006335;2006-06-24;1;1006335;1000001
1006336;2006-06-24;1;1006336;1000001
1006337;2006-06-24;1;1006337;1000001
1006338;2006-06-24;1;1006338;1000001
1006339;2006-06-24;1;1006339;1000001
1006340;2006-06-24;1;1006340;1000001
1006341;2006-06-24;1;1006341;1000001
1006342;2006-06-24;1;1006342;1000001
1006343;2006-06-24;1;1006343;1000001
1006344;2006-06-24;1;1006344;1000001
1006345;2006-06-24;1;1006345;1000001
1006346;2006-06-24;1;1006346;1000001
1006347;2006-06-24;1;1006347;1000001
1006348;2006-06-24;1;1006348;1000001
1006349;2006-06-24;1;1006349;1000001
1006350;2006-06-24;1;1006350;1000001
1006351;2006-06-24;1;1006351;1000001
1006352;2006-06-24;1;1006352;1000001
1006353;2006-06-24;1;1006353;1000001
1006354;2006-06-24;1;1006354;1000001
1006355;2006-06-24;1;1006355;1000001
1006356;2006-06-24;1;1006356;1000001
1006357;2006-06-24;1;1006357;1000001
1006358;2006-06-24;1;1006358;1000001
1006359;2006-06-24;1;1006359;1000001
1006360;2006-06-24;1;1006360;1000001
1006361;2006-06-24;1;1006361;1000001
1006362;2006-06-24;1;1006362;1000001
1006363;2006-06-24;1;1006363;1000001
1006364;2006-06-24;1;1006364;1000001
1006365;2006-06-24;1;1006365;1000001
1006366;2006-06-24;1;1006366;1000001
1006367;2006-06-24;1;1006367;1000001
1006368;2006-06-24;1;1006368;1000001
1006369;2006-06-24;1;1006369;1000001
1006370;2006-06-24;1;1006370;1000001
1006371;2006-06-24;1;1006371;1000001
1006372;2006-06-24;1;1006372;1000001
1006373;2006-06-24;1;1006373;1000001
1006374;2006-06-24;1;1006374;1000001
1006375;2006-06-24;1;1006375;1000001
1006376;2006-06-24;1;1006376;1000001
1006377;2006-06-24;1;1006377;1000001
1006378;2006-06-24;1;1006378;1000001
1006379;2006-06-24;1;1006379;1000001
1006380;2006-06-24;1;1006380;1000001
1006381;2006-06-24;1;1006381;1000001
1006382;2006-06-24;1;1006382;1000001
1006383;2006-06-24;1;1006383;1000001
1006384;2006-06-24;1;1006384;1000001
1006385;2006-06-24;1;1006385;1000001
1006386;2006-06-24;1;1006386;1000001
1006387;2006-06-24;1;1006387;1000001
1006388;2006-06-24;1;1006388;1000001
1006389;2006-06-24;1;1006389;1000001
1006390;2006-06-24;1;1006390;1000001
1006391;2006-06-24;1;1006391;1000001
1006392;2006-06-24;1;1006392;1000001
1006393;2006-06-24;1;1006393;1000001
1006394;2006-06-24;1;1006394;1000001
1006395;2006-06-24;1;1006395;1000001
1006396;2006-06-24;1;1006396;1000001
1006397;2006-06-24;1;1006397;1000001
1006398;2006-06-24;1;1006398;1000001
1006399;2006-06-24;1;1006399;1000001
1006400;2006-06-24;1;1006400;1000001
1006401;2006-06-24;1;1006401;1000001
1006402;2006-06-24;1;1006402;1000001
1006403;2006-06-24;1;1006403;1000001
1006404;2006-06-24;1;1006404;1000001
1006405;2006-06-24;1;1006405;1000001
1006406;2006-06-24;1;1006406;1000001
1006407;2006-06-24;1;1006407;1000001
1006408;2006-06-24;1;1006408;1000001
1006409;2006-06-24;1;1006409;1000001
1006410;2006-06-24;1;1006410;1000001
1006411;2006-06-24;1;1006411;1000001
1006412;2006-06-24;1;1006412;1000001
1006413;2006-06-24;1;1006413;1000001
1006414;2006-06-24;1;1006414;1000001
1006415;2006-06-24;1;1006415;1000001
1006416;2006-06-24;1;1006416;1000001
1006417;2006-06-24;1;1006417;1000001
1006418;2006-06-24;1;1006418;1000001
1006419;2006-06-24;1;1006419;1000001
1006420;2006-06-24;1;1006420;1000001
1006421;2006-06-24;1;1006421;1000001
1006422;2006-06-24;1;1006422;1000001
1006423;2006-06-24;1;1006423;1000001
1006424;2006-06-24;1;1006424;1000001
1006425;2006-06-24;1;1006425;1000001
1006426;2006-06-24;1;1006426;1000001
1006427;2006-06-24;1;1006427;1000001
1006428;2006-06-24;1;1006428;1000001
1006429;2006-06-24;1;1006429;1000001
1006430;2006-06-24;1;1006430;1000001
1006431;2006-06-24;1;1006431;1000001
1006432;2006-06-24;1;1006432;1000001
1006433;2006-06-24;1;1006433;1000001
1006434;2006-06-24;1;1006434;1000001
1006435;2006-06-24;1;1006435;1000001
1006436;2006-06-24;1;1006436;1000001
1006437;2006-06-24;1;1006437;1000001
1006438;2006-06-24;1;1006438;1000001
1006439;2006-06-24;1;1006439;1000001
1006440;2006-06-24;1;1006440;1000001
1006441;2006-06-24;1;1006441;1000001
1006442;2006-06-24;1;1006442;1000001
1006443;2006-06-24;1;1006443;1000001
1006444;2006-06-24;1;1006444;1000001
1006445;2006-06-24;1;1006445;1000001
1006446;2006-06-24;1;1006446;1000001
1006447;2006-06-24;1;1006447;1000001
1006448;2006-06-24;1;1006448;1000001
1006449;2006-06-24;1;1006449;1000001
1006450;2006-06-24;1;1006450;1000001
1006451;2006-06-24;1;1006451;1000001
1006452;2006-06-24;1;1006452;1000001
1006453;2006-06-24;1;1006453;1000001
1006454;2006-06-24;1;1006454;1000001
1006455;2006-06-24;1;1006455;1000001
1006456;2006-06-24;1;1006456;1000001
1006457;2006-06-24;1;1006457;1000001
1006458;2006-06-24;1;1006458;1000001
1006459;2006-06-24;1;1006459;1000001
1006460;2006-06-24;1;1006460;1000001
1006461;2006-06-24;1;1006461;1000001
1006462;2006-06-24;1;1006462;1000001
1006463;2006-06-24;1;1006463;1000001
1006464;2006-06-24;1;1006464;1000001
1006465;2006-06-24;1;1006465;1000001
1006466;2006-06-24;1;1006466;1000001
1006467;2006-06-24;1;1006467;1000001
1006468;2006-06-24;1;1006468;1000001
1006469;2006-06-24;1;1006469;1000001
1006470;2006-06-24;1;1006470;1000001
1006471;2006-06-24;1;1006471;1000001
1006472;2006-06-24;1;1006472;1000001
1006473;2006-06-24;1;1006473;1000001
1006474;2006-06-24;1;1006474;1000001
1006475;2006-06-24;1;1006475;1000001
1006476;2006-06-24;1;1006476;1000001
1006477;2006-06-24;1;1006477;1000001
1006478;2006-06-24;1;1006478;1000001
1006479;2006-06-24;1;1006479;1000001
1006480;2006-06-24;1;1006480;1000001
1006481;2006-06-24;1;1006481;1000001
1006482;2006-06-24;1;1006482;1000001
1006483;2006-06-24;1;1006483;1000001
1006484;2006-06-24;1;1006484;1000001
1006485;2006-06-24;1;1006485;1000001
1006486;2006-06-24;1;1006486;1000001
1006487;2006-06-24;1;1006487;1000001
1006488;2006-06-24;1;1006488;1000001
1006489;2006-06-24;1;1006489;1000001
1006490;2006-06-24;1;1006490;1000001
1006491;2006-06-24;1;1006491;1000001
1006492;2006-06-24;1;1006492;1000001
1006493;2006-06-24;1;1006493;1000001
1006494;2006-06-24;1;1006494;1000001
1006495;2006-06-24;1;1006495;1000001
1006496;2006-06-24;1;1006496;1000001
1006497;2006-06-24;1;1006497;1000001
1006498;2006-06-24;1;1006498;1000001
1006499;2006-06-24;1;1006499;1000001
1006500;2006-06-24;1;1006500;1000001
1006501;2006-06-24;1;1006501;1000001
1006502;2006-06-24;1;1006502;1000001
1006503;2006-06-24;1;1006503;1000001
1006504;2006-06-24;1;1006504;1000001
1006505;2006-06-24;1;1006505;1000001
1006506;2006-06-24;1;1006506;1000001
1006507;2006-06-24;1;1006507;1000001
1006508;2006-06-24;1;1006508;1000001
1006509;2006-06-24;1;1006509;1000001
1006510;2006-06-24;1;1006510;1000001
1006511;2006-06-24;1;1006511;1000001
1006512;2006-06-24;1;1006512;1000001
1006513;2006-06-24;1;1006513;1000001
1006514;2006-06-24;1;1006514;1000001
1006515;2006-06-24;1;1006515;1000001
1006516;2006-06-24;1;1006516;1000001
1006517;2006-06-24;1;1006517;1000001
1006518;2006-06-24;1;1006518;1000001
1006519;2006-06-24;1;1006519;1000001
1006520;2006-06-24;1;1006520;1000001
1006521;2006-06-24;1;1006521;1000001
1006522;2006-06-24;1;1006522;1000001
1006523;2006-06-24;1;1006523;1000001
1006524;2006-06-24;1;1006524;1000001
1006525;2006-06-24;1;1006525;1000001
1006526;2006-06-24;1;1006526;1000001
1006527;2006-06-24;1;1006527;1000001
1006528;2006-06-24;1;1006528;1000001
1006529;2006-06-24;1;1006529;1000001
1006530;2006-06-24;1;1006530;1000001
1006531;2006-06-24;1;1006531;1000001
1006532;2006-06-24;1;1006532;1000001
1006533;2006-06-24;1;1006533;1000001
1006534;2006-06-24;1;1006534;1000001
1006535;2006-06-24;1;1006535;1000001
1006536;2006-06-24;1;1006536;1000001
1006537;2006-06-24;1;1006537;1000001
1006538;2006-06-24;1;1006538;1000001
1006539;2006-06-24;1;1006539;1000001
1006540;2006-06-24;1;1006540;1000001
1006541;2006-06-24;1;1006541;1000001
1006542;2006-06-24;1;1006542;1000001
1006543;2006-06-24;1;1006543;1000001
1006544;2006-06-24;1;1006544;1000001
1006545;2006-06-24;1;1006545;1000001
1006546;2006-06-24;1;1006546;1000001
1006547;2006-06-24;1;1006547;1000001
1006548;2006-06-24;1;1006548;1000001
1006549;2006-06-24;1;1006549;1000001
1006550;2006-06-24;1;1006550;1000001
1006551;2006-06-24;1;1006551;1000001
1006552;2006-06-24;1;1006552;1000001
1006553;2006-06-24;1;1006553;1000001
1006554;2006-06-24;1;1006554;1000001
1006555;2006-06-24;1;1006555;1000001
1006556;2006-06-24;1;1006556;1000001
1006557;2006-06-24;1;1006557;1000001
1006558;2006-06-24;1;1006558;1000001
1006559;2006-06-24;1;1006559;1000001
1006560;2006-06-24;1;1006560;1000001
1006561;2006-06-24;1;1006561;1000001
1006562;2006-06-24;1;1006562;1000001
1006563;2006-06-24;1;1006563;1000001
1006564;2006-06-24;1;1006564;1000001
1006565;2006-06-24;1;1006565;1000001
1006566;2006-06-24;1;1006566;1000001
1006567;2006-06-24;1;1006567;1000001
1006568;2006-06-24;1;1006568;1000001
1006569;2006-06-24;1;1006569;1000001
1006570;2006-06-24;1;1006570;1000001
1006571;2006-06-24;1;1006571;1000001
1006572;2006-06-24;1;1006572;1000001
1006573;2006-06-24;1;1006573;1000001
1006574;2006-06-24;1;1006574;1000001
1006575;2006-06-24;1;1006575;1000001
1006576;2006-06-24;1;1006576;1000001
1006577;2006-06-24;1;1006577;1000001
1006578;2006-06-24;1;1006578;1000001
1006579;2006-06-24;1;1006579;1000001
1006580;2006-06-24;1;1006580;1000001
1006581;2006-06-24;1;1006581;1000001
1006582;2006-06-24;1;1006582;1000001
1006583;2006-06-24;1;1006583;1000001
1006584;2006-06-24;1;1006584;1000001
1006585;2006-06-24;1;1006585;1000001
1006586;2006-06-24;1;1006586;1000001
1006587;2006-06-24;1;1006587;1000001
1006588;2006-06-24;1;1006588;1000001
1006589;2006-06-24;1;1006589;1000001
1006590;2006-06-24;1;1006590;1000001
1006591;2006-06-24;1;1006591;1000001
1006592;2006-06-24;1;1006592;1000001
1006593;2006-06-24;1;1006593;1000001
1006594;2006-06-24;1;1006594;1000001
1006595;2006-06-24;1;1006595;1000001
1006596;2006-06-24;1;1006596;1000001
1006597;2006-06-24;1;1006597;1000001
1006598;2006-06-24;1;1006598;1000001
1006599;2006-06-24;1;1006599;1000001
1006600;2006-06-24;1;1006600;1000001
1006601;2006-06-24;1;1006601;1000001
1006602;2006-06-24;1;1006602;1000001
1006603;2006-06-24;1;1006603;1000001
1006604;2006-06-24;1;1006604;1000001
1006605;2006-06-24;1;1006605;1000001
1006606;2006-06-24;1;1006606;1000001
1006607;2006-06-24;1;1006607;1000001
1006608;2006-06-24;1;1006608;1000001
1006609;2006-06-24;1;1006609;1000001
1006610;2006-06-24;1;1006610;1000001
1006611;2006-06-24;1;1006611;1000001
1006612;2006-06-24;1;1006612;1000001
1006613;2006-06-24;1;1006613;1000001
1006614;2006-06-24;1;1006614;1000001
1006615;2006-06-24;1;1006615;1000001
1006616;2006-06-24;1;1006616;1000001
1006617;2006-06-24;1;1006617;1000001
1006618;2006-06-24;1;1006618;1000001
1006619;2006-06-24;1;1006619;1000001
1006620;2006-06-24;1;1006620;1000001
1006621;2006-06-24;1;1006621;1000001
1006622;2006-06-24;1;1006622;1000001
1006623;2006-06-24;1;1006623;1000001
1006624;2006-06-24;1;1006624;1000001
1006625;2006-06-24;1;1006625;1000001
1006626;2006-06-24;1;1006626;1000001
1006627;2006-06-24;1;1006627;1000001
1006628;2006-06-24;1;1006628;1000001
1006629;2006-06-24;1;1006629;1000001
1006630;2006-06-24;1;1006630;1000001
1006631;2006-06-24;1;1006631;1000001
1006632;2006-06-24;1;1006632;1000001
1006633;2006-06-24;1;1006633;1000001
1006634;2006-06-24;1;1006634;1000001
1006635;2006-06-24;1;1006635;1000001
1006636;2006-06-24;1;1006636;1000001
1006637;2006-06-24;1;1006637;1000001
1006638;2006-06-24;1;1006638;1000001
1006639;2006-06-24;1;1006639;1000001
1006640;2006-06-24;1;1006640;1000001
1006641;2006-06-24;1;1006641;1000001
1006642;2006-06-24;1;1006642;1000001
1006643;2006-06-24;1;1006643;1000001
1006644;2006-06-24;1;1006644;1000001
1006645;2006-06-24;1;1006645;1000001
1006646;2006-06-24;1;1006646;1000001
1006647;2006-06-24;1;1006647;1000001
1006648;2006-06-24;1;1006648;1000001
1006649;2006-06-24;1;1006649;1000001
1006650;2006-06-24;1;1006650;1000001
1006651;2006-06-24;1;1006651;1000001
1006652;2006-06-24;1;1006652;1000001
1006653;2006-06-24;1;1006653;1000001
1006654;2006-06-24;1;1006654;1000001
1006655;2006-06-24;1;1006655;1000001
1006656;2006-06-24;1;1006656;1000001
1006657;2006-06-24;1;1006657;1000001
1006658;2006-06-24;1;1006658;1000001
1006659;2006-06-24;1;1006659;1000001
1006660;2006-06-24;1;1006660;1000001
1006661;2006-06-24;1;1006661;1000001
1006662;2006-06-24;1;1006662;1000001
1006663;2006-06-24;1;1006663;1000001
1006664;2006-06-24;1;1006664;1000001
1006665;2006-06-24;1;1006665;1000001
